馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ナムラスマイル,13,85.4,9.5,40.8,1800,1,1,3,486,-4,51.0,15,83.1,18,16,54,14,16,0,34.8,490,+8,1.4,0,0,0,0,0,0,0,0,0,0,10,86.8,14,10,7,7,38.8,482,0,1.5,17,84.4,11,8,36.7,482,+2,1.5,5,85.3,3,36.7,480,0,0.7
シェーンブリッツ,10,202.6,32.6,143.9,1800,1,2,5,490,+2,51.0,9,118.6,12,7,51,9,9,8,41.4,488,-2,3.0,16,126.4,16,10,7,7,39.1,490,-12,4.3,12,119.9,13,8,12,12,40.2,502,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カフラピコ,11,42.3,7.2,30.7,1800,2,3,4,476,-4,54.0,13,75.1,16,8,54,15,15,0,37.6,480,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルマミーア,1,1.8,1.1,1.1,1800,2,4,2,462,+6,54.0,3,114.1,14,6,54,1,1,1,37.8,456,-2,0.7,2,115.2,14,6,4,4,38.3,458,-2,0.0,2,115.2,16,11,5,5,37.6,460,0,0.6,3,116.6,14,4,38.3,460,-6,0.4,2,117.9,12,38.7,466,-2,0.0
シゲルサヌキ,6,22.1,2.7,10.5,1800,3,5,1,410,0,54.0,4,115.7,16,9,54,14,14,12,38.0,410,+4,0.9,6,115.2,15,5,13,12,39.1,406,0,1.7,7,116.7,14,5,8,8,39.2,406,+4,1.5,10,116.8,5,16,37.9,402,-2,0.9,5,115.5,10,39.1,404,+2,0.4
メイショウコハル,15,344.7,52.8,234.2,1800,3,6,5,440,0,54.0,12,88.6,16,7,51,13,13,0,38.8,440,+6,1.9,11,89.2,16,2,13,12,40.8,434,0,1.8,12,97.7,16,3,15,15,36.7,434,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジューンヴィエナ,3,11.8,1.3,4.2,1800,4,7,2,436,+10,51.0,5,114.8,14,10,51,14,14,9,37.5,426,+2,1.4,3,114.2,15,9,15,15,37.7,424,+6,0.7,8,115.6,15,8,15,15,37.3,418,+6,1.3,12,124.5,13,15,34.5,412,-2,1.8,5,115.6,15,38.8,414,0,0.8
メイズ,16,250.7,41.6,184.1,1800,4,8,1,402,-2,54.0,16,72.2,16,5,51,1,1,0,37.8,404,+16,2.5,15,116.4,18,16,1,1,41.7,388,-6,4.2,15,90.4,16,5,10,15,41.7,394,-2,4.6,10,88.8,10,7,37.9,396,0,1.2,0,0,0,0,0,0,0
タムロイレーネ,5,45.9,5.6,23.6,1800,5,9,1,426,-6,54.0,7,116.1,16,5,51,3,3,4,39.3,432,+4,1.3,13,117.9,16,9,4,4,40.5,428,-12,2.9,7,115.4,16,10,4,3,37.5,440,-4,1.0,11,111.6,13,14,37.0,444,0,1.6,10,70.4,6,35.3,444,0,2.0
タガノホーネット,7,102.1,10.0,42.9,1800,5,10,5,420,-8,53.0,7,117.8,12,8,54,6,6,6,40.7,428,+6,2.2,7,116.7,16,9,9,9,38.4,422,+2,0.8,9,118.0,15,3,12,12,39.9,420,+6,1.8,12,124.2,4,4,36.3,414,-2,1.6,9,98.8,4,35.6,416,0,1.4
グッドタイムロール,2,7.6,1.8,6.2,1800,6,11,21,498,+12,54.0,13,119.1,16,5,54,8,7,9,39.7,486,-6,2.3,4,117.9,16,7,14,13,39.1,492,-8,0.9,4,116.4,11,6,5,5,38.6,500,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イイヴィ,14,17.2,2.9,11.1,1800,6,12,0,500,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルプサロン,12,59.5,6.5,27.2,1800,7,13,1,474,0,54.0,6,116.0,16,7,51,3,4,4,39.2,474,+8,1.2,4,117.0,15,12,3,3,41.4,466,+16,1.7,9,119.5,15,12,13,15,40.6,450,-10,2.8,12,115.8,5,15,39.7,460,-2,3.0,8,118.6,15,40.0,462,-10,1.6
ヒラボクプリンセス,8,134.5,17.8,78.0,1800,7,14,1,448,-8,54.0,12,88.4,16,4,54,15,13,0,40.0,456,+26,2.5,10,74.9,16,3,9,7,38.0,430,-8,1.0,8,112.5,13,5,11,11,35.5,438,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エイシンノア,4,3.5,1.1,3.1,1800,8,15,1,520,+4,54.0,2,115.2,16,12,54,1,1,1,38.8,516,-4,0.4,4,113.5,16,2,1,1,39.7,520,-6,0.5,15,111.9,17,17,7,8,38.3,526,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クニサキオペラ,9,368.8,38.6,171.0,1800,8,16,1,462,+8,54.0,10,116.6,16,4,54,11,11,11,39.2,454,+12,1.8,13,88.8,16,5,16,16,38.2,442,-4,2.1,15,125.9,16,16,10,10,36.5,446,0,3.2,10,109.6,11,13,36.5,446,0,2.0,12,112.9,7,36.1,446,-2,1.7
