馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ジャックポット,2,8.1,1.4,2.5,1700,1,1,1,468,0,56.0,3,106.8,15,2,56,3,5,7,38.0,468,0,0.1,6,100.4,16,16,4,5,38.7,468,+4,1.3,11,100.3,16,5,6,7,39.0,464,+2,1.6,3,109.5,8,4,38.2,462,+6,0.3,4,117.4,4,39.1,456,-8,0.2
ネクストロード,10,189.4,22.5,49.5,1700,2,2,2,468,-6,56.0,11,133.0,16,16,56,5,7,7,38.5,474,-8,1.5,12,124.5,16,16,16,14,35.7,482,+8,1.8,8,115.7,15,6,8,8,40.0,474,-6,0.9,13,121.8,5,13,41.6,480,-2,3.0,8,114.5,2,38.9,482,+2,2.7
オウトラヴェス,3,3.4,1.2,1.9,1700,2,3,2,474,0,56.0,3,97.7,16,3,56,5,5,0,36.8,474,-2,0.9,2,100.3,16,5,4,4,37.4,476,+4,0.2,3,124.5,18,8,7,5,35.6,472,0,0.6,6,100.8,11,4,39.0,472,-4,1.3,3,100.0,6,37.8,476,+6,0.5
アビエイター,1,23.5,4.4,9.3,1700,3,4,8,532,0,56.0,7,100.6,16,11,56,7,7,0,38.4,532,0,1.5,14,101.1,16,4,4,4,40.8,532,+4,2.4,10,126.7,18,7,1,1,37.3,528,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スプリングキセキ,15,19.4,4.1,8.5,1700,3,5,0,534,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プコナコナ,11,143.0,21.4,47.2,1700,4,6,1,476,-8,53.0,15,123.4,16,4,56,15,14,16,35.9,484,+2,1.7,8,158.3,18,12,16,15,40.8,482,+2,2.4,8,135.6,16,15,9,8,38.3,480,-2,0.7,7,116.8,4,10,39.3,482,+2,1.1,7,117.6,8,38.1,480,-4,1.5
ダイオプサイド,7,113.9,11.4,24.9,1700,4,7,2,482,0,54.0,8,98.9,15,11,54,8,8,0,37.1,482,0,1.3,9,100.0,15,13,12,11,37.2,482,-2,1.7,9,99.8,16,9,13,12,37.4,484,-6,0.6,8,116.9,11,11,41.1,490,+6,1.1,2,119.5,6,39.6,484,0,0.2
コスモジグ,6,2.0,1.1,1.2,1700,5,8,2,478,+6,56.0,2,97.5,16,9,56,2,2,0,37.0,472,-2,0.7,13,124.8,16,3,8,8,36.6,474,-6,1.6,3,116.5,16,15,3,2,39.1,480,-8,0.7,7,109.5,8,8,35.3,488,+4,0.8,6,113.1,3,34.4,484,+8,0.7
ファイアボール,13,99.2,12.4,27.1,1700,5,9,2,490,+2,53.0,15,82.0,16,10,56,11,12,0,37.7,488,-8,3.6,5,74.3,16,7,8,6,38.5,496,-2,1.2,5,81.1,15,5,9,9,37.6,498,0,0.9,3,73.1,16,10,38.0,498,+2,0.3,5,87.4,5,40.0,496,+2,0.6
フリメール,14,259.3,42.9,94.7,1700,6,10,0,422,+1,54.0,11,75.0,13,11,54,5,6,0,39.1,421,0,1.9,9,118.5,10,7,2,2,40.5,421,+3,2.2,6,94.8,12,11,3,4,40.1,418,-3,1.4,2,101.2,2,4,39.6,421,-3,0.5,13,100.8,8,39.3,424,0,2.1
マーシャラー,12,64.9,12.2,26.5,1700,6,11,4,500,-6,56.0,14,124.5,15,9,56,15,15,14,37.3,506,+4,2.5,12,100.9,16,14,11,11,38.9,502,-8,2.3,16,120.5,16,16,9,8,41.4,510,-4,4.1,15,120.6,15,5,42.6,514,+18,3.2,12,103.2,6,38.5,496,-6,1.9
ヴァールハイト,4,11.8,1.9,3.6,1700,7,12,3,452,-2,51.0,2,98.6,13,11,51,5,4,0,36.8,454,+8,0.4,7,136.2,15,3,3,4,39.1,446,-2,1.3,5,118.5,16,8,16,16,38.8,448,-12,0.7,7,119.1,5,16,40.8,460,+2,1.1,12,112.4,6,36.2,458,0,1.3
トーアキヨモリ,5,12.9,1.9,3.7,1700,7,13,2,526,-10,56.0,2,97.8,16,5,56,7,5,0,37.7,536,+8,0.5,5,97.8,14,6,12,10,36.0,528,+2,0.9,5,99.6,16,4,15,14,36.5,526,0,0.7,6,99.5,7,12,38.6,526,0,0.8,8,117.2,9,39.3,526,-6,1.5
シナモン,8,118.1,17.2,37.8,1700,8,14,3,448,0,54.0,7,136.3,13,2,54,5,4,6,39.5,448,+4,1.7,13,99.7,16,7,13,12,38.3,444,-6,2.5,7,101.0,16,5,13,13,37.3,450,-2,1.1,7,119.3,5,6,41.1,452,-2,1.8,10,102.2,3,39.8,454,-16,2.7
コスモラヴコール,9,36.6,4.5,9.4,1700,8,15,3,478,-2,56.0,11,101.2,16,14,56,2,2,0,39.7,480,-8,2.1,3,99.4,16,14,4,3,37.6,488,+12,1.0,8,83.2,18,5,3,3,35.1,476,+2,0.7,14,111.7,11,11,37.1,474,+8,1.6,8,96.4,13,35.9,466,-2,0.9
