馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ナムラキッス,6,12.7,2.2,3.5,1700,1,1,3,458,+6,52.0,8,95.0,16,16,52,6,4,4,35.5,452,-10,0.7,1,113.0,16,8,3,3,39.0,462,-2,-0.4,2,115.0,12,5,4,4,37.7,464,0,0.6,2,114.5,12,7,38.2,464,+2,1.0,6,86.3,8,37.8,462,+4,1.1
トゥザレジェンド,4,4.0,1.3,1.8,1700,2,2,12,530,+14,55.0,1,114.7,12,5,55,9,8,4,36.9,516,+10,-0.2,2,106.2,15,8,8,8,36.9,506,-12,0.1,3,115.6,12,2,7,8,36.5,518,+2,0.1,3,113.8,11,4,37.1,516,+8,0.1,2,113.2,1,36.9,508,+4,0.0
オールウェイズラブ,9,140.4,20.2,34.5,1700,2,3,19,482,+24,55.0,0,0,0,0,0,0,0,0,0,0,0,0,8,116.3,12,3,10,10,38.8,458,-4,1.6,10,116.0,12,2,7,7,39.1,462,+2,2.3,12,115.5,10,8,39.2,460,-14,2.3,8,114.7,8,38.5,474,-10,2.0
トーワフォーエバー,5,35.4,4.5,7.4,1700,3,4,4,478,+2,55.0,11,84.9,16,10,55,11,11,0,37.3,476,+20,1.2,11,85.2,16,4,16,15,36.7,456,-2,1.0,13,83.0,15,10,13,13,34.9,458,+2,1.1,7,85.1,5,15,36.2,456,-6,1.0,1,85.6,11,37.4,462,+4,-0.2
エアマデレーン,2,9.7,1.7,2.6,1700,3,5,2,460,-6,55.0,3,113.5,14,8,55,12,12,10,37.9,466,0,0.9,1,89.0,11,6,8,8,37.9,466,+1,-0.2,3,90.2,12,1,7,6,37.8,465,+7,0.1,1,90.2,7,5,38.5,458,-1,-0.2,4,93.0,3,39.3,459,-2,0.2
ナムラユキヒメ,12,142.8,18.0,30.8,1700,4,6,15,414,+6,52.0,0,0,0,0,0,0,0,0,0,0,0,0,13,71.1,16,12,2,4,36.0,408,-6,0.7,8,110.1,10,10,9,9,35.3,414,0,1.3,7,86.7,4,12,38.1,414,-2,0.8,8,86.3,3,37.9,416,0,1.6
クリノアマダブラム,7,28.3,3.8,6.1,1700,4,7,3,444,+6,55.0,12,113.9,16,7,55,14,14,14,39.2,438,-2,2.3,4,113.8,16,15,7,6,37.9,440,+2,0.4,15,90.2,16,2,9,10,42.4,438,-2,5.7,9,85.4,1,9,37.0,440,+6,0.8,14,114.3,4,38.6,434,0,1.8
ディオーサシチー,8,25.9,4.2,6.9,1700,5,8,2,468,+2,52.0,8,113.9,14,1,52,4,5,4,39.0,466,+14,1.3,6,114.5,9,8,3,3,38.3,452,0,1.5,5,104.7,16,1,4,4,37.9,452,-6,0.8,1,114.5,6,2,38.4,458,+2,-0.2,13,107.9,7,34.4,456,-8,1.1
モズマッテタワ,3,10.0,2.1,3.3,1700,5,9,1,492,0,55.0,8,84.2,16,5,55,12,11,0,36.9,492,+6,0.5,5,84.0,16,4,12,12,36.3,486,+4,0.3,4,85.1,16,5,11,11,36.5,482,+4,0.5,6,85.1,6,10,37.5,478,-2,0.6,5,84.8,15,36.4,480,-4,0.7
レッドメイヴ,11,2.0,1.3,1.6,1700,6,10,11,464,+8,52.0,1,114.4,12,6,54,2,2,2,37.2,456,+8,-0.6,3,101.7,16,16,9,9,37.8,448,-2,0.5,2,95.9,16,9,5,6,35.6,450,-8,0.0,2,95.2,10,5,34.9,458,+4,0.0,2,95.9,11,34.9,454,-4,0.0
キャニオンバレー,1,16.4,3.0,4.8,1700,6,11,3,508,+2,55.0,8,113.3,16,5,55,8,8,8,39.1,506,0,1.7,6,114.2,14,10,6,6,39.7,506,+4,1.0,5,115.5,13,3,7,7,39.4,502,-2,0.7,5,105.9,15,4,37.6,504,-4,0.3,5,115.7,7,37.3,508,+8,0.2
ワンダーテルヌーラ,13,42.6,6.4,10.8,1700,7,12,56,464,+10,52.0,1,85.4,16,8,54,3,2,0,36.9,454,-2,-0.9,2,115.3,16,2,3,3,38.8,456,+6,0.0,4,117.1,14,10,1,1,41.8,450,-4,0.8,3,114.4,15,1,39.9,454,+6,1.1,2,115.4,12,38.7,448,+2,0.0
ララエクレリゼ,15,84.6,9.8,16.7,1700,7,13,2,454,-2,52.0,12,114.9,14,9,52,3,3,3,40.1,456,+10,2.3,1,115.2,14,14,2,2,38.5,446,0,0.0,8,116.7,16,4,7,8,38.9,446,-4,0.8,13,125.3,18,6,37.7,450,-8,2.3,12,111.7,12,37.7,458,-4,1.7
カシノソラーレ,14,231.6,30.0,51.4,1700,8,14,2,494,+7,55.0,2,89.5,10,1,54,1,1,1,39.2,487,-1,0.3,14,116.0,16,5,15,15,38.9,488,+4,2.6,15,118.2,15,4,1,1,43.4,484,+3,4.9,3,89.5,4,1,38.3,481,+14,0.5,1,87.8,9,37.7,467,+3,0.0
イイチョ,10,103.0,12.4,21.2,1700,8,15,1,440,+4,49.0,13,98.6,15,15,49,8,11,13,36.3,436,0,1.7,1,86.0,16,11,5,5,37.6,436,+4,-0.3,8,94.7,18,12,9,10,35.0,432,0,1.1,8,74.6,15,9,37.7,432,+2,2.0,4,88.2,8,37.9,430,0,0.4
