馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
トーセンカナロア,5,9.3,2.5,4.0,2000,1,1,3,468,+2,55.0,2,110.3,18,3,55,2,3,3,34.5,466,+2,0.1,3,108.8,14,6,2,2,35.2,464,0,1.3,3,111.5,10,7,2,2,34.8,464,+4,0.5,7,109.7,3,2,35.5,460,0,0.9,5,109.2,13,34.7,460,0,0.7
ヒアカムズザサン,2,2.4,1.3,1.5,2000,1,2,3,504,0,55.0,2,122.2,16,4,55,1,1,1,36.1,504,+4,0.2,2,121.3,13,3,7,6,34.4,500,-6,0.0,2,108.8,18,6,1,1,34.8,506,+10,0.0,4,97.8,12,7,34.2,496,0,0.8,0,0,0,0,0,0,0
ピースワンポイント,11,122.3,23.0,38.5,2000,2,3,2,498,+4,55.0,3,117.7,10,8,55,4,3,3,40.4,494,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グランシャリオ,9,13.3,2.6,4.1,2000,2,4,3,452,-2,55.0,4,110.7,18,10,55,7,8,8,34.5,454,0,0.5,5,125.7,12,7,2,2,37.6,454,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ショウナンマンゲツ,16,99.2,13.7,22.8,2000,3,5,2,512,+10,55.0,5,114.2,12,9,55,7,6,3,36.2,502,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
モンセラー,15,76.8,12.5,20.8,2000,3,6,3,514,+4,55.0,4,125.2,10,4,55,3,3,3,35.6,510,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トーホウスペンサー,6,11.0,2.9,4.7,2000,4,7,19,484,+28,55.0,4,110.5,17,11,54,9,10,0,33.8,456,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤギリヴィーナス,8,31.4,4.6,7.5,2000,4,8,3,446,-8,54.0,3,122.2,16,3,54,9,5,5,35.5,454,+2,0.2,4,110.7,12,10,12,10,34.3,452,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモアルゴル,18,324.7,54.4,91.3,2000,5,9,7,468,-6,55.0,9,97.0,12,7,55,7,9,0,37.3,474,+8,2.3,9,122.3,12,5,7,9,36.3,466,-4,1.5,9,123.7,12,9,3,5,36.7,470,+4,1.8,5,110.9,3,4,36.3,466,0,1.1,0,0,0,0,0,0,0
スターチェイサー,14,15.9,2.8,4.3,2000,5,10,2,474,-2,55.0,2,109.9,16,11,55,9,9,7,36.0,476,+2,0.2,4,95.8,18,11,9,8,35.0,474,+2,0.5,2,111.1,10,8,4,4,34.2,472,+2,0.1,3,108.9,4,7,34.5,470,+4,0.1,4,96.8,4,33.9,466,+10,0.2
ストレンジクォーク,1,8.7,2.6,4.1,2000,6,11,1,492,0,55.0,5,123.4,18,12,55,4,3,3,35.8,492,+4,0.8,6,112.0,14,8,5,4,34.2,488,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カシシ,10,24.8,5.7,9.2,2000,6,12,8,448,+6,54.0,5,111.8,10,5,54,6,7,7,34.6,442,+8,0.8,4,95.7,18,7,16,16,33.7,434,-2,0.5,3,98.5,16,2,8,8,34.6,436,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グランデクオーレ,12,70.0,13.0,21.6,2000,7,13,10,438,-2,54.0,8,99.0,17,5,54,15,15,0,33.4,440,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハイオンザリスト,7,30.3,4.8,7.8,2000,7,14,2,460,-4,55.0,5,123.0,18,1,55,13,13,10,37.4,464,+18,1.1,3,108.4,18,8,4,4,35.5,446,-6,0.2,2,110.0,18,15,3,3,35.1,452,+10,0.2,11,113.4,2,1,37.1,442,0,2.1,0,0,0,0,0,0,0
