馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
エーデルグランツ,5,5.2,1.5,2.2,1600,1,1,3,474,-2,56.0,4,120.4,18,1,55,1,1,1,34.4,476,-4,0.2,1,106.8,18,2,3,6,33.9,480,-6,-0.2,6,109.4,16,5,6,5,35.4,486,0,0.2,5,127.2,10,5,37.7,486,-6,0.4,2,152.8,2,36.1,492,0,0.0
カレンケカリーナ,1,1.8,1.1,1.3,1600,1,2,18,504,+4,55.0,2,126.4,13,10,55,3,4,3,38.4,500,-2,0.8,2,110.8,13,1,3,4,36.7,502,-4,0.1,3,121.1,14,11,5,5,34.4,506,+8,0.1,7,122.7,1,9,34.6,498,0,0.9,7,123.0,13,36.2,498,+2,1.0
クリノハッチャン,10,173.4,26.5,49.0,1600,2,3,4,460,-3,54.0,1,99.7,10,5,54,4,2,0,38.4,463,0,-0.2,8,90.4,10,8,2,1,41.2,463,-3,1.7,1,99.7,7,3,4,3,37.6,466,+4,-0.1,14,121.8,10,1,36.5,462,+2,1.7,6,108.1,13,34.7,460,+8,0.9
ヴェルジョワーズ,3,30.3,4.0,7.1,1600,2,4,13,432,-10,54.0,12,95.6,18,18,52,16,13,0,32.9,442,+16,0.5,6,97.0,16,5,9,7,34.7,426,-6,0.7,10,108.1,16,13,7,8,34.0,432,-8,0.8,1,109.7,11,12,34.8,440,+12,-0.1,2,96.1,12,33.6,428,0,0.1
ホルボッシュ,2,7.4,1.7,2.8,1600,3,5,28,482,+10,56.0,2,120.7,12,2,56,1,1,1,34.4,472,-4,0.3,2,120.6,10,8,2,2,35.7,476,+2,0.2,8,114.9,14,5,1,1,39.4,474,-8,1.4,16,123.9,1,2,39.2,482,-2,2.8,2,121.0,1,37.2,484,+2,0.2
バンザイ,9,29.5,6.3,11.3,1600,3,6,87,518,+36,57.0,11,153.8,13,7,56,2,2,2,38.5,482,-6,2.4,8,123.0,8,2,1,1,35.9,488,+6,1.5,4,134.1,14,10,1,1,35.5,482,-10,0.3,4,146.5,4,1,36.8,492,+10,0.3,7,107.7,5,34.5,482,-10,0.4
ボロンベルラルーン,15,88.9,8.6,15.6,1600,4,7,16,454,+2,55.0,0,0,0,0,0,0,0,0,0,0,0,0,13,123.2,16,4,4,4,38.6,452,0,2.0,11,109.9,16,13,11,12,36.4,452,-6,0.8,7,124.1,11,4,36.0,458,+4,0.8,4,123.1,1,35.5,454,+8,0.8
ブットバセ,16,150.4,27.9,51.7,1600,4,8,31,508,+12,57.0,15,87.5,16,9,57,15,16,0,38.6,496,+4,2.7,14,73.7,16,4,10,10,37.4,492,-10,2.2,14,73.3,16,10,16,16,36.0,502,+10,1.3,16,102.1,15,12,39.3,492,+2,3.8,6,72.1,4,36.3,490,+4,1.0
レッドヴィーヴォ,11,31.9,4.5,8.0,1600,5,9,18,450,+4,57.0,6,110.2,11,4,57,5,6,5,37.2,446,+6,1.3,7,95.0,14,2,12,11,34.6,440,0,1.0,8,94.7,18,12,11,11,33.9,440,-6,1.0,4,96.0,15,12,33.3,446,-2,0.1,13,118.3,10,41.5,448,-2,3.8
マイネルコンキスタ,13,65.9,9.1,16.5,1600,5,10,33,508,0,57.0,0,0,0,0,0,0,0,0,0,0,0,0,12,110.0,16,5,13,12,36.4,508,+8,0.9,5,96.1,16,6,14,13,35.5,500,+12,0.6,7,108.6,6,13,35.3,488,0,0.4,5,109.1,11,34.7,488,+2,0.3
コスモイノセント,6,13.0,2.6,4.4,1600,6,11,3,462,+10,56.0,2,109.0,14,5,52,8,8,9,35.0,452,-4,0.0,10,86.8,16,3,12,12,37.2,456,-4,2.2,15,116.7,15,12,6,6,42.6,460,+10,4.6,6,94.6,7,2,35.9,450,+2,0.6,11,82.1,13,34.0,448,-6,0.7
エインセル,4,8.1,1.6,2.6,1600,6,12,14,458,+16,53.0,6,107.7,10,1,55,10,10,10,34.8,442,-2,0.9,8,83.7,18,3,16,15,35.9,444,0,0.4,11,107.6,17,16,16,11,34.7,444,+10,0.9,7,123.3,11,10,33.4,434,+2,0.6,7,110.7,13,34.8,432,-8,0.4
アートアロング,7,175.7,21.5,39.7,1600,7,13,12,452,+20,53.0,12,69.3,18,1,55,13,15,0,35.3,432,-13,1.3,1,90.7,12,2,1,1,39.4,445,+6,-0.6,2,91.5,12,11,3,4,39.9,439,-2,0.4,1,91.4,3,1,38.4,441,+8,-0.7,3,90.2,1,38.8,433,-5,0.7
ファイナルブロー,8,41.0,7.2,13.0,1600,7,14,13,420,-4,56.0,17,95.8,18,17,54,13,10,0,33.3,424,+6,0.7,1,95.3,18,12,12,13,33.7,418,+2,-0.1,12,123.6,16,6,5,6,36.5,416,-6,1.2,3,109.6,14,10,33.7,422,-6,0.2,12,120.5,6,43.2,428,-8,3.8
ウマクイクトオモウ,12,167.9,27.9,51.5,1600,8,15,3,424,-22,51.0,1,89.3,9,6,54,4,3,3,37.4,446,-4,0.0,2,88.6,8,1,7,7,37.8,450,+5,0.1,2,88.9,9,2,6,5,38.5,445,-4,0.4,4,89.7,1,9,37.9,449,+3,0.4,4,89.0,5,38.2,446,-2,0.5
ナデシコニッポン,14,42.4,3.6,6.3,1600,8,16,3,462,+6,55.0,4,109.0,14,2,55,5,3,4,34.7,456,-10,0.7,13,115.8,15,11,5,5,39.8,466,0,2.1,7,120.0,13,8,2,2,35.8,466,+6,0.8,6,121.0,11,2,36.9,460,0,0.5,10,95.0,5,34.9,460,-3,1.3
