馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ファルスター,10,11.9,2.8,4.2,2400,1,1,35,496,-4,56.0,5,119.4,17,8,56,5,5,0,33.7,500,+6,0.6,2,122.1,15,12,7,7,35.2,494,+2,0.0,4,107.3,15,1,6,8,33.1,492,-2,0.4,5,146.4,4,5,34.0,494,-4,0.2,1,106.6,9,33.5,498,+8,-0.6
プランスペスカ,4,10.9,2.5,3.7,2400,2,2,1,456,+4,55.0,4,135.3,17,7,56,9,9,9,35.4,452,-6,0.1,3,159.2,15,6,9,6,36.7,458,-4,0.5,7,152.0,11,6,5,6,35.1,462,+6,1.0,5,133.9,1,9,34.2,456,0,0.6,14,150.0,11,35.6,456,+6,0.9
ホーマンベルウィン,9,62.2,7.6,11.6,2400,3,3,1,476,0,53.0,8,111.9,16,8,53,12,12,12,38.0,476,0,0.8,8,94.4,10,9,10,10,33.8,476,0,1.0,6,148.6,11,5,9,7,33.4,476,+4,0.4,10,96.1,12,16,34.8,472,0,1.4,8,109.5,7,34.6,472,+4,0.8
アドマイヤカーリン,2,4.7,1.7,2.2,2400,3,4,3,480,0,54.0,3,135.8,10,2,57,2,2,3,34.8,480,+4,0.3,12,161.4,16,10,3,3,39.9,476,-4,2.6,7,122.1,16,2,3,3,35.8,480,-4,0.7,6,146.1,14,2,35.9,484,+10,1.0,6,134.2,5,35.4,474,+2,0.4
スーパーオービット,14,201.8,48.9,76.4,2400,4,5,16,464,0,53.0,14,116.0,15,12,54,10,10,11,38.3,464,0,1.9,9,119.5,11,6,9,9,37.8,464,+8,2.6,9,122.8,10,5,6,5,36.9,456,0,1.6,10,121.3,7,13,35.9,456,+4,2.1,10,121.0,4,34.8,452,-2,1.1
シャイニーハーツ,1,9.4,2.4,3.4,2400,4,6,13,464,-4,55.0,7,134.0,11,10,56,11,11,11,34.0,468,+4,0.7,2,120.7,15,3,10,10,34.4,464,-2,0.2,6,121.1,11,1,11,11,34.2,466,+6,0.6,1,120.0,9,10,33.9,460,+6,-0.1,3,107.3,1,33.8,454,0,0.2
メイショウリョウマ,11,41.8,4.6,7.0,2400,5,7,5,522,+2,54.0,8,159.7,15,2,57,4,4,3,37.4,520,-4,1.0,1,160.1,9,8,2,2,36.9,524,+2,0.0,3,121.5,17,9,3,3,36.1,522,+8,0.3,7,122.1,8,5,35.7,514,-10,0.3,10,110.9,6,38.2,524,+6,1.3
エーシンデューク,5,8.4,2.4,3.6,2400,5,8,2,486,+6,54.0,1,133.8,18,15,57,12,12,12,35.6,480,-6,-0.2,4,137.8,17,6,7,7,34.8,486,-2,0.3,3,113.8,16,12,10,11,36.6,488,0,0.5,2,105.6,1,7,37.6,488,-2,0.2,3,111.6,2,36.4,490,-6,0.6
シゲルジョウム,12,77.5,16.3,25.5,2400,6,9,1,482,-2,53.0,1,138.2,8,1,54,6,6,8,38.5,484,-4,-0.2,7,135.8,8,1,4,4,35.8,488,-8,0.6,7,121.4,12,12,1,1,36.8,496,-8,0.6,6,122.9,5,7,38.0,504,+18,1.4,12,108.2,8,36.9,486,+16,2.2
ランフォージン,8,16.0,3.0,4.5,2400,6,10,7,454,-4,54.0,3,151.5,11,8,54,11,11,11,34.4,458,0,0.5,9,148.8,11,8,7,7,33.7,458,+6,0.6,10,158.2,16,16,7,7,37.1,452,0,0.5,1,161.2,4,5,34.2,452,-4,0.0,4,134.0,1,34.1,456,-2,0.6
ユキノサムライ,3,21.4,3.8,5.7,2400,7,11,1,466,0,55.0,3,135.3,17,2,57,9,9,9,35.4,466,-4,0.1,14,160.2,15,12,7,8,37.6,470,+10,1.5,4,122.1,15,4,8,8,34.1,460,-10,0.2,2,119.4,6,13,34.6,470,-2,0.2,1,119.9,9,34.7,472,+18,0.0
タイセイドリーム,7,2.9,1.4,1.6,2400,7,12,1,538,-2,56.0,2,135.2,17,16,56,11,11,11,35.1,540,+6,0.0,1,134.2,16,4,8,8,35.9,534,0,0.0,2,121.4,17,2,6,5,35.7,534,+2,0.2,4,109.1,8,7,34.3,532,-4,0.4,2,133.8,15,35.0,536,+14,0.0
メイショウシレトコ,13,189.2,27.2,42.5,2400,8,13,4,470,+6,52.0,8,122.6,9,7,57,7,7,8,36.3,464,-2,1.7,5,151.8,11,3,8,8,35.0,466,0,0.8,5,121.0,8,8,7,7,35.0,466,-2,0.6,9,134.4,4,9,34.9,468,+6,1.1,11,124.4,8,36.3,462,+2,1.3
ヴァーティカルサン,6,7.9,2.9,4.2,2400,8,14,7,548,-8,54.0,9,152.1,11,5,54,2,2,2,35.6,556,+2,1.1,5,146.3,16,5,3,3,35.1,554,-14,0.3,1,109.2,16,6,1,1,34.7,568,+32,-0.1,0,0,0,0,0,0,0,0,11,149.7,11,37.3,536,+8,2.2
