馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
キャレモンショコラ,3,6.6,2.1,3.2,1200,1,1,27,492,+6,53.0,9,72.3,16,5,54,4,4,0,38.3,486,+2,0.8,1,73.4,16,9,7,4,37.0,484,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レッツサッチャー,1,5.5,1.7,2.6,1200,2,2,16,480,+2,53.0,9,86.2,16,8,54,3,3,0,37.5,478,+2,0.5,3,85.2,16,8,2,2,36.2,476,+4,0.2,5,86.2,16,11,3,3,37.7,472,-8,1.0,6,83.0,6,4,34.4,480,+2,1.0,6,82.2,7,34.6,478,-4,0.5
プレシャスムーン,4,19.3,3.0,4.9,1200,2,3,9,438,+8,50.0,10,106.3,15,8,49,14,14,14,37.5,430,0,1.5,5,97.5,13,6,12,11,37.4,430,0,0.5,6,84.7,16,4,13,13,36.3,430,+4,0.5,4,86.2,9,16,36.3,426,-10,1.0,12,124.3,6,36.4,436,-2,1.9
ミシックトウショウ,12,84.4,11.4,19.7,1200,3,4,9,466,+18,55.0,9,60.2,12,9,52,6,5,0,36.5,448,-4,1.1,3,59.2,12,11,2,2,36.0,452,+6,0.1,15,80.5,16,12,4,7,39.2,446,+2,3.2,13,74.1,2,4,38.4,444,-2,1.9,12,59.0,10,35.9,446,-4,1.1
リルバニヤン,13,68.6,8.4,14.3,1200,3,5,7,442,-6,52.0,11,73.3,15,11,55,12,12,0,37.7,448,+6,0.9,14,82.7,16,16,5,6,36.5,442,-4,0.8,5,73.1,15,14,4,4,38.2,446,+8,0.1,1,90.0,3,1,39.4,438,0,-0.1,10,92.0,7,41.7,438,-4,2.5
パイメイメイ,2,9.0,1.9,3.0,1200,4,6,1,476,0,50.0,3,71.8,15,11,50,3,2,0,36.2,476,0,0.4,6,72.9,15,10,14,14,37.2,476,+14,0.5,10,86.5,16,2,13,13,36.9,462,0,0.8,6,70.0,7,12,35.3,462,0,0.6,1,71.7,2,37.3,462,-2,-0.2
ジギースンナー,14,21.5,3.8,6.3,1200,4,7,14,462,-10,53.0,1,58.9,11,10,54,1,1,0,35.5,472,+8,-0.3,3,72.8,15,11,2,2,38.9,464,+2,0.4,4,79.5,16,7,1,1,37.9,462,+2,0.3,2,72.8,15,2,38.2,460,-4,0.4,10,73.7,4,38.6,464,-2,1.5
アオチャン,9,160.4,14.9,25.8,1200,5,8,28,444,+18,53.0,0,0,0,0,0,0,0,0,0,0,0,0,11,117.6,16,9,15,15,39.0,426,0,1.8,9,87.3,15,1,5,5,37.8,426,+2,1.0,7,97.3,10,11,36.2,424,-4,1.0,7,87.5,9,37.1,428,-5,1.6
ジャストフレンズ,7,302.1,36.4,63.4,1200,5,9,8,432,+6,52.0,15,70.4,16,8,52,11,11,0,37.3,426,-8,1.6,10,72.5,13,9,7,7,37.5,434,+2,1.1,12,71.2,15,3,12,14,38.2,432,-6,1.8,12,73.5,12,6,38.7,438,0,1.3,8,59.1,5,35.9,438,-6,0.8
コウジンコラボ,8,372.3,53.7,93.5,1200,6,10,9,468,+6,52.0,14,71.8,16,14,52,7,9,0,37.2,462,0,1.9,14,58.0,16,1,7,0,34.7,462,+8,1.5,6,70.0,16,7,7,8,35.6,454,+2,0.6,16,69.5,15,12,34.6,452,-2,1.1,16,89.9,4,40.8,454,-5,3.4
アンビションバイオ,15,28.8,6.3,10.7,1200,6,11,4,440,-6,53.0,1,88.9,9,1,54,1,1,1,39.6,446,0,-0.4,1,90.8,9,5,1,1,39.5,446,-4,0.0,1,89.5,9,7,3,1,39.0,450,+6,-0.2,6,87.2,12,3,38.5,444,0,1.0,14,86.9,9,38.9,444,+8,0.8
スノーレパード,10,9.1,1.8,2.8,1200,7,12,1,456,+2,50.0,5,71.9,15,13,50,3,2,0,36.4,454,+2,0.5,1,71.7,15,13,2,2,37.1,452,0,0.0,2,72.2,15,2,1,1,37.2,452,-12,0.1,8,79.5,1,1,37.4,464,+8,1.1,9,86.5,2,38.8,456,-6,0.4
イナズマソリオ,11,164.2,27.9,48.5,1200,7,13,39,472,-8,55.0,0,0,0,0,0,0,0,0,0,0,0,0,10,72.6,16,5,10,8,37.6,480,+4,0.7,5,86.1,16,3,2,3,38.8,476,+6,0.5,7,78.0,11,2,37.6,470,+6,1.3,3,72.3,6,37.8,464,-6,0.2
サンタレジーナ,6,16.4,3.0,4.9,1200,8,14,11,472,+2,53.0,1,69.4,16,3,54,6,5,0,37.3,470,-2,-0.1,13,81.7,16,14,5,5,39.9,472,+2,2.9,4,73.6,15,8,2,3,38.2,470,-2,0.3,5,73.5,8,4,39.2,472,+2,1.1,2,73.4,11,38.2,470,0,0.1
ラヴァーサクラ,5,2.1,1.1,1.3,1200,8,15,1,498,+2,53.0,2,71.6,15,4,53,1,1,0,36.3,496,-2,0.2,3,71.5,15,15,5,3,36.8,498,0,0.2,5,72.9,15,2,10,9,37.6,498,+8,0.5,1,73.3,10,4,37.8,490,-6,-0.1,3,69.3,15,37.2,496,-10,0.1
