馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ゴッドエンペラー,5,4.4,1.4,2.1,1700,1,1,1,456,-2,53.0,2,108.0,13,2,53,4,4,4,38.5,458,+2,0.5,10,107.6,13,3,8,7,38.8,456,+4,1.2,7,116.5,16,13,8,7,38.3,452,0,0.5,7,115.7,3,8,40.0,452,-4,0.9,8,116.9,13,38.6,456,+2,0.6
サンマルゴールド,11,110.6,14.1,23.7,1700,2,2,1,466,+4,56.0,13,111.0,16,13,56,11,12,14,36.2,462,+12,2.3,0,0,0,0,0,0,0,0,0,0,7,88.3,15,8,10,9,39.3,450,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヴェントアウレオ,4,11.8,2.3,3.8,1700,3,3,2,476,+2,56.0,6,108.0,13,1,56,13,11,1,39.2,474,-2,1.1,4,87.1,16,5,13,11,36.6,476,-4,0.7,4,114.8,15,4,2,2,38.0,480,-4,0.5,6,115.7,5,7,37.6,484,+12,0.6,6,86.3,10,38.6,472,-2,0.9
トウショウワイルド,10,82.3,7.3,12.3,1700,4,4,1,434,+10,53.0,7,108.6,13,6,56,10,10,10,39.0,424,0,1.7,13,110.9,16,12,11,10,37.0,424,-2,1.3,12,118.5,15,13,5,5,42.1,426,-8,2.9,8,109.0,14,6,40.3,434,+2,1.8,2,109.3,2,39.2,432,-4,0.8
イノセンテス,1,5.6,1.5,2.3,1700,5,5,2,468,+10,53.0,5,107.1,13,10,53,4,5,6,38.0,458,-12,1.0,9,115.4,15,2,1,1,40.3,470,+6,1.9,5,117.0,15,1,5,4,41.5,464,-10,1.3,3,108.4,14,8,38.5,474,+18,0.1,8,117.4,4,39.3,456,0,1.7
ヘクターザグレート,3,23.3,3.7,6.1,1700,6,6,1,502,-6,56.0,10,166.1,12,9,56,2,2,2,39.5,508,+14,2.9,9,117.1,14,13,9,9,39.6,494,-6,2.4,3,117.2,15,15,12,12,39.1,500,+2,0.5,6,109.5,9,10,39.0,498,-2,2.1,7,128.7,8,35.5,500,0,0.3
ドラムメジャー,2,2.4,1.1,1.4,1700,6,7,1,462,-2,56.0,3,108.2,13,10,56,4,4,5,38.5,464,+2,0.7,3,99.3,16,13,10,10,36.6,462,-4,0.4,4,99.3,16,13,4,4,38.0,466,+2,0.7,2,118.9,10,6,39.4,464,+4,0.1,5,117.5,9,39.6,460,-4,0.3
アカイツバサ,7,23.9,3.7,6.1,1700,7,8,1,454,+6,54.0,5,108.7,13,4,54,5,5,6,38.3,448,-10,1.1,0,0,0,0,0,0,0,0,0,0,4,116.4,16,7,4,3,38.7,458,-2,1.1,5,115.9,4,11,39.2,460,-2,0.8,6,115.3,7,39.6,462,-12,1.2
メイショウロブロイ,9,17.1,3.3,5.4,1700,7,9,1,482,0,56.0,5,108.4,13,9,56,2,2,2,39.1,482,+6,0.9,10,117.6,15,6,6,6,41.8,476,-10,1.9,5,110.1,15,1,12,12,39.6,486,+8,1.6,6,115.1,6,7,37.1,478,-4,0.7,11,112.2,10,37.8,482,0,1.6
センノイギダー,8,21.0,4.1,6.8,1700,8,10,1,476,0,56.0,6,108.4,13,12,56,12,12,12,38.0,476,-2,0.9,8,107.7,13,8,13,13,37.8,478,+10,1.6,5,117.3,15,9,12,12,39.3,468,-4,1.3,10,101.8,15,7,38.6,472,0,1.7,6,117.7,5,39.6,472,+4,1.2
スプリングアップ,6,7.4,1.8,2.8,1700,8,11,1,474,-2,56.0,10,123.6,14,2,56,12,10,4,38.2,476,0,1.5,5,122.1,15,2,6,6,35.0,476,0,0.4,9,122.0,18,18,8,10,36.0,476,+6,1.1,7,122.7,2,7,35.4,470,+6,0.5,4,109.0,7,36.1,464,0,0.3
