馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ブレヴァン,5,3.4,1.3,1.7,1800,1,1,3,486,+10,53.0,3,114.0,16,12,56,9,8,6,38.4,476,+4,0.4,5,115.6,16,4,7,8,37.3,472,-12,0.5,5,88.5,16,2,12,14,37.0,484,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トウカイストリーム,1,10.3,2.2,3.5,1800,2,2,2,524,-6,56.0,5,117.5,15,7,55,7,7,4,39.3,530,-2,1.0,9,115.8,14,4,5,5,39.4,532,+4,1.9,2,116.1,14,4,4,4,38.4,528,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フレイミングハート,15,253.0,41.7,73.9,1800,2,3,0,456,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シゲルエッチュウ,3,3.1,1.2,1.6,1800,3,4,2,440,-2,56.0,2,123.2,13,12,56,7,7,4,38.7,442,0,0.0,2,122.2,16,9,12,12,38.2,442,+4,0.1,3,115.3,16,8,14,13,38.0,438,+2,0.9,9,117.6,7,14,38.2,436,-2,1.2,5,117.6,15,38.4,438,-2,1.6
エイシンハヤブサ,9,31.0,5.7,9.8,1800,3,5,0,518,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ワールドパンサー,10,272.0,38.7,68.6,1800,4,6,1,462,+2,56.0,14,96.3,18,6,56,16,16,0,35.5,460,-2,2.0,14,97.5,16,16,16,16,35.3,462,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
インワンブレス,12,311.0,62.1,110.0,1800,4,7,1,434,+2,54.0,16,98.1,16,3,54,8,8,0,36.3,432,+6,2.8,13,75.7,15,8,6,9,38.7,426,0,2.3,11,88.8,13,9,7,12,39.6,426,-4,3.2,10,85.5,9,9,36.0,430,0,1.8,0,0,0,0,0,0,0
ドリームジュエリー,11,51.7,8.7,15.1,1800,5,8,5,430,+2,53.0,10,111.5,16,16,55,11,10,10,36.6,428,-8,2.0,6,122.8,18,2,11,10,35.9,436,0,1.3,5,109.8,16,16,16,15,36.4,436,+2,0.9,16,122.2,13,11,35.7,434,+6,1.2,0,0,0,0,0,0,0
グレイトハスラー,8,32.5,5.7,9.7,1800,5,9,1,466,-6,56.0,7,115.6,16,11,56,14,14,8,38.4,472,+6,1.5,8,88.3,13,6,10,9,38.8,466,+4,2.7,11,118.3,13,1,4,4,41.6,462,+4,3.8,3,108.0,6,2,38.7,458,+6,0.6,6,71.8,6,39.1,452,-12,1.6
ワイレアタヤス,4,12.5,2.5,4.1,1800,6,10,2,508,-4,56.0,3,116.1,15,15,56,4,3,3,40.0,512,0,0.5,8,94.7,18,15,14,14,34.1,512,-16,1.1,4,88.3,16,13,5,5,37.6,528,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マルカブラン,6,10.9,2.3,3.8,1800,6,11,2,500,+6,56.0,3,123.5,13,3,56,5,5,6,38.9,494,+2,0.3,8,116.5,16,5,16,16,37.0,492,+2,0.5,12,117.1,15,6,10,10,39.3,490,+2,1.8,8,117.4,5,8,39.3,488,-4,1.6,12,118.2,13,39.1,492,-4,2.2
エイシンゴーイング,7,43.8,7.3,12.5,1800,7,12,2,520,+4,56.0,6,117.8,15,6,56,10,9,8,39.0,516,-8,1.3,12,117.2,15,3,10,11,39.7,524,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴーワン,2,5.1,1.5,2.4,1800,7,13,1,502,+4,56.0,4,114.6,15,4,56,5,7,6,38.8,498,-2,1.1,3,114.6,15,10,8,7,37.1,500,+4,0.3,5,116.3,16,2,3,4,37.6,496,-16,0.3,10,116.4,6,4,38.5,512,+6,0.7,4,117.6,9,38.4,506,0,0.9
メイショウヒコボシ,14,30.8,5.7,9.8,1800,8,14,2,520,-6,56.0,7,75.0,15,5,56,10,11,0,37.8,526,+14,1.3,15,85.3,18,9,18,17,36.1,512,+4,1.4,7,97.0,13,4,2,2,35.0,508,+2,0.6,4,85.1,10,3,36.2,506,0,0.5,0,0,0,0,0,0,0
ナムラウエモン,13,24.9,4.5,7.7,1800,8,15,2,490,-6,53.0,7,116.6,15,12,56,11,11,8,39.8,496,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
