馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アスターカウンティ,16,87.1,15.5,25.0,1400,1,1,9,494,+12,56.0,1,89.8,8,1,56,1,1,1,40.5,482,-2,-0.6,1,88.9,11,1,1,1,39.5,484,-1,-2.3,1,90.0,9,6,2,1,40.7,485,+9,-0.3,2,90.3,5,2,40.3,476,-7,1.5,6,99.8,3,42.5,483,-9,4.7
チョウエンペラー,14,15.9,3.3,5.1,1400,1,2,2,452,0,56.0,5,84.0,15,3,56,4,4,0,36.6,452,0,0.4,6,108.2,15,7,7,9,38.0,452,+2,1.3,4,97.5,12,5,7,7,36.9,450,-12,0.4,7,84.6,6,6,36.4,462,0,0.9,14,67.4,5,43.9,462,+8,9.7
クレイジージョー,1,2.7,1.3,1.7,1400,2,3,3,506,+10,56.0,2,98.8,16,6,56,2,2,0,36.8,496,+2,0.3,5,78.5,16,1,5,7,35.6,494,+2,0.4,7,105.3,16,12,8,7,39.1,492,+4,1.5,7,86.4,7,7,37.3,488,+4,0.7,14,83.0,17,36.4,484,-4,1.4
オールデフィート,12,121.7,12.7,20.5,1400,2,4,4,482,+12,56.0,11,86.9,16,9,56,5,5,0,38.0,470,+2,1.4,11,87.3,16,3,6,7,37.4,468,+2,2.0,8,84.4,16,15,7,7,36.4,466,-8,0.6,1,86.7,3,4,36.6,474,+4,-0.2,5,87.4,7,38.2,470,+4,0.7
メイショウトキムネ,11,14.0,2.9,4.4,1400,3,5,6,450,-18,56.0,1,90.3,12,3,57,2,2,1,39.1,468,+2,-0.5,1,90.1,9,6,1,1,38.1,466,+12,-0.7,3,85.0,16,2,3,3,37.2,454,-6,0.3,2,107.9,2,1,39.7,460,+4,0.6,3,105.7,1,37.6,456,-2,0.2
ポップアップハート,3,40.3,6.9,10.9,1400,3,6,5,496,-8,57.0,10,99.3,15,7,57,10,11,0,38.3,504,+2,1.6,9,108.4,18,11,16,16,32.8,502,+2,0.7,4,108.2,18,16,14,13,33.2,500,+10,0.2,6,108.7,5,10,35.4,490,-6,1.0,8,120.7,5,34.7,496,-6,0.5
キクノセントロ,10,14.3,3.2,5.0,1400,4,7,22,476,+15,57.0,2,86.2,10,1,57,7,3,4,36.3,461,-9,0.3,2,72.6,14,1,6,5,36.4,470,-4,0.1,12,73.1,14,4,4,4,38.1,474,+10,1.1,10,86.5,1,5,39.2,464,-4,2.2,5,83.3,9,37.3,468,+2,0.2
ドラゴンスパン,6,16.9,3.0,4.7,1400,4,8,5,480,0,56.0,9,98.9,15,5,56,11,7,0,38.1,480,0,1.2,6,79.3,11,4,11,10,34.8,480,0,0.5,6,72.3,15,7,14,12,36.4,480,+16,0.9,15,87.2,15,8,38.6,464,-8,2.6,1,73.0,15,37.5,472,-4,-0.4
ローエンイェーガー,7,39.7,7.7,12.3,1400,5,9,6,528,+2,56.0,1,96.7,11,4,57,1,1,1,39.5,526,-7,-0.6,1,74.6,9,8,2,2,39.2,533,+17,-1.1,2,72.7,15,13,8,8,37.5,516,0,0.4,9,73.3,1,5,38.3,516,+10,1.1,12,108.4,15,39.2,506,-4,1.6
ドレッシースタイル,5,4.3,1.5,2.0,1400,5,10,0,482,-2,57.0,4,86.0,16,5,54,5,4,0,38.2,484,-2,0.7,2,85.4,16,16,2,3,36.3,486,+4,0.1,3,79.1,16,1,8,8,36.4,482,+2,0.5,2,80.0,12,9,36.2,480,+10,0.1,7,72.4,4,37.3,470,-10,1.1
フィンデルムンド,2,16.4,2.4,3.6,1400,6,11,1,494,+12,57.0,4,86.1,16,16,57,9,7,0,36.9,482,0,0.3,4,99.1,16,6,16,15,37.8,482,0,1.3,6,69.4,16,14,9,7,36.6,482,0,0.5,8,80.5,11,12,36.4,482,0,0.6,9,73.1,3,37.1,482,-2,1.1
ウルトラサウンド,8,229.4,35.3,57.2,1400,6,12,7,516,+4,57.0,12,87.6,13,9,57,6,5,0,37.1,512,-2,1.8,14,70.7,18,14,7,7,35.5,514,+6,1.0,7,69.8,13,13,10,10,34.6,508,+5,0.4,1,90.3,10,3,39.0,503,-6,-1.0,1,89.8,8,39.9,509,+5,-0.5
キョウワランサー,4,5.5,1.8,2.6,1400,7,13,1,474,-2,56.0,3,72.1,16,7,56,8,8,0,36.6,476,+6,0.3,7,72.1,16,7,13,11,36.1,470,+16,0.5,11,72.8,16,8,11,10,36.5,454,0,0.4,3,72.9,13,4,36.1,454,-4,0.4,10,86.6,4,37.4,458,-2,0.9
ハナリュウセイ,15,25.6,5.1,8.1,1400,7,14,6,496,-8,56.0,13,110.2,15,10,53,7,7,8,41.0,504,+6,4.1,12,114.1,16,16,2,2,40.0,498,0,1.7,1,114.0,16,13,1,1,38.4,498,0,-0.3,2,115.5,8,6,40.6,498,-4,0.4,4,114.5,5,40.2,502,0,0.6
スズカオーショウ,13,35.4,5.7,9.0,1400,8,15,3,502,+12,56.0,5,79.0,16,7,56,3,3,0,37.1,490,+6,0.4,1,74.1,8,3,1,1,38.9,484,0,-0.2,13,71.4,16,7,5,5,36.7,484,0,1.3,2,72.7,5,1,38.9,484,+6,0.3,2,72.9,15,38.4,478,-4,0.1
カフジホーク,9,230.5,31.7,51.4,1400,8,16,14,444,+16,56.0,1,89.6,9,3,56,3,4,4,39.7,428,+4,-0.1,6,86.5,16,13,13,12,37.2,424,+4,1.6,7,86.3,16,14,9,7,37.8,420,+4,1.2,5,86.9,16,8,37.5,416,+2,1.4,5,73.6,6,36.7,414,-2,1.3
