馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ユーガッタフレンド,11,224.8,25.3,51.7,1700,1,1,12,484,-4,53.0,13,88.2,16,2,56,13,14,0,37.3,488,-4,2.9,14,112.3,16,14,3,3,37.9,492,-8,2.8,10,99.0,16,16,15,15,36.8,500,+4,1.8,11,120.1,3,4,40.5,496,0,3.1,0,0,0,0,0,0,0
ホトトヤエ,3,65.9,7.1,14.2,1700,2,2,0,476,+6,54.0,6,107.6,13,13,54,2,2,2,38.5,470,+6,1.2,6,107.0,13,12,5,5,37.9,464,-8,1.6,8,70.8,16,9,7,7,35.5,472,0,0.9,7,109.4,12,1,35.9,472,-6,0.9,8,74.3,7,39.2,478,-10,1.4
ソルシエシチー,13,95.8,15.2,31.0,1700,3,3,10,438,0,56.0,7,107.6,13,2,56,8,8,6,38.5,438,-2,1.5,9,87.1,15,8,15,14,36.8,440,0,1.6,14,128.8,15,8,6,6,37.2,440,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マルカシグナス,5,22.7,2.8,5.4,1700,4,4,0,448,+2,56.0,0,0,0,0,0,0,0,0,0,0,0,0,7,86.5,16,3,8,8,37.7,450,-2,1.6,2,84.9,16,15,3,3,36.4,452,-6,0.4,10,73.8,14,7,38.9,458,+2,1.4,2,73.2,14,37.8,456,-8,0.6
クリューサオール,4,1.8,1.1,1.2,1700,4,5,1,528,+2,56.0,2,107.7,13,7,56,12,12,8,38.0,526,+4,0.0,2,107.6,13,4,8,8,38.3,522,+4,0.6,6,114.9,15,7,5,5,39.3,518,+2,1.4,2,116.1,7,7,39.9,516,+2,0.4,4,107.2,5,38.7,514,-4,0.9
ウィアーワン,12,21.8,3.4,6.6,1700,5,6,0,486,-8,54.0,10,108.6,13,12,54,3,3,3,39.4,494,0,2.2,5,106.8,13,10,3,3,37.9,494,-4,1.4,2,107.7,11,7,2,2,37.6,498,+12,0.2,5,115.7,8,2,38.9,486,+2,0.5,2,115.9,15,38.6,484,-4,0.0
ゴールデンスキトマ,10,279.7,38.0,77.8,1700,5,7,0,480,0,53.0,7,108.5,13,9,53,12,11,11,39.5,480,-8,2.2,9,61.0,12,3,11,12,36.0,488,+10,1.4,9,117.5,16,14,12,12,39.8,478,-4,1.8,15,117.7,16,7,39.3,482,+4,2.6,8,88.0,8,36.5,478,0,1.6
パラディドル,9,61.3,7.3,14.5,1700,6,8,1,436,+2,54.0,6,108.0,13,2,51,9,9,10,38.9,434,+8,1.0,3,108.4,13,13,13,13,38.3,426,-8,0.5,4,107.8,12,13,8,9,37.8,434,-8,0.3,8,109.9,11,10,40.4,442,+8,1.7,7,107.8,11,38.7,434,-10,1.4
ダンスールクレール,2,5.4,1.6,2.9,1700,6,9,0,466,+2,53.0,2,105.5,13,3,53,4,2,3,37.1,464,-8,0.0,6,156.4,12,12,2,2,38.0,472,-4,0.7,8,165.0,16,11,3,3,39.5,476,-2,1.9,15,71.3,9,12,35.7,478,-2,1.5,12,70.8,10,36.3,480,-4,0.7
リリークライマー,1,6.3,1.6,2.8,1700,7,10,1,460,0,53.0,3,106.8,13,4,53,4,3,3,37.4,460,+4,0.3,5,108.9,13,11,12,12,38.4,456,-4,1.9,4,108.1,13,11,8,10,39.4,460,-2,1.4,2,108.3,11,1,38.5,462,+2,0.2,15,72.0,15,35.8,460,-4,1.5
セントコロナ,8,13.8,2.7,5.2,1700,7,11,2,498,0,56.0,13,109.5,13,10,56,2,3,3,41.7,498,+4,3.2,7,107.6,9,7,1,1,40.5,494,-2,0.9,11,109.0,13,5,2,2,41.2,496,+2,2.3,3,107.0,6,1,38.5,494,-2,0.9,12,118.5,4,41.2,496,-6,2.5
レオウィッシュ,6,8.4,1.5,2.5,1700,8,12,2,474,0,56.0,3,106.3,13,8,56,9,7,5,38.1,474,0,0.2,2,107.9,9,7,5,5,39.1,474,-4,0.2,2,108.7,13,1,10,10,39.9,478,+4,0.5,6,107.6,7,11,38.3,474,-2,1.5,7,135.3,16,38.3,476,+6,0.4
デンコウエポック,7,27.1,3.4,6.4,1700,8,13,1,466,-6,56.0,5,108.0,13,7,56,12,13,10,38.1,472,+4,1.5,4,114.8,14,6,10,9,38.3,468,-8,0.9,5,115.5,16,2,13,13,37.8,476,+6,0.7,8,75.4,9,9,37.1,470,0,1.8,0,0,0,0,0,0,0
