馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
タガノスカイ,6,6.1,1.8,2.8,2000,1,1,13,470,-2,52.0,2,109.0,10,3,54,6,4,0,34.5,472,+12,0.2,1,82.3,12,9,8,8,35.1,460,-6,-0.3,3,69.6,10,7,10,9,34.5,466,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ギリサントポケサン,9,64.9,7.4,13.4,2000,2,2,5,468,-2,57.0,13,108.6,15,14,54,13,12,0,34.9,470,0,1.1,7,120.6,16,5,5,5,36.1,470,-4,0.8,10,109.5,12,7,5,5,35.9,474,-2,0.7,5,123.3,2,5,35.7,476,+10,0.7,1,121.0,10,34.0,466,-8,0.0
エスターブレ,8,17.8,2.5,4.3,2000,3,3,6,456,-4,55.0,7,107.5,16,3,55,5,5,0,35.6,460,-2,0.7,2,120.9,13,8,5,4,34.2,462,+8,0.0,3,110.2,16,2,4,3,34.8,454,-4,0.3,3,123.8,13,8,35.3,458,+6,0.5,15,125.3,8,34.4,452,-4,0.9
ポセイドンバローズ,1,3.1,1.3,1.7,2000,4,4,3,468,-4,57.0,3,122.7,7,6,57,5,4,3,34.0,472,-4,0.4,3,118.5,11,8,6,6,34.1,476,-2,0.3,3,123.3,11,7,5,5,35.3,478,-2,0.2,10,121.7,8,4,36.7,480,+6,1.3,3,121.5,2,35.1,474,-6,0.1
オカホンコー,12,10.0,2.1,3.4,2000,4,5,22,476,0,54.0,1,123.7,18,7,56,7,6,6,35.3,476,0,-0.6,10,128.3,15,7,9,9,35.4,476,-4,0.8,3,124.8,14,2,5,4,36.8,480,0,0.8,3,123.4,4,3,34.3,480,-4,0.2,4,127.2,4,36.0,484,0,0.3
ジリオン,4,42.9,6.3,11.3,2000,5,6,2,532,-2,57.0,10,134.7,11,10,57,3,3,2,35.9,534,-2,0.9,5,135.8,12,9,2,2,34.2,536,+2,0.2,10,123.7,12,4,6,7,38.8,534,0,2.4,8,123.0,8,3,39.0,534,+4,1.5,10,135.8,14,36.8,530,-4,1.6
テイエムレオネッサ,11,288.9,36.0,65.2,2000,5,7,2,466,-6,55.0,12,115.3,16,3,52,13,13,13,38.7,472,0,1.9,13,86.0,15,9,12,12,37.4,472,0,1.7,12,117.6,12,12,5,6,38.5,472,0,2.1,13,86.5,13,16,37.3,472,-8,1.8,1,89.8,5,38.0,480,0,-0.5
ダノンシンフォニー,2,2.8,1.2,1.5,2000,6,8,1,438,0,57.0,4,124.4,12,11,57,11,10,8,35.3,438,-4,0.3,4,146.8,9,6,4,4,34.8,442,-4,0.6,1,134.4,14,7,4,4,35.5,446,+8,-0.3,3,108.6,7,2,35.0,438,-8,0.2,5,134.0,10,35.0,446,-4,0.3
アドマイヤコウベ,7,8.3,1.7,2.8,2000,6,9,2,502,-4,54.0,8,134.3,11,5,53,11,11,11,34.6,506,+2,0.5,1,122.6,16,9,12,12,34.3,504,-18,0.0,8,116.6,16,12,7,7,40.0,522,-4,1.5,3,124.4,7,6,34.7,526,0,0.7,0,0,0,0,0,0,0
スズカファイター,3,23.0,4.0,7.1,2000,7,10,2,468,0,57.0,11,81.8,18,14,57,17,16,0,34.9,468,+2,0.9,4,81.3,18,2,9,10,34.5,466,-2,0.4,9,95.3,14,13,10,11,34.8,468,+4,0.5,9,121.5,1,13,35.3,464,0,1.1,4,130.7,16,38.9,464,0,0.8
フミノスナイパー,5,48.7,8.6,15.5,2000,7,11,5,476,0,54.0,10,113.9,16,12,56,12,12,10,37.8,476,-2,2.1,1,113.6,16,16,12,11,37.8,478,-2,-0.4,2,114.9,16,15,10,10,37.0,480,-8,0.0,8,123.6,14,9,36.4,488,+6,1.5,13,110.4,6,37.6,482,0,1.8
ノースパストラル,10,38.9,5.4,9.5,2000,8,12,1,476,-4,55.0,9,125.1,12,10,55,5,5,7,36.2,480,-4,1.0,10,107.0,18,6,8,8,34.9,484,-4,0.6,9,120.7,10,10,2,2,35.4,488,+12,1.2,3,120.7,7,5,36.0,476,-4,0.4,3,123.9,9,36.7,480,0,0.7
ペプチドウインド,13,94.5,11.8,21.4,2000,8,13,8,458,-6,57.0,12,118.3,14,9,57,6,8,7,41.8,464,-12,3.5,14,161.3,14,10,5,5,43.7,476,+24,6.0,1,157.8,12,4,2,2,38.6,452,0,-0.5,2,106.5,8,5,39.2,452,+4,0.1,4,107.7,4,37.8,448,-6,0.7
