馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
クレスコモア,3,6.6,1.8,2.6,1900,1,1,2,536,+8,56.0,3,114.8,16,9,56,2,2,2,38.2,528,+16,0.0,2,126.4,16,10,1,1,38.4,512,-10,0.5,2,104.0,16,16,2,2,37.4,522,+10,0.0,2,106.6,3,3,37.7,512,-6,0.4,6,111.9,12,38.1,518,-8,0.8
アロウィーバイオ,11,51.0,9.8,15.2,1900,1,2,1,494,+4,56.0,15,114.7,16,9,56,15,15,14,38.3,490,+18,3.1,5,113.5,11,6,3,4,39.2,472,0,2.3,3,113.5,13,1,3,3,38.2,472,-2,1.0,1,107.3,5,3,37.3,474,+2,-0.2,3,106.8,9,37.9,472,+6,0.6
サウンドビガレス,4,3.9,1.6,2.1,1900,2,3,1,484,0,56.0,2,111.8,16,15,56,3,3,2,36.4,484,0,0.2,9,107.9,14,3,9,7,35.4,484,+2,1.1,3,111.2,13,11,6,6,37.1,482,0,0.1,12,113.6,14,4,38.6,482,-4,1.5,7,112.5,13,36.7,486,+4,1.2
ユキノスライダー,5,87.0,10.3,16.0,1900,2,4,2,458,+4,53.0,6,115.2,16,12,54,13,12,13,38.8,454,0,1.2,5,114.3,16,11,13,13,37.1,454,-2,0.6,8,106.5,15,15,12,13,37.6,456,+12,0.6,11,112.5,10,6,36.7,444,-6,1.6,6,105.2,10,37.7,450,+8,1.2
セイスコーピオン,1,3.3,1.3,1.6,1900,3,5,10,500,+4,56.0,2,111.1,11,4,55,2,2,2,36.0,496,+2,0.1,2,112.9,15,8,6,4,36.8,494,+4,0.0,3,113.3,12,3,2,4,37.1,490,0,0.4,10,105.4,5,4,38.4,490,+4,1.0,2,119.3,7,37.2,486,+8,0.2
ビーチブレイブ,12,97.8,23.7,37.1,1900,3,6,4,506,-17,56.0,1,49.2,10,4,56,2,0,0,35.5,523,-2,-0.4,1,90.5,9,2,5,5,39.0,525,+27,-0.1,4,115.8,16,15,8,9,38.2,498,+16,0.7,16,110.7,1,15,39.9,482,-4,4.3,16,85.4,8,36.0,486,0,2.1
ヴァルティカル,7,32.8,7.6,11.7,1900,4,7,13,462,+16,56.0,8,113.7,15,2,54,14,14,13,36.9,446,+2,0.8,1,112.0,11,6,10,10,36.7,444,+2,-0.3,5,120.4,18,4,15,15,36.0,442,+2,0.7,7,117.3,15,10,38.6,440,-4,0.6,5,114.2,13,38.3,444,-2,1.3
アーサーバローズ,15,6.5,1.8,2.5,1900,4,8,2,484,+8,57.0,3,122.3,16,13,57,6,3,2,38.3,476,0,0.2,2,121.9,16,15,5,5,38.0,476,+12,0.1,3,106.9,12,11,2,2,38.3,464,-10,0.1,12,113.9,11,10,39.5,474,+2,2.5,3,110.6,14,37.3,472,+2,0.2
ダノンクリエーター,6,19.3,4.3,6.6,1900,5,9,9,534,0,57.0,12,120.1,12,4,57,1,1,2,46.9,534,-6,8.3,4,114.0,13,8,1,1,38.9,540,+10,0.3,12,112.0,12,2,1,1,44.8,530,+4,6.3,1,105.9,10,1,37.9,526,-6,-0.2,2,121.1,14,38.1,532,0,0.0
ノアオーカン,13,34.9,5.0,7.6,1900,5,10,2,486,-4,56.0,6,122.6,16,16,56,10,10,10,38.2,490,+2,0.5,4,113.3,13,6,8,8,37.6,488,0,0.4,7,112.0,13,4,9,9,37.4,488,+20,0.9,1,114.2,3,9,38.1,468,0,0.0,3,115.6,6,37.4,468,0,0.1
ミルクディッパー,10,150.8,23.7,37.2,1900,6,11,5,578,+8,57.0,11,114.7,13,7,57,6,6,1,39.9,570,+16,1.8,6,108.8,14,5,6,5,37.9,554,+12,0.7,15,123.2,18,12,12,13,36.9,542,-4,1.3,10,112.6,5,6,37.8,546,-2,2.1,9,113.1,4,37.4,548,-8,0.8
ワンダーブラザウン,14,65.1,9.9,15.5,1900,6,12,2,472,0,56.0,4,115.0,16,2,55,2,3,3,38.2,472,-8,0.2,8,114.7,16,15,7,7,38.1,480,+8,1.4,16,115.8,16,9,12,12,39.6,472,0,3.4,11,114.6,1,3,39.4,472,0,2.6,1,108.0,14,38.8,472,+4,-0.3
スペシャルザダイヤ,16,18.4,6.0,9.2,1900,7,13,33,514,+28,57.0,0,0,0,0,0,0,0,0,0,0,0,0,6,119.4,12,11,5,5,37.0,486,-8,1.4,6,113.5,15,15,3,3,38.4,494,+6,1.3,5,112.0,6,2,37.9,488,+2,0.2,2,114.2,8,37.6,486,-14,0.0
