馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
スギノピクシー,12,18.2,2.2,3.6,1700,1,1,1,402,0,54.0,3,107.5,13,1,54,8,9,7,37.9,402,-2,1.1,8,122.2,15,13,8,8,36.2,404,-2,1.2,7,109.9,14,8,14,14,36.2,406,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴールデンフェザー,5,68.3,7.5,13.4,1700,2,2,6,466,-6,54.0,8,109.7,13,1,54,7,7,8,40.4,472,+2,2.5,10,99.9,16,10,3,4,38.3,470,+2,0.7,12,124.6,18,16,3,3,37.3,468,-2,1.6,5,114.0,11,2,34.2,470,0,0.6,0,0,0,0,0,0,0
グレイスビクトリア,2,6.0,1.5,2.3,1700,3,3,0,466,+8,51.0,2,108.7,13,8,51,8,8,10,38.1,458,+6,0.8,2,106.6,13,7,11,11,36.8,452,+16,0.2,5,108.3,11,9,10,10,37.2,436,+10,0.8,4,109.1,9,12,38.8,426,+10,1.0,10,117.4,10,36.8,416,-22,2.1
ウインバレリーナ,7,27.0,3.1,5.2,1700,4,4,0,416,0,54.0,4,109.2,13,5,54,10,11,8,38.7,416,+6,1.3,3,107.6,13,4,7,7,38.8,410,0,0.6,4,108.5,13,1,4,6,39.0,410,-8,0.6,4,108.7,6,5,39.7,418,0,1.5,5,108.9,4,38.9,418,+4,1.7
プレイフォーマザー,8,131.9,14.9,26.6,1700,4,5,9,432,+6,54.0,10,86.7,16,6,54,13,12,0,37.5,426,+2,1.5,9,111.2,16,1,10,11,37.0,424,-12,1.2,12,97.5,18,9,9,9,35.5,436,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トワノトップガン,1,30.1,3.2,5.5,1700,5,6,1,450,-6,54.0,5,107.6,13,10,54,5,5,4,38.2,456,+12,1.2,4,108.9,13,12,7,6,39.2,444,0,1.9,4,109.1,13,13,9,8,36.9,444,+4,0.9,7,109.3,11,6,40.0,440,-2,1.2,10,100.1,8,37.2,442,-4,1.2
セイウンコレット,10,15.7,3.5,6.1,1700,5,7,3,462,-8,54.0,9,124.5,16,12,54,3,3,2,37.5,470,+2,1.2,5,122.0,13,12,4,3,37.3,468,0,1.4,8,122.7,16,2,1,1,37.4,468,+2,0.4,6,163.8,3,1,37.5,466,-8,0.6,10,100.7,13,39.0,474,0,2.1
ホトトヤエ,3,6.4,1.6,2.5,1700,6,8,0,474,-2,54.0,3,106.8,13,2,54,1,1,1,39.7,476,+6,0.2,6,107.6,13,13,2,2,38.5,470,+6,1.2,6,107.0,13,12,5,5,37.9,464,-8,1.6,8,70.8,9,7,35.5,472,0,0.9,7,109.4,12,35.9,472,-6,0.9
エアジャモーサ,9,20.8,3.6,6.2,1700,6,9,2,446,+4,54.0,12,91.3,14,11,54,3,6,9,37.1,442,0,1.6,4,89.8,14,8,9,7,35.9,442,-4,0.4,4,110.2,16,4,5,4,36.6,446,+2,0.6,6,110.2,6,2,36.6,444,+22,1.5,8,102.3,15,38.5,422,-12,1.1
カクテルハット,11,56.6,5.3,9.4,1700,7,10,1,468,0,54.0,4,107.6,13,11,54,3,3,4,38.2,468,+2,1.2,9,109.2,13,4,8,10,39.1,466,-4,1.3,7,71.5,16,12,7,7,36.9,470,+10,1.6,13,97.6,2,9,35.1,460,0,1.1,0,0,0,0,0,0,0
トーセンクラウド,4,1.6,1.1,1.3,1700,7,11,0,466,0,54.0,5,90.6,14,4,54,3,4,4,36.4,466,-2,0.9,2,107.3,13,11,3,3,39.1,468,-4,0.3,2,108.2,13,12,8,8,39.8,472,0,0.3,5,85.6,9,4,37.2,472,0,0.4,8,87.4,10,38.8,472,+2,0.7
ノルウェーノモリ,6,22.0,3.0,5.1,1700,8,12,1,460,+10,54.0,4,107.3,13,6,54,7,6,5,39.1,450,+6,1.0,8,107.2,13,9,13,13,37.6,444,0,1.8,3,108.5,13,9,12,11,39.4,444,+8,1.3,6,108.9,9,10,38.4,436,-14,1.3,4,116.2,8,40.5,450,-12,0.4
ハギノフェリス,13,151.0,17.9,32.1,1700,8,13,2,430,+4,54.0,8,61.3,12,5,54,11,9,0,36.3,426,+6,2.2,9,70.7,16,5,12,12,35.8,420,+6,0.6,11,111.1,16,11,7,8,37.5,414,0,1.2,9,94.9,9,7,35.3,414,+8,1.3,9,98.0,11,36.3,406,+2,1.1
