馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ショウナンカッサイ,16,101.0,20.6,31.3,1,0,1400,0,1,0,0,1,1,4,450,+6,0,1,0,6,55.0,0,0,0,0,0,0,1,0,0,0,11,1,0,1400,84.3,1,0,0,0,18,14,6,55,3,3,0,0,36.8,444,-8,0.8,0,0,0,0,0,0,0,1,0,0,9,1,0,1400,83.7,1,0,0,0,16,4,6,55,1,1,0,0,35.6,452,-2,0.6,0,0,0,0,0,0,0,1,0,0,14,0,1,1400,87.0,1,0,0,0,16,3,6,55,8,7,0,0,39.1,454,-2,2.5,0,0,0,0,0,0,0,1,0,0,9,1,0,1400,82.9,1,0,0,0,13,1,6,55,2,3,0,0,35.7,456,-2,1.4,0,0,0,0,0,0,0,1,0,0,10,1,0,1400,82.3,1,0,0,0,11,6,6,55,5,3,0,0,34.6,458,+2,1.0
ネオザウイナー,3,3.5,1.4,1.8,1,0,1400,0,1,0,0,1,2,2,482,0,1,0,0,4,57.0,0,0,0,0,0,0,0,0,1,0,2,1,0,1600,97.6,0,0,1,0,13,2,4,57,4,6,0,0,35.6,482,-4,0.1,0,0,0,0,0,0,1,0,0,0,6,1,0,1400,83.9,1,0,0,0,18,6,4,57,7,8,0,0,36.0,486,+6,0.4,0,0,0,0,0,0,0,0,0,1,1,0,1,1700,103.9,0,1,0,0,12,6,4,56,2,2,2,2,36.1,480,+6,-0.8,0,0,0,0,0,0,0,0,0,1,2,0,1,1700,106.2,1,0,0,0,16,1,4,56,6,6,7,10,37.1,474,-7,0.2,0,0,0,0,0,0,0,0,0,0,3,0,1,1400,88.4,1,0,0,0,12,2,4,55,4,4,4,4,38.5,481,-11,0.2
メイショウジェイ,8,68.7,10.2,15.4,1,0,1400,0,1,0,0,2,3,1,466,+2,0,1,0,7,55.0,0,0,0,0,0,0,0,0,1,0,6,1,0,1200,72.3,0,0,1,0,16,11,7,52,12,12,0,0,36.0,464,+14,0.5,0,0,0,0,0,0,0,0,1,0,7,1,0,1800,106.8,1,0,0,0,12,8,7,55,5,3,0,0,35.6,450,-10,0.7,0,0,0,0,0,0,0,0,0,1,5,1,0,1800,107.4,1,0,0,0,12,10,7,55,4,4,4,2,35.5,460,+6,1.0,0,0,0,0,0,0,0,0,0,1,6,1,0,1800,108.5,1,0,0,0,10,3,7,55,3,4,5,5,34.4,454,+6,0.5,0,0,0,0,0,0,0,1,0,0,6,1,0,1800,108.1,1,0,0,0,9,6,7,55,3,3,0,0,34.5,448,+8,1.2
シゲルモトナリ,4,6.2,1.6,2.0,1,0,1400,0,1,0,0,2,4,4,514,+4,1,0,0,5,57.0,0,0,0,0,0,0,1,0,0,0,3,1,0,1400,83.7,1,0,0,0,18,10,5,57,13,11,0,0,35.6,510,-6,0.2,0,0,0,0,0,0,0,1,0,0,4,1,0,1400,83.4,1,0,0,0,16,14,5,57,10,10,0,0,34.4,516,+2,0.3,0,0,0,0,0,0,0,1,0,0,3,1,0,1400,83.8,0,0,1,0,12,12,5,57,9,8,0,0,35.1,514,-4,1.2,0,0,0,0,0,0,0,1,0,0,2,1,0,1600,95.4,1,0,0,0,16,11,5,57,6,7,0,0,34.6,518,+4,0.0,0,0,0,0,0,0,0,0,1,0,7,1,0,1600,95.3,1,0,0,0,15,7,5,57,2,1,0,0,35.9,514,+8,0.9
ブルーモーリシャス,14,113.6,16.8,25.5,1,0,1400,0,1,0,0,3,5,3,462,0,1,0,0,6,57.0,0,0,0,0,0,0,1,0,0,0,5,1,0,1600,97.9,0,1,0,0,14,5,6,55,5,4,3,0,37.1,462,-2,0.9,0,0,0,0,0,0,0,0,1,0,12,1,0,1600,100.2,1,0,0,0,12,10,6,57,9,7,0,0,36.0,464,-6,1.5,0,0,0,0,0,0,0,0,1,0,7,1,0,1600,97.9,1,0,0,0,9,2,6,57,8,8,0,0,33.8,470,-6,1.1,0,0,0,0,0,0,0,0,0,1,4,1,0,1800,107.4,1,0,0,0,12,3,6,57,11,11,12,9,34.9,476,-4,1.0,0,0,0,0,0,0,0,0,0,1,9,1,0,1800,107.6,1,0,0,0,15,7,6,57,15,15,15,12,34.9,480,+16,1.5
ツルマルワンピース,7,22.1,4.7,7.0,1,0,1400,0,1,0,0,3,6,4,490,+4,0,1,0,4,55.0,0,0,0,0,0,0,1,0,0,0,8,1,0,1400,84.0,1,0,0,0,18,18,4,55,7,8,0,0,36.1,486,-2,0.5,0,0,0,0,0,0,0,1,0,0,11,1,0,1400,83.8,1,0,0,0,16,5,4,55,8,7,0,0,34.9,488,-10,0.7,0,0,0,0,0,0,0,0,0,1,4,1,0,1800,108.3,1,0,0,0,10,2,4,52,1,1,1,1,34.6,498,+20,0.3,0,0,0,0,0,0,0,0,1,0,8,1,0,2000,123.5,1,0,0,0,16,10,4,54,9,10,11,12,36.8,478,+2,1.1,0,0,0,0,0,0,0,0,1,0,10,1,0,1400,83.0,0,1,0,0,16,5,4,54,7,8,0,0,36.5,476,-10,0.7
フレイムヘイロー,9,63.8,11.2,16.8,1,0,1400,0,1,0,0,4,7,2,480,-6,1,0,0,4,57.0,0,0,0,0,0,0,1,0,0,0,14,1,0,1200,73.1,1,0,0,0,16,3,4,57,16,16,0,0,35.9,486,+22,2.2,0,1,0,0,0,0,0,0,0,0,14,1,0,1200,71.2,1,0,0,0,14,5,4,54,3,2,0,0,37.7,464,0,2.0,0,1,0,0,0,0,0,0,0,0,1,1,0,1200,70.1,1,0,0,0,9,8,4,54,1,1,0,0,34.9,464,0,-0.2,0,0,0,0,0,0,0,0,0,1,8,1,0,1200,70.7,1,0,0,0,10,6,4,54,9,10,0,0,35.9,464,-4,2.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1200,69.4,1,0,0,0,9,7,4,54,2,2,0,0,35.5,468,+12,-0.1
アルマリンピア,2,9.7,2.3,3.2,1,0,1400,0,1,0,0,4,8,2,474,+6,0,1,0,4,55.0,0,0,0,0,0,0,1,0,0,0,6,1,0,1200,71.5,1,0,0,0,16,12,4,55,7,5,0,0,36.5,468,+2,0.6,0,0,0,0,0,0,1,0,0,0,2,1,0,1200,70.4,1,0,0,0,18,18,4,55,8,8,0,0,34.9,466,-2,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1200,69.2,1,0,0,0,18,4,4,53,8,8,0,0,34.8,468,-8,-0.1,0,0,0,1,0,0,0,0,0,0,2,0,1,1200,71.9,1,0,0,0,15,13,4,52,2,2,0,0,37.5,476,+2,0.3,0,0,0,0,0,0,0,0,1,0,16,1,0,1600,96.1,1,0,0,0,18,6,4,53,1,1,0,0,36.2,474,+4,1.5
クロワラモー,12,14.1,3.5,5.0,1,0,1400,0,1,0,0,5,9,17,464,+6,0,1,0,5,55.0,0,0,0,0,0,0,0,0,0,1,7,1,0,1200,69.0,0,1,0,0,18,16,5,55,4,4,0,0,35.7,458,+10,0.5,0,0,0,1,0,0,0,0,0,0,16,1,0,1800,108.1,1,0,0,0,16,2,5,53,4,4,0,0,36.1,448,-2,2.7,0,0,0,0,0,0,0,0,1,0,13,1,0,1400,81.9,1,0,0,0,18,7,5,55,1,1,0,0,36.3,450,-4,1.5,0,0,0,0,0,0,0,0,1,0,3,1,0,1400,82.4,0,1,0,0,16,2,5,55,1,1,0,0,36.2,454,+2,0.5,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,81.5,1,0,0,0,15,12,5,54,1,1,0,0,34.2,452,+6,0.0
ラトルスネーク,1,3.8,1.8,2.4,1,0,1400,0,1,0,0,5,10,45,514,+28,1,0,0,4,57.0,0,0,0,0,0,0,0,1,0,0,2,1,0,1800,110.3,0,0,0,1,10,10,4,56,8,6,0,0,34.8,486,+4,0.0,0,0,0,0,0,0,0,1,0,0,7,1,0,1400,82.5,0,1,0,0,18,2,4,56,4,4,0,0,36.0,482,+2,0.5,0,0,0,0,0,0,0,0,1,0,10,1,0,1600,95.0,1,0,0,0,18,15,4,56,17,11,0,0,33.6,480,+4,0.5,0,0,0,0,0,0,0,0,1,0,4,1,0,1600,94.5,1,0,0,0,13,9,4,56,8,9,0,0,34.7,476,-10,0.3,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,82.0,1,0,0,0,14,10,4,56,10,6,0,0,33.4,486,-2,-0.1
