馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
イデアシュリュー,9,148.3,23.9,40.9,0,1,1000,0,0,1,0,1,1,3,406,0,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,10,0,1,1200,74.9,1,0,0,0,16,7,3,54,14,14,0,0,39.7,406,-14,1.4,0,0,0,0,0,0,0,0,0,1,15,1,0,1800,111.8,0,1,0,0,16,9,3,54,3,3,6,7,38.0,420,-2,2.4,0,0,0,1,0,0,0,0,0,0,10,1,0,1000,58.0,1,0,0,0,18,4,3,54,16,0,0,0,34.1,422,-4,0.8,1,0,0,0,0,0,0,0,0,0,14,1,0,1200,73.8,1,0,0,0,16,11,3,54,1,1,0,0,37.9,426,+12,1.3,0,0,0,1,0,0,0,0,0,0,8,1,0,1200,72.9,1,0,0,0,9,3,3,54,7,7,0,0,35.2,414,-4,2.0
アートオブパナシェ,3,27.6,4.2,6.9,0,1,1000,0,0,1,0,2,2,3,446,0,0,1,0,3,51.0,0,0,0,0,0,0,0,0,0,1,4,0,1,1000,60.7,1,0,0,0,14,10,3,51,5,4,0,0,37.3,446,-4,1.2,0,0,0,0,0,0,0,0,0,1,10,0,1,1000,59.9,0,0,0,1,14,7,3,51,6,8,0,0,36.5,450,-6,1.1,0,0,0,0,0,0,0,1,0,0,11,1,0,1200,71.6,1,0,0,0,15,7,3,54,1,1,0,0,37.1,456,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クラウンカミーノ,5,64.0,11.9,20.1,0,1,1000,0,0,1,0,3,3,10,460,+6,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,11,1,0,1400,83.6,1,0,0,0,18,2,3,54,9,9,0,0,35.9,454,0,1.8,0,0,0,1,0,0,0,0,0,0,9,1,0,1000,57.1,1,0,0,0,18,9,3,54,5,0,0,0,34.0,454,+10,0.6,0,0,0,1,0,0,0,0,0,0,15,1,0,1600,101.5,1,0,0,0,16,2,3,54,3,4,0,0,38.6,444,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ケイムアフターミー,13,44.1,15.2,26.0,0,1,1000,0,0,1,0,3,4,12,388,-12,0,1,0,3,53.0,0,0,0,1,0,0,0,0,0,0,7,1,0,1000,59.4,0,1,0,0,12,9,3,54,10,0,0,0,34.6,400,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミスプリシラ,14,299.3,54.5,93.6,0,1,1000,0,0,1,0,4,5,4,384,-10,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,16,0,1,1200,79.8,1,0,0,0,16,4,3,54,16,16,0,0,40.4,394,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ナイスゴールド,1,2.5,1.3,1.7,0,1,1000,0,0,1,0,4,6,31,448,+8,0,1,0,3,54.0,0,1,0,0,0,0,0,0,0,0,2,1,0,1200,71.1,1,0,0,0,8,3,3,54,2,2,0,0,36.5,440,-4,0.3,0,1,0,0,0,0,0,0,0,0,3,1,0,1000,58.2,1,0,0,0,9,3,3,54,1,1,0,0,34.9,444,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラーゼンマイスター,2,5.8,1.8,2.7,0,1,1000,0,0,1,0,5,7,2,480,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,8,0,1,1400,86.5,0,0,1,0,16,5,3,54,4,5,0,0,37.8,482,+2,0.7,0,0,0,0,0,0,0,0,1,0,6,0,1,1400,87.7,1,0,0,0,16,13,3,54,11,7,0,0,38.9,480,+6,0.9,0,0,0,0,0,0,0,1,0,0,8,0,1,1400,87.6,0,0,0,1,14,2,3,54,3,2,0,0,39.4,474,-2,2.3,0,0,0,0,0,0,0,1,0,0,11,0,1,1800,116.8,1,0,0,0,16,1,3,54,1,1,1,1,39.7,476,+4,2.0,0,0,0,0,0,0,0,1,0,0,3,0,1,1400,87.7,1,0,0,0,16,2,3,54,3,3,0,0,39.6,472,+2,1.0
オリエンタルポリー,7,7.5,1.8,2.8,0,1,1000,0,0,1,0,5,8,0,436,-6,0,1,0,3,51.0,0,0,0,0,0,0,0,0,0,1,4,0,1,1000,60.9,1,0,0,0,14,5,3,51,4,4,0,0,37.6,442,-8,0.1,0,0,0,0,0,1,0,0,0,0,5,0,1,1200,73.6,1,0,0,0,16,9,3,54,3,3,0,0,39.9,450,-8,0.5,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,73.9,1,0,0,0,16,14,3,54,1,1,0,0,39.2,458,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴールデンフラワー,10,144.0,27.7,47.4,0,1,1000,0,0,1,0,6,9,6,422,0,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,13,1,0,1200,70.6,1,0,0,0,18,2,3,54,7,8,0,0,36.3,422,0,1.8,0,0,0,0,0,0,0,1,0,0,15,0,1,1200,77.3,1,0,0,0,16,8,3,54,3,3,0,0,41.5,422,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハクユウリリー,6,15.2,3.2,5.2,0,1,1000,0,0,1,0,6,10,7,424,0,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,3,0,1,1000,60.9,1,0,0,0,14,1,3,54,1,1,0,0,37.3,424,-6,0.8,0,0,0,0,0,0,0,0,0,1,5,0,1,1000,61.3,1,0,0,0,14,13,3,54,1,1,0,0,38.3,430,+8,1.2,0,0,0,0,0,0,0,0,0,1,7,1,0,1200,69.3,1,0,0,0,14,1,3,54,1,1,0,0,36.6,422,-4,0.8,0,0,0,0,0,0,0,0,0,1,7,1,0,1200,69.9,1,0,0,0,15,10,3,54,1,1,0,0,37.0,426,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
