馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アングレーム,11,15.8,3.4,5.8,1200,1,1,5,452,-4,55.0,6,70.0,11,4,55,7,7,0,35.0,456,+2,0.7,6,81.4,18,14,11,11,33.5,454,0,0.4,6,94.4,14,8,4,5,35.5,454,-2,0.3,4,80.8,6,14,33.6,456,+10,0.5,7,81.2,14,34.3,446,+2,0.8
ヴィーナスフローラ,4,2.1,1.2,1.5,1200,1,2,0,486,-4,55.0,2,69.4,15,6,55,8,8,0,34.9,490,0,0.1,2,68.6,11,6,8,8,34.4,490,-6,0.1,3,69.4,15,4,8,6,34.8,496,0,0.1,4,70.2,13,12,34.8,496,-12,0.5,12,86.1,6,37.8,508,+8,1.0
ブールバール,10,41.8,5.4,9.5,1200,2,3,4,448,-8,52.0,14,70.2,16,12,52,10,10,0,36.0,456,+2,1.5,1,69.9,16,5,4,3,35.6,454,+4,-0.2,15,71.7,16,1,2,2,38.1,450,+4,1.4,6,81.7,1,1,35.6,446,+16,0.6,2,82.9,3,34.8,430,-2,0.2
グラドゥアーレ,7,13.7,3.0,5.1,1200,2,4,10,474,-4,57.0,15,80.5,15,8,57,5,6,0,39.2,478,-6,3.9,6,85.6,16,12,3,3,37.6,484,+4,0.5,6,81.3,18,14,4,5,35.5,480,0,0.3,2,81.4,8,3,33.4,480,+8,0.0,3,80.9,15,34.4,472,-8,0.3
ヒロノオウカン,12,405.0,44.7,81.5,1200,3,5,0,442,+4,57.0,12,90.7,14,4,57,3,3,6,36.8,438,+8,2.3,5,89.1,10,4,6,5,35.2,430,-14,0.8,13,109.1,14,6,7,7,41.4,444,-2,3.9,12,70.4,10,9,36.0,446,-4,1.2,8,70.6,7,35.0,450,-4,1.1
トップギア,14,365.7,63.5,115.9,1200,3,6,0,454,-8,57.0,10,108.1,14,1,57,13,13,12,39.6,462,+10,2.0,10,59.9,12,2,10,12,35.5,452,+10,1.3,15,96.5,16,12,13,16,34.0,442,0,1.3,15,98.9,1,8,39.0,442,+4,3.6,10,109.5,9,39.3,438,-6,2.3
ブラウンローズ,8,25.4,4.0,6.9,1200,4,7,0,480,-6,55.0,10,70.1,15,9,55,6,6,0,35.8,486,+6,0.8,4,68.6,11,1,4,4,34.7,480,-2,0.1,8,70.2,14,9,6,8,35.3,482,0,0.8,6,69.2,7,4,34.6,482,-10,0.2,10,69.9,1,35.3,492,+10,0.7
ロシアンブルー,16,206.7,29.7,54.1,1200,4,8,3,422,+8,52.0,9,59.9,11,6,49,1,2,0,36.9,414,-14,1.4,8,60.9,12,3,2,2,38.0,428,+1,1.4,6,89.5,12,6,1,1,41.5,427,-1,1.6,1,61.0,5,1,37.6,428,+4,-0.4,2,75.0,5,38.7,424,-2,0.1
マイネルアルケミー,1,8.7,2.0,3.2,1200,5,9,4,462,0,54.0,2,70.6,14,13,54,4,4,0,35.1,462,0,0.7,7,69.8,16,5,6,7,35.7,462,-10,0.8,6,70.6,16,10,6,6,35.6,472,0,0.6,2,69.2,15,6,35.4,472,+10,0.0,3,68.9,12,35.1,462,0,0.4
イーサンパンサー,2,4.9,1.3,1.8,1200,5,10,5,460,0,54.0,2,69.6,11,1,54,4,3,0,34.9,460,0,0.3,2,72.8,8,6,4,4,36.4,460,-4,0.6,10,74.8,14,13,5,4,39.7,464,0,2.0,3,72.5,1,3,37.0,464,-2,0.5,1,73.5,2,37.4,466,-4,-0.6
タイキラトナンジュ,6,19.6,2.9,5.0,1200,6,11,2,456,0,54.0,2,68.9,11,7,54,8,8,0,34.2,456,-6,0.2,15,82.2,18,18,11,14,34.2,462,-4,1.2,7,69.4,16,15,10,10,34.2,466,-2,0.4,13,74.0,4,15,37.2,468,+4,1.8,6,69.0,15,34.5,464,-2,0.7
メイショウワキザシ,15,303.3,33.0,60.2,1200,6,12,2,474,+8,54.0,7,59.9,11,10,56,8,9,0,36.0,466,-2,1.0,4,59.6,10,9,5,5,36.0,468,-4,0.9,8,75.0,15,15,2,3,38.6,472,+2,2.3,7,75.7,8,2,39.4,470,-6,0.8,8,89.1,6,40.4,476,0,4.0
クルークヴァール,5,19.3,3.1,5.2,1200,7,13,2,462,-2,57.0,5,69.7,11,8,57,2,2,0,36.0,464,-2,1.0,2,68.7,16,4,2,2,35.4,466,-2,0.0,4,69.3,15,15,2,3,34.4,468,0,0.2,9,73.5,6,2,38.9,468,+2,1.5,8,70.6,5,35.2,466,+6,0.8
ペイシャゲラン,9,147.5,16.0,29.0,1200,7,14,5,450,+2,55.0,9,60.0,12,11,55,7,5,0,36.4,448,-12,0.9,0,0,0,0,0,0,0,0,0,0,16,70.5,18,5,8,8,35.9,460,+6,1.4,4,68.8,8,9,35.0,454,+6,0.2,13,56.1,2,32.5,448,+4,0.8
マイネルアムニス,13,61.4,11.9,21.5,1200,8,15,25,516,+14,57.0,12,69.8,18,18,57,12,12,0,34.5,502,0,0.9,9,70.4,18,12,3,2,35.9,502,+2,0.9,16,70.2,18,15,3,3,35.4,500,+10,1.2,9,71.2,5,8,35.9,490,-4,0.7,7,69.3,8,34.6,494,-4,0.3
スズカフェラリー,3,8.0,1.7,2.8,1200,8,16,1,426,+4,55.0,5,89.7,14,10,55,10,11,10,34.6,422,+4,0.5,2,69.6,14,11,12,12,34.3,418,-2,0.2,4,69.1,12,8,10,9,34.0,420,-2,0.3,4,68.9,2,9,34.7,422,+2,0.3,7,94.7,5,33.8,420,+8,0.6
