馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
サイモンベラーノ,5,94.8,10.1,23.5,1200,1,1,1,456,+2,54.0,7,58.8,9,1,54,6,6,0,34.4,454,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アポロセイラン,7,13.1,1.7,3.3,1200,2,2,1,448,0,54.0,3,58.4,9,12,54,4,4,0,34.2,448,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アーマーバローズ,3,7.6,1.4,2.6,1200,3,3,1,454,-4,54.0,2,58.3,9,2,54,4,4,0,34.2,458,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クールインパクト,11,80.5,17.1,40.0,1200,3,4,1,500,+4,54.0,9,72.6,10,5,54,7,7,0,36.3,496,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キク,8,44.0,5.5,12.5,1200,4,5,0,450,+2,54.0,9,71.5,14,12,54,10,11,0,35.4,448,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴラッソゴール,9,285.4,44.9,106.4,1200,4,6,0,460,-2,51.0,9,72.8,11,10,51,9,9,0,37.0,462,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ソルトクリスタル,12,283.3,44.8,106.3,1200,5,7,1,478,+6,53.0,10,72.9,10,9,53,7,9,0,36.6,472,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
インノバドール,14,31.7,4.8,10.7,1200,5,8,1,468,+10,54.0,8,72.5,10,1,54,1,1,0,36.8,458,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オーヴァル,4,13.1,1.9,3.8,1200,6,9,3,496,-6,54.0,3,98.6,8,5,54,2,2,0,34.9,502,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハヤブサセクーシー,13,317.7,52.8,125.1,1200,6,10,0,476,-2,54.0,14,73.4,14,13,54,14,14,0,36.2,478,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
セコイア,10,274.3,40.1,94.9,1200,7,11,0,448,+2,54.0,10,71.8,14,11,54,7,8,0,36.2,446,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ディーププレザント,6,22.8,3.3,7.2,1200,7,12,0,488,-4,53.0,7,71.0,11,4,53,5,6,0,36.6,492,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ビアンフェ,1,1.7,1.1,1.1,1200,8,13,1,506,+4,54.0,2,70.9,10,2,54,4,4,0,35.0,502,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヴェスターヴァルト,2,4.9,1.3,2.3,1200,8,14,0,462,0,54.0,6,70.9,11,7,53,8,8,0,35.8,462,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
