馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ドルチェレガート,10,138.6,23.5,37.8,2000,1,1,6,434,-16,57.0,1,114.7,12,7,56,2,2,2,40.6,450,-2,-0.4,6,115.6,12,1,6,6,41.2,452,-1,1.2,1,113.1,12,8,2,2,39.4,453,-4,-0.8,4,92.7,7,6,40.8,457,+1,0.6,4,93.5,8,41.2,456,-1,1.9
ネオアルカディア,16,96.3,19.4,31.3,2000,1,2,7,480,-13,54.0,1,93.0,9,8,56,1,1,1,39.7,493,+1,0.0,4,91.7,8,2,4,4,40.2,492,+2,1.6,0,0,0,0,0,0,0,0,0,0,2,92.4,1,2,40.0,490,-1,0.0,3,93.5,8,42.1,491,+3,0.8
ステイザコース,4,9.1,2.3,3.4,2000,2,3,8,480,+8,57.0,8,137.7,18,6,57,11,11,11,35.5,472,+2,0.7,2,134.1,18,10,11,10,34.8,470,-2,0.2,4,123.0,12,5,5,5,36.0,472,+2,0.3,6,136.5,10,5,36.5,470,-6,1.7,4,133.8,4,34.7,476,+26,0.3
エヴァンジル,14,40.9,5.5,8.6,2000,2,4,2,464,+2,54.0,6,122.2,13,6,54,11,11,9,35.3,462,-8,0.7,14,110.5,16,14,13,12,36.0,470,+2,1.2,3,125.5,16,12,11,13,37.9,468,-6,1.0,4,123.9,13,15,35.8,474,+6,0.4,15,95.3,6,35.4,468,+20,1.2
マイネルスパーブ,5,29.6,3.0,4.6,2000,3,5,13,468,+10,57.0,12,122.1,15,14,57,4,5,5,36.5,458,-2,0.8,6,121.4,16,5,5,5,35.5,460,0,0.6,10,133.6,18,6,18,18,35.3,460,-10,0.5,5,108.8,5,6,34.7,470,-2,0.3,4,121.4,5,35.1,472,-2,0.1
レッドカイザー,13,3.0,1.4,1.8,2000,3,6,2,496,-8,57.0,2,122.6,11,6,57,3,4,2,34.3,504,-2,0.3,7,121.1,18,9,5,5,36.6,506,+12,0.6,13,163.9,16,3,1,1,38.1,494,+4,1.9,11,102.4,6,11,36.6,490,0,1.0,2,107.5,10,35.4,490,+6,0.0
コートオブアームズ,1,12.1,2.6,3.9,2000,4,7,1,448,-2,56.0,3,123.7,12,2,56,12,12,12,36.5,450,-2,0.4,10,138.0,18,17,14,15,35.2,452,+16,1.0,12,110.4,15,12,13,13,36.0,436,-8,1.5,10,123.6,7,12,37.1,444,+4,2.3,8,146.9,9,36.3,440,-8,1.3
ハナイチゲ,17,49.5,8.5,13.4,2000,4,8,3,434,-4,51.0,16,123.1,16,1,54,1,1,1,36.3,438,+2,1.4,1,122.2,15,10,1,1,35.6,436,0,-0.1,6,122.0,15,4,5,6,35.8,436,-6,1.0,5,122.5,2,5,37.0,442,+6,0.2,11,136.7,13,38.2,436,+4,1.6
ロードグリッター,12,5.8,2.0,3.0,2000,5,9,9,496,+8,56.0,7,120.4,18,14,56,7,8,8,35.7,488,0,0.2,2,121.3,15,5,1,1,36.0,488,-6,0.0,7,107.4,18,16,4,6,34.5,494,+16,0.6,8,121.1,3,5,36.0,478,-2,0.7,9,122.6,3,36.5,480,+2,1.0
ニシノマジック,15,125.2,28.6,46.1,2000,5,10,9,480,+6,56.0,14,116.6,16,15,56,13,14,16,39.6,474,0,2.5,9,107.6,15,3,15,15,38.5,474,-16,2.3,12,122.0,16,9,3,3,36.0,490,+10,1.2,17,123.0,15,5,35.7,480,-2,1.4,12,134.5,16,37.7,482,+2,2.3
ダノンロンシャン,8,52.4,7.7,12.1,2000,6,11,9,486,+8,57.0,8,86.5,16,4,55,5,5,0,37.7,478,+2,1.7,9,85.4,16,13,12,12,37.1,476,+10,0.9,12,71.6,16,3,16,16,35.6,466,-6,0.8,8,108.3,9,8,38.6,472,-2,1.4,9,122.0,1,34.6,474,+4,1.0
