馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
クインズウィンダム,3,85.3,10.4,20.9,1700,1,1,7,532,+2,54.0,9,75.2,15,15,54,8,8,0,38.7,530,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マジカルスペル,2,2.6,1.1,1.5,1700,2,2,3,510,-2,54.0,3,112.7,9,2,54,2,2,2,35.2,512,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハヤブサナンデダロ,1,13.0,2.4,4.5,1700,3,3,3,510,+16,54.0,4,71.1,9,4,54,3,3,0,36.1,494,-6,0.8,2,71.4,6,1,1,1,35.5,500,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エルネスト,11,237.8,34.4,69.9,1700,4,4,6,448,+4,53.0,15,115.0,15,1,54,11,11,0,38.4,444,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマニンフィオレロ,6,242.4,21.5,43.5,1700,4,5,7,460,+8,54.0,8,75.1,15,7,53,11,11,0,37.7,452,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
バニーテール,4,3.1,1.1,1.5,1700,5,6,1,468,-6,54.0,2,107.5,11,8,54,8,7,4,38.0,474,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
バルコラベーロ,9,8.1,1.8,3.3,1700,5,7,1,468,-14,54.0,5,93.5,9,5,54,2,2,2,35.3,482,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルマシャール,10,35.5,5.2,10.2,1700,6,8,9,486,+4,54.0,6,97.9,10,10,53,7,4,0,34.5,482,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネルズイーガー,7,8.0,1.7,3.1,1700,6,9,9,480,-2,54.0,6,98.5,12,11,54,3,3,0,35.2,482,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サンジレット,8,19.1,2.3,4.3,1700,7,10,1,480,-4,54.0,4,108.0,11,2,54,1,1,1,39.2,484,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジュンキタフーレン,13,38.8,4.3,8.4,1700,7,11,1,488,-4,54.0,4,93.4,9,6,54,8,9,9,34.3,492,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カンムル,5,26.2,2.7,5.0,1700,8,12,1,426,-4,54.0,3,108.0,11,6,54,3,3,4,38.6,430,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アポロノリュウジン,12,160.4,18.6,37.8,1700,8,13,5,482,-2,54.0,9,111.8,13,5,54,6,6,4,38.2,484,-6,1.7,11,90.1,16,16,12,12,39.2,490,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
