馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
キタノカミカゼ,9,61.4,6.9,11.7,1600,1,1,2,464,+4,56.0,5,117.1,16,15,56,6,7,4,41.2,460,-10,2.1,15,121.0,16,5,3,5,44.1,470,+4,4.3,7,118.2,16,7,10,10,41.5,466,+12,2.1,10,91.7,9,11,37.1,454,+2,2.6,10,112.1,8,37.2,452,-16,2.0
ディーエスレヴュー,13,261.4,29.5,50.8,1600,1,2,4,458,-10,56.0,13,119.6,16,2,56,16,16,15,41.6,468,0,3.0,12,119.5,16,4,10,10,39.9,468,+10,1.9,7,110.5,15,13,7,9,40.3,458,-4,1.7,4,117.6,5,3,39.7,462,+4,1.8,11,118.2,15,39.6,458,+8,2.1
トータルビクトリー,15,38.6,5.8,9.7,1600,2,3,2,484,+4,55.0,13,120.0,16,2,56,5,5,6,43.7,480,+2,5.0,4,115.3,16,16,1,1,38.9,478,0,0.7,11,88.9,16,5,12,12,40.3,478,+2,2.2,8,88.7,11,15,39.4,476,-4,2.5,16,102.6,15,40.1,480,+8,3.5
マジックスクウェア,11,5.0,1.5,2.3,1600,2,4,0,496,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エラクレーア,2,2.4,1.2,1.5,1600,3,5,1,506,+12,54.0,7,117.5,16,14,54,4,4,2,41.1,494,-8,2.4,2,117.6,16,15,2,2,39.8,502,+4,0.0,2,99.2,16,11,12,11,37.1,498,-2,0.2,8,123.7,12,5,34.8,500,+2,0.8,6,97.8,8,34.3,498,0,1.0
デンコウイッセン,4,24.3,3.6,5.9,1600,3,6,2,480,-2,56.0,6,117.1,16,11,56,6,6,6,40.8,482,-4,2.1,4,117.0,15,10,2,2,38.9,486,-2,0.6,15,138.9,16,14,4,3,42.8,488,+6,5.4,15,112.2,17,18,36.3,482,0,3.0,0,0,0,0,0,0,0
ゼットマックイーン,10,6.9,1.6,2.4,1600,4,7,2,446,-8,56.0,10,123.2,16,9,53,13,13,15,36.6,454,+2,1.3,5,86.4,15,3,12,11,37.5,452,0,0.7,4,86.4,15,1,10,9,37.7,452,0,1.5,7,74.1,7,14,37.2,452,-2,1.1,12,96.5,10,37.2,454,+6,2.0
タネホカホカ,5,19.0,3.5,5.8,1600,4,8,1,456,-2,56.0,7,116.2,15,2,56,1,1,1,39.7,458,-4,0.4,6,110.5,15,10,2,2,40.3,462,+4,1.9,9,108.7,16,14,5,2,36.3,458,-2,1.4,11,118.2,12,1,41.2,460,-2,2.0,4,116.7,6,40.2,462,+6,1.1
ソロモンノユビワ,14,365.9,40.3,69.5,1600,5,9,2,454,-4,53.0,9,111.4,15,15,53,11,10,6,40.8,458,-8,2.8,10,103.0,16,11,13,13,38.9,466,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キングヘラクレス,16,244.4,31.2,53.8,1600,5,10,2,490,+5,56.0,11,103.3,12,11,56,10,10,11,42.3,485,+5,4.2,15,83.4,15,10,14,14,38.5,480,+4,2.4,13,77.0,15,6,14,13,38.3,476,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パーソナルブルー,6,411.3,42.5,73.4,1600,6,11,1,454,+2,56.0,12,119.3,16,2,53,11,12,15,41.6,452,-6,4.2,8,118.8,16,16,2,4,42.0,458,-2,2.2,13,120.8,16,3,16,16,39.7,460,-4,3.7,14,75.9,11,15,38.4,464,-4,3.1,9,75.1,2,37.5,468,0,2.3
アンフィールド,3,10.2,2.4,3.9,1600,6,12,37,454,-10,56.0,0,0,0,0,0,0,0,0,0,0,0,0,3,109.5,10,4,1,1,35.4,464,+2,0.6,6,124.3,13,5,3,3,37.6,462,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴールデンベリル,12,383.3,41.2,71.0,1600,7,13,1,456,-2,56.0,14,112.0,15,15,56,10,11,14,39.7,458,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダイワオスカー,8,42.5,7.4,12.4,1600,7,14,0,512,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カムイ,1,4.6,1.4,2.1,1600,8,15,2,468,+6,56.0,2,115.4,14,15,56,1,1,1,39.0,462,0,0.6,5,117.4,16,5,14,14,39.5,462,-4,1.3,7,119.0,16,1,1,1,41.5,466,+2,2.5,5,116.9,5,7,40.3,464,-2,1.3,2,114.7,12,39.9,466,+2,0.5
メイショウトーリ,7,92.3,9.1,15.4,1600,8,16,1,444,0,56.0,7,114.5,16,2,56,5,5,6,39.5,444,-6,1.8,12,87.7,15,15,13,12,37.0,450,0,2.2,6,88.5,16,15,12,12,38.6,450,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
