馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ライドオンウインド,12,102.3,18.7,29.2,1800,1,1,1,508,+4,55.0,16,115.9,16,4,55,3,3,9,40.8,504,+8,3.4,8,113.1,15,7,3,4,38.7,496,-2,1.2,5,127.9,13,10,2,2,40.3,498,+16,2.3,1,111.3,6,2,37.5,482,-6,-0.1,13,84.1,10,37.2,488,-10,1.2
イッシンドウタイ,7,26.1,3.9,6.1,1800,2,2,1,522,-4,56.0,8,113.4,16,10,58,9,9,10,38.2,526,+4,0.9,3,124.1,11,5,6,6,36.5,522,0,0.4,13,117.5,16,10,15,15,37.4,522,+2,2.4,5,110.3,6,11,37.2,520,0,0.7,2,112.7,15,37.5,520,-2,0.0
スターバリオン,10,43.7,5.8,9.0,1800,3,3,4,498,-10,56.0,8,124.5,11,7,56,9,10,10,36.6,508,0,0.8,12,105.3,14,3,12,12,37.8,508,+16,1.1,2,111.2,12,7,6,7,35.5,492,-4,0.0,1,130.3,15,9,36.0,496,-6,0.0,11,114.9,14,38.2,502,0,1.5
ダブルスター,4,88.8,12.0,18.7,1800,4,4,3,508,-10,56.0,14,114.0,16,1,55,2,2,1,40.9,518,+6,2.3,7,105.0,14,7,7,8,37.7,512,+1,0.8,4,97.8,15,15,5,4,39.7,511,-1,1.0,3,112.8,3,3,37.5,512,+2,0.2,3,109.8,11,37.2,510,-2,0.3
ロワジャルダン,3,3.3,1.3,1.7,1800,5,5,6,504,+4,56.0,4,110.7,16,16,57,13,13,13,37.1,500,+2,0.3,1,107.8,11,2,7,7,35.7,498,0,0.0,4,131.2,15,1,5,5,36.9,498,-2,0.6,1,103.7,8,5,36.2,500,0,0.0,1,104.8,10,37.1,500,-8,-0.1
アスカノロマン,1,6.7,1.7,2.4,1800,5,6,4,526,+4,56.0,2,124.0,11,6,56,2,2,2,36.7,522,-4,0.3,4,108.3,11,7,4,4,36.6,526,+6,0.5,15,118.9,16,4,4,4,40.1,520,+12,3.8,14,112.3,16,7,39.2,508,+7,2.7,3,154.2,6,39.8,501,-17,0.6
インカンテーション,11,4.3,1.4,2.0,1800,6,7,34,502,+4,56.0,1,115.1,16,1,57,1,1,1,36.7,498,+10,-0.3,2,96.4,16,14,4,3,36.2,488,-8,0.1,3,111.6,14,4,14,14,36.7,496,+10,0.7,10,111.8,15,12,36.5,486,-2,0.8,1,110.2,14,36.0,488,+6,-0.1
ローマンレジェンド,6,7.8,1.9,2.8,1800,6,8,6,530,+6,57.0,14,112.5,16,9,57,10,10,4,39.8,524,+4,2.1,3,107.8,11,1,4,4,36.3,520,0,0.0,3,115.4,16,12,7,7,36.5,520,0,0.3,6,110.4,11,11,37.1,520,+12,0.8,5,96.6,1,35.8,508,+7,0.3
グランドシチー,5,54.7,6.1,9.5,1800,7,9,3,492,-3,56.0,7,125.0,14,10,57,6,6,5,38.9,495,+5,2.0,10,111.5,16,15,16,16,37.9,490,-10,1.1,10,127.5,16,12,13,12,39.3,500,+20,3.1,10,127.0,11,8,39.8,480,0,2.4,10,116.5,6,37.1,480,-10,1.4
モンドクラッセ,2,3.5,1.4,2.0,1800,7,10,10,528,-6,56.0,7,108.6,11,3,56,2,2,2,37.4,534,+12,0.8,1,111.7,16,7,1,1,38.2,522,-2,-0.8,1,104.8,13,4,1,1,35.4,524,+6,-0.6,1,103.1,5,1,36.6,518,-4,-1.3,8,96.3,8,38.1,522,+4,0.4
ナリタポセイドン,9,35.4,5.5,8.6,1800,8,11,12,498,+18,56.0,10,131.9,15,4,54,15,15,14,36.8,480,-10,1.3,5,110.0,14,1,14,14,36.1,490,+4,0.5,2,111.7,14,11,14,14,37.0,486,-2,0.1,6,131.0,8,15,36.5,488,-4,0.6,7,124.8,7,36.1,492,+6,1.1
ストロングサウザー,8,29.0,5.7,9.0,1800,8,12,3,476,-10,56.0,12,113.0,16,12,56,8,8,8,38.9,486,+16,1.3,1,112.6,9,2,2,2,37.4,470,+4,0.0,7,110.3,14,3,4,3,37.4,466,+2,0.8,1,110.9,1,1,36.2,464,-6,-0.3,13,113.9,4,39.2,470,-6,1.2
