馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アタックガール,5,27.4,4.2,8.4,1800,1,1,1,424,+2,52.0,4,115.6,16,2,52,12,12,10,39.0,422,-2,0.9,11,96.4,16,2,15,14,34.8,424,0,1.1,6,82.7,17,12,17,16,34.8,424,-4,0.5,5,83.8,12,10,35.2,428,-16,0.3,11,76.1,4,37.5,444,0,3.4
ヒデノホープ,6,61.7,5.5,11.4,1800,2,2,2,406,-2,52.0,3,115.5,16,1,52,13,13,11,39.2,408,+4,0.2,9,116.7,16,11,13,12,38.7,404,-2,1.5,10,115.6,16,7,11,11,38.2,406,+4,1.7,3,119.9,8,13,41.3,402,-6,0.8,8,87.9,2,39.0,408,0,1.4
チカリータ,2,2.4,1.1,1.5,1800,2,3,7,450,-8,54.0,2,86.7,16,6,54,7,7,0,38.3,458,-2,0.5,2,85.1,16,3,3,2,37.1,460,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウケンプウ,9,87.8,11.9,25.2,1800,3,4,12,430,-6,54.0,12,110.1,16,8,52,2,2,0,36.0,436,-4,1.2,7,128.2,12,3,5,5,35.5,440,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メモラビリア,7,85.8,24.9,53.3,1800,3,5,0,536,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クレオメ,8,28.5,5.6,11.6,1800,4,6,0,448,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エンパイアブレイク,1,3.1,1.1,1.4,1800,4,7,3,482,-2,54.0,3,115.7,13,2,54,6,7,6,37.5,484,+2,1.0,4,116.3,16,3,14,14,38.3,482,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヌンダーウ,11,72.4,12.2,25.9,1800,5,8,3,458,0,54.0,8,116.2,11,11,54,3,3,4,39.1,458,+2,1.9,2,107.3,16,3,13,14,38.1,456,-4,0.8,7,114.2,16,1,12,12,37.5,460,-2,0.9,13,117.1,1,12,40.3,462,-2,2.3,13,117.1,9,40.3,464,-2,2.3
ジャーマンアイリス,4,10.0,2.0,3.8,1800,5,9,11,458,+8,54.0,4,115.8,15,15,54,8,9,7,38.7,450,-4,1.3,6,114.5,16,6,8,8,39.2,454,0,0.7,5,116.5,16,6,16,16,38.4,454,0,1.7,6,116.4,14,7,38.9,454,-8,1.5,6,119.3,12,39.1,462,0,1.7
タガノバトラ,15,10.9,1.8,3.4,1800,6,10,2,416,0,53.0,4,115.5,16,8,53,1,1,1,40.1,416,0,0.2,3,116.5,16,12,4,3,39.5,416,-6,1.1,5,116.2,16,9,3,3,40.0,422,-12,1.4,14,86.2,9,3,36.1,434,0,1.3,0,0,0,0,0,0,0
クイーンオブスカイ,12,205.5,25.8,55.3,1800,6,11,7,454,0,54.0,9,115.4,16,15,54,7,8,5,38.3,454,+2,1.5,0,0,0,0,0,0,0,0,0,0,6,117.7,13,12,6,7,40.4,452,0,2.3,12,85.0,6,10,36.5,452,0,2.1,0,0,0,0,0,0,0
ブルージャーニー,3,9.1,2.1,4.0,1800,7,12,1,448,+4,54.0,5,86.2,16,6,54,14,12,0,37.0,444,-6,0.8,11,109.2,16,12,9,9,36.8,450,+8,2.2,4,87.7,16,4,3,3,37.3,442,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リリースタイル,14,334.5,65.2,140.2,1800,7,13,10,462,+4,54.0,9,122.1,16,14,52,12,11,12,43.5,458,-2,3.0,13,112.2,17,15,10,10,37.2,460,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウアケボノ,10,19.7,2.8,5.5,1800,8,14,2,484,-4,54.0,2,115.4,16,16,54,11,9,11,38.9,488,-4,0.1,6,116.2,16,5,7,7,38.5,492,-6,1.0,12,118.6,16,8,11,12,39.4,498,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タイセイフラム,13,24.9,3.1,6.2,1800,8,15,4,430,+4,54.0,4,116.3,14,9,54,3,3,4,37.6,426,+4,0.2,3,114.8,16,12,7,8,37.5,422,-2,0.9,8,113.7,16,15,13,13,38.5,424,-4,2.4,8,116.5,9,15,38.9,428,0,2.0,8,115.0,2,39.4,428,+4,1.2
