馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ドルチェレガート,7,43.7,8.2,11.9,2600,1,1,4,446,0,56.0,8,150.5,15,1,54,1,1,1,38.6,446,+2,2.3,12,157.5,14,14,7,7,35.3,444,-2,1.3,11,120.4,18,1,3,3,37.1,446,+8,1.7,12,108.6,7,5,36.7,438,-4,0.6,8,147.3,5,36.6,442,0,1.9
ハヤブサライデン,2,5.9,1.8,2.5,2600,2,2,3,486,+4,57.0,5,164.5,10,9,54,3,3,4,42.3,482,-2,2.3,2,154.7,16,14,1,1,38.4,484,-4,0.2,13,108.3,16,10,3,3,37.1,488,+4,2.6,10,70.1,8,3,35.8,484,-2,0.9,8,82.5,1,35.7,486,+2,1.3
イタリアンフェッテ,6,44.0,6.6,9.5,2600,3,3,2,418,+2,55.0,9,115.0,11,8,52,7,7,9,38.7,416,-4,1.2,7,106.8,17,15,15,15,34.4,420,+6,1.2,16,82.4,18,10,17,17,34.3,414,+2,1.3,4,108.3,12,7,36.6,412,+6,0.6,10,86.4,13,36.4,406,-4,2.0
エイム,11,17.5,3.8,5.3,2600,4,4,1,452,+2,54.0,11,165.8,14,3,53,2,2,6,42.0,450,+2,2.6,6,164.6,10,7,8,8,41.4,448,+2,2.4,14,128.7,16,6,2,2,41.2,446,-12,4.0,1,127.3,9,2,37.6,458,-6,0.0,5,121.9,6,40.4,464,+6,1.9
ロマンチックドラマ,13,120.6,22.0,31.7,2600,4,5,10,452,-12,52.0,8,125.0,18,4,54,18,18,18,37.0,464,+4,1.6,13,117.2,14,7,8,9,40.2,460,+28,3.4,14,116.9,16,4,16,16,38.3,432,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シャイニーダスト,8,26.6,5.0,7.1,2600,5,6,9,486,-10,55.0,10,124.0,16,2,56,9,9,9,36.3,496,+20,0.8,13,137.2,16,4,3,3,39.0,476,-4,2.2,3,137.7,16,4,11,9,34.7,480,+2,0.4,7,123.5,8,11,34.6,478,0,1.3,0,0,0,0,0,0,0
オンファロス,4,3.9,1.6,2.0,2600,5,7,2,428,0,53.0,3,107.7,17,10,53,13,13,0,33.6,428,+6,0.2,8,106.9,16,5,12,11,35.0,422,+10,1.2,10,109.9,16,4,10,11,33.7,412,0,0.8,5,107.3,13,10,33.8,412,-10,0.3,11,86.5,3,37.0,422,-5,2.1
ジャストコーズ,9,21.4,4.9,6.9,2600,6,8,2,508,-20,55.0,7,123.0,11,6,55,8,8,0,34.2,528,+8,1.2,1,90.3,8,6,6,4,38.7,520,-4,-0.2,9,121.6,16,8,14,15,34.9,524,-4,1.2,17,110.1,18,9,37.5,528,0,2.6,0,0,0,0,0,0,0
キーフォーサクセス,3,4.5,1.6,2.1,2600,6,9,2,450,0,57.0,6,152.7,12,10,57,5,5,5,34.6,450,+2,0.7,11,121.4,16,15,2,2,35.7,448,+2,1.4,6,146.7,10,9,6,7,35.2,446,+2,1.3,5,161.8,15,3,36.0,444,0,0.3,13,99.4,11,39.7,444,-2,2.6
コウキチョウサン,1,4.7,1.5,2.0,2600,7,10,4,448,0,55.0,7,150.4,15,9,54,7,8,5,37.1,448,+4,2.2,6,156.8,14,1,12,11,34.6,444,+4,0.6,10,147.7,11,10,6,6,35.0,440,+8,1.2,1,147.8,7,7,35.7,432,-6,-0.1,9,123.5,16,34.6,438,+6,0.9
ネルトスグアサ,10,17.9,4.1,5.7,2600,7,11,1,460,+6,56.0,6,109.4,10,10,57,5,5,0,34.0,454,-6,0.9,11,107.4,16,2,16,16,34.9,460,-6,1.7,10,108.6,16,2,14,14,35.6,466,0,0.6,10,122.1,9,8,35.1,466,-4,1.1,4,122.3,14,37.0,470,0,0.2
チョンマゲ,12,51.1,8.6,12.4,2600,8,12,0,446,-6,55.0,12,161.8,14,9,55,1,1,1,37.8,452,+4,1.9,7,148.1,18,1,7,7,36.8,448,0,0.8,4,163.0,13,10,5,5,37.7,448,+6,1.0,8,136.7,1,9,41.5,442,+10,3.2,9,101.3,15,38.0,432,-10,1.3
ダイチラディウス,5,7.8,2.1,2.9,2600,8,13,1,450,+4,53.0,5,123.0,13,2,52,10,11,0,34.0,446,-2,0.5,13,108.3,18,8,16,18,33.8,448,-2,0.7,12,94.8,16,2,15,14,35.1,450,+16,1.5,12,108.3,6,11,35.5,434,-4,1.8,11,112.8,5,35.1,438,-6,2.0
