馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
サタンズクラウン,10,3.8,1.4,1.9,1400,1,1,5,560,0,57.0,8,85.3,16,8,57,4,4,0,37.8,560,+14,0.5,5,87.0,16,5,4,4,37.7,546,-2,0.8,5,86.6,16,13,3,3,37.8,548,+6,1.1,2,85.9,5,1,36.0,542,+2,0.1,1,72.2,8,37.2,540,+6,-0.2
ケモノタイプ,12,147.5,14.4,22.2,1400,2,2,4,496,-2,54.0,15,73.6,16,10,54,7,10,0,37.9,498,+6,2.0,9,60.2,14,12,6,6,36.1,492,+6,1.2,7,59.3,14,8,7,7,35.7,486,+4,0.9,12,56.5,4,10,33.8,482,+2,1.4,12,70.2,14,38.4,480,+2,2.0
ダンガンコゾウ,5,78.8,14.9,23.1,1400,3,3,2,502,-2,57.0,12,116.9,13,4,54,7,7,8,42.2,504,-2,4.4,12,72.9,16,15,7,8,37.2,506,+8,1.3,13,73.7,16,12,16,16,36.4,498,-4,1.7,11,100.4,14,8,39.4,502,+4,2.5,11,80.1,12,36.9,498,+8,1.2
フィラーレ,2,3.9,1.4,1.9,1400,3,4,5,458,+2,57.0,7,85.1,16,1,57,6,5,0,37.3,456,-6,0.3,11,85.7,16,1,4,3,38.9,462,+6,0.9,8,72.2,16,16,15,15,36.7,456,-2,0.6,4,85.3,5,4,37.0,458,+4,0.5,2,86.1,4,36.8,454,-4,0.2
カガハリウッド,7,31.8,5.9,9.0,1400,4,5,1,488,+16,57.0,13,70.5,16,1,57,12,12,0,35.2,472,-17,0.9,1,90.7,9,8,2,2,38.0,489,+1,-0.6,3,90.7,8,2,6,5,39.1,488,-4,0.3,2,91.1,3,1,40.2,492,+9,0.2,1,84.7,5,39.6,483,0,-1.5
サマーラヴ,3,45.9,7.2,11.1,1400,4,6,5,456,0,57.0,14,86.4,16,14,55,10,12,0,38.4,456,-10,1.6,10,87.4,16,5,9,10,37.2,466,+6,1.8,3,85.6,16,12,6,6,38.1,460,+6,0.4,11,98.6,6,6,38.4,454,0,1.8,5,98.8,3,37.3,454,0,0.6
メイショウキシドウ,6,94.6,19.8,30.5,1400,5,7,1,482,-6,57.0,9,109.3,13,8,57,2,2,5,41.5,488,+2,3.4,11,161.3,14,12,5,6,44.2,486,-2,3.0,15,116.1,16,3,6,5,40.2,488,+10,2.7,1,114.9,2,2,38.8,478,+6,-0.3,4,106.6,6,38.7,472,-4,0.5
サトノバセロン,11,13.0,2.6,3.8,1400,5,8,3,498,-4,57.0,9,72.4,16,7,57,10,10,0,36.9,502,0,0.9,9,85.6,16,5,14,14,37.6,502,0,0.9,4,85.7,16,6,10,7,37.8,502,0,0.1,10,122.9,5,4,36.5,502,0,1.4,14,163.1,2,45.8,502,0,4.8
リンガスヴィグラス,1,9.6,2.9,4.3,1400,6,9,1,466,+6,52.0,7,70.8,16,6,52,14,14,0,37.0,460,-8,0.7,9,72.6,16,8,11,11,36.7,468,-4,1.0,6,59.9,14,4,9,9,36.4,472,-2,0.6,2,58.7,4,3,35.6,474,+8,0.3,9,87.2,1,37.5,466,+10,1.6
ギンガメテオール,13,12.3,2.6,3.9,1400,6,10,1,500,-4,57.0,7,72.9,16,14,57,11,10,0,36.1,504,-6,0.6,14,86.2,16,8,7,7,38.8,510,+2,1.5,10,86.0,16,14,4,6,37.6,508,+10,1.2,8,84.2,7,12,36.0,498,0,0.5,13,86.5,3,38.2,498,+6,2.0
トーセンミラージュ,9,28.4,4.9,7.4,1400,7,11,2,524,+12,57.0,13,109.0,15,1,55,12,12,10,39.8,512,-10,1.8,8,117.4,9,7,1,1,41.2,522,+2,2.2,16,89.6,16,9,3,3,41.8,520,-4,4.4,4,115.3,3,2,38.9,524,+4,0.2,7,85.3,5,35.9,520,+2,1.3
ヴァッハウ,4,3.8,1.4,1.9,1400,7,12,2,494,-2,57.0,2,113.5,13,3,57,10,10,7,39.4,496,0,1.0,13,87.6,16,14,3,4,40.1,496,+8,2.4,10,86.0,16,11,7,7,37.4,488,-4,1.5,4,85.6,1,3,37.5,492,+4,1.1,10,115.3,6,40.5,488,+2,2.0
ジーニアイ,14,16.7,3.5,5.2,1400,8,13,46,482,+2,54.0,12,86.9,16,7,57,7,7,0,38.4,480,+2,2.4,15,80.8,16,12,6,6,38.5,478,+4,2.2,2,78.8,11,3,2,2,35.2,474,0,0.0,3,85.7,11,2,36.2,474,-4,0.4,2,71.9,8,36.9,478,-6,0.0
ドゥーイット,8,26.0,4.4,6.6,1400,8,14,0,462,+2,57.0,12,86.8,16,8,57,12,11,0,37.5,460,-4,1.7,11,85.7,16,10,12,11,37.5,464,0,0.9,3,85.0,16,15,8,8,37.3,464,+4,0.2,9,115.4,16,12,38.1,460,+4,1.3,5,85.2,1,37.0,456,+2,0.4
