馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
キングヘラクレス,11,243.0,21.8,42.8,2000,1,1,0,488,-2,56.0,16,103.0,16,10,56,15,16,0,39.8,490,+5,3.1,11,103.3,12,11,10,10,42.3,485,+5,4.2,15,83.4,15,10,14,14,38.5,480,+4,2.4,13,77.0,6,14,38.3,476,0,3.7,0,0,0,0,0,0,0
アピアリング,5,4.2,1.3,2.1,2000,2,2,1,492,-2,54.0,11,123.5,16,4,54,2,2,3,39.5,494,+2,3.2,2,123.1,18,1,1,1,35.2,492,-8,0.2,12,123.1,16,4,9,7,40.9,500,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ベルラヴォーロ,8,288.5,22.1,43.5,2000,3,3,1,428,+2,51.0,14,124.5,18,9,51,14,16,17,35.6,426,-12,2.1,15,113.1,16,6,15,16,36.3,438,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クアルティエーレ,9,55.6,6.8,13.0,2000,4,4,1,474,+2,54.0,16,125.7,18,6,54,1,1,2,38.1,472,-16,3.3,14,119.8,16,7,2,2,43.6,488,+4,5.0,7,123.0,18,5,7,7,36.9,484,-2,0.7,10,97.7,9,13,35.0,486,+10,0.9,8,111.4,11,34.4,476,0,1.6
シエラヴェルデ,10,45.7,5.6,10.7,2000,5,5,0,496,-8,56.0,7,92.9,11,6,56,9,10,8,41.5,504,+2,1.8,9,74.2,16,4,12,11,38.0,502,+8,1.3,13,118.2,16,16,9,6,41.2,494,-4,2.8,6,118.9,11,13,40.8,498,+4,2.4,10,120.2,7,40.4,494,0,3.6
コスモブランカ,3,17.0,2.4,4.3,2000,5,6,1,438,-4,56.0,8,123.6,18,12,56,2,2,1,36.1,442,0,1.2,9,121.7,16,12,3,3,37.6,442,-4,1.6,7,126.0,18,13,3,3,36.7,446,0,1.1,11,149.5,1,14,36.1,446,-8,1.8,13,137.6,5,36.4,454,+12,1.7
マルターズフェスタ,4,30.7,3.1,5.6,2000,6,7,1,470,0,56.0,9,124.1,18,18,56,2,3,3,36.4,470,-2,1.7,8,111.1,16,13,7,7,36.1,472,-4,1.2,11,98.5,16,1,5,8,35.5,476,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブロンテ,6,159.7,17.2,33.6,2000,6,8,1,424,-4,53.0,10,163.8,16,16,56,11,11,10,39.4,428,0,3.3,11,118.7,16,6,16,16,40.3,428,-4,1.7,11,118.0,16,5,16,15,40.6,432,-2,2.6,9,120.8,5,16,40.2,434,+6,1.4,8,124.2,16,37.2,428,-4,1.6
クラウンマグマ,2,1.9,1.1,1.3,2000,7,9,2,462,+4,56.0,2,134.3,18,13,56,10,10,9,35.1,458,-4,0.2,16,120.2,16,5,6,6,43.4,462,-4,4.4,6,136.9,16,16,14,13,39.0,466,-6,2.0,5,119.7,10,14,39.5,472,0,0.5,0,0,0,0,0,0,0
バルトルディ,7,6.4,1.5,2.4,2000,7,10,3,488,-4,56.0,11,96.8,16,7,56,12,11,14,34.9,492,-8,1.2,8,111.5,16,11,15,15,34.7,500,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フランチェスコ,12,195.1,16.5,32.3,2000,8,11,1,460,-10,56.0,17,125.8,18,11,56,18,18,18,36.6,470,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴールドクリスエス,1,4.8,1.2,1.9,2000,8,12,2,480,-2,56.0,4,134.6,18,6,56,5,5,6,35.5,482,-6,0.5,7,124.0,18,3,2,2,36.0,488,+8,1.1,4,135.6,18,10,6,6,35.8,480,-8,0.6,11,138.1,15,9,40.4,488,+2,3.2,6,123.3,8,36.0,486,0,0.9
