馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
プモリテソーロ,5,8.0,2.2,3.1,2200,1,1,9,484,0,56.0,8,120.9,16,12,55,4,6,6,36.0,484,+2,1.4,3,120.8,13,7,12,11,34.6,482,+2,0.5,3,124.9,11,2,9,9,36.3,480,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エクステンデット,12,136.6,26.7,39.7,2200,2,2,5,438,+8,56.0,16,115.3,16,6,55,14,14,14,36.2,430,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモカモミール,14,351.7,58.5,86.9,2200,2,3,3,448,+2,54.0,8,125.9,18,10,55,7,7,3,38.9,446,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジンフラッシュ,13,384.8,78.7,117.1,2200,3,4,3,484,0,56.0,14,127.3,18,3,55,3,3,5,40.2,484,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルディエンテ,2,9.9,2.5,3.5,2200,3,5,2,474,-6,56.0,4,122.6,16,1,56,9,9,6,36.0,480,-10,0.4,9,123.6,9,4,4,4,35.7,490,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウシュバテソーロ,3,4.9,1.7,2.3,2200,4,6,2,514,-2,56.0,3,122.5,16,9,56,10,10,11,35.3,516,+4,0.3,5,121.5,17,15,13,14,35.4,512,+6,0.7,4,123.4,10,4,5,5,36.2,506,0,0.6,5,110.6,1,10,33.7,506,0,0.6,0,0,0,0,0,0,0
グラスデスティーノ,6,11.4,2.5,3.5,2200,4,7,1,478,-4,56.0,5,122.4,15,4,56,7,8,8,37.5,482,+14,0.7,8,110.9,10,9,9,9,34.6,468,0,0.4,2,123.7,9,8,4,3,34.5,468,0,0.4,3,108.5,1,6,35.6,468,0,0.3,2,108.9,9,35.0,468,+6,0.1
エルバルーチェ,4,4.1,1.5,1.9,2200,5,8,1,450,0,54.0,2,135.9,16,5,54,6,6,6,35.3,450,-4,0.5,4,120.5,16,14,14,15,34.9,454,-6,1.0,7,123.2,13,12,7,7,35.7,460,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スプリッツァー,9,11.8,3.0,4.2,2200,5,9,3,470,0,55.0,2,124.6,18,8,54,10,10,7,37.1,470,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オルプランタン,8,74.4,16.4,24.3,2200,6,10,4,430,0,54.0,7,125.1,16,10,54,4,5,5,36.2,430,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カンバラ,1,13.7,3.5,4.9,2200,6,11,7,480,-8,54.0,6,122.4,13,8,54,2,2,2,36.8,488,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サクライロ,10,9.6,2.6,3.6,2200,7,12,7,450,-2,54.0,3,122.0,13,7,54,5,5,4,36.0,452,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウインドジャマー,11,5.0,1.8,2.4,2200,7,13,3,490,0,56.0,4,110.3,16,12,55,9,9,8,36.5,490,+6,0.9,3,122.4,18,5,4,4,36.5,484,+4,0.3,10,121.0,16,13,12,13,35.7,480,0,1.5,2,111.1,9,5,36.9,480,0,0.1,2,111.5,4,35.6,480,0,0.2
ブルークレール,15,269.6,42.1,62.6,2200,8,14,20,456,+6,54.0,0,0,0,0,0,0,0,0,0,0,0,0,11,124.7,16,12,10,10,37.4,450,0,2.6,6,125.7,11,5,11,11,36.9,450,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ココリミネルヴァ,7,132.3,24.2,35.9,2200,8,15,3,424,-4,54.0,9,126.0,18,16,54,10,12,13,37.6,428,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
