馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ホッコーフラッパー,12,116.9,1,1,9,456,-8,0,1,0,3,51.0,0,0,0,0,0,0,0,0,1,0,11,1,1200,75.3,1,0,0,0,16,7,3,53,2,4,0,0,40.1,464,-2,2.3,0,0,0,0,0,0,0,0,1,0,12,1,1200,75.6,0,1,0,0,16,1,3,54,1,1,0,0,39.6,466,-12,2.5,0,0,0,0,1,0,0,0,0,0,9,1,1300,83.2,1,0,0,0,16,13,3,54,14,14,0,0,37.2,478,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ワンダーエマ,13,169.6,1,2,10,474,+6,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,16,1,1400,89.9,0,1,0,0,16,16,3,54,8,8,0,0,40.8,468,-2,3.3,0,0,0,0,0,0,0,0,1,0,12,1,1400,89.6,0,1,0,0,16,7,3,54,8,4,0,0,41.1,470,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テイエムイブシギン,1,1.5,2,3,2,516,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1200,72.3,1,0,0,0,16,13,3,56,1,1,0,0,37.2,510,+4,0.0,0,0,0,0,0,0,0,0,1,0,13,1,1200,75.5,0,1,0,0,16,12,3,53,5,9,0,0,39.2,506,-4,2.4,0,0,0,0,0,0,1,0,0,0,10,1,1200,75.2,0,1,0,0,15,15,3,53,7,7,0,0,38.8,510,+6,1.3,0,0,0,0,0,0,0,0,1,0,12,1,1800,123.2,1,0,0,0,13,7,3,55,9,9,10,10,43.7,504,0,7.0
カーディストリー,9,14.9,2,4,4,456,-12,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,6,1,1400,86.6,0,1,0,0,16,13,3,54,8,6,0,0,38.7,468,-4,1.4,0,0,0,0,0,0,0,0,1,0,5,1,1200,74.9,1,0,0,0,16,2,3,54,11,12,0,0,37.9,472,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウォーターマゼラン,8,5.1,3,5,9,478,-4,1,0,0,3,54.0,0,0,0,0,0,0,1,0,0,0,8,1,1200,74.4,1,0,0,0,16,16,3,56,5,5,0,0,38.4,482,+4,0.9,0,0,0,0,0,0,1,0,0,0,2,1,1200,74.0,1,0,0,0,16,6,3,53,1,1,0,0,38.6,478,-4,0.0,0,0,0,0,0,0,0,1,0,0,2,1,1200,73.2,0,1,0,0,14,9,3,55,4,2,0,0,37.2,482,+8,0.1,0,0,0,0,0,0,0,1,0,0,8,0,1600,97.4,1,0,0,0,15,2,3,55,1,1,0,0,37.1,474,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジュンユウコー,6,10.3,3,6,1,410,+4,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,3,1,1200,73.4,1,0,0,0,15,7,3,54,5,3,0,0,37.2,406,+8,0.2,0,0,0,1,0,0,0,0,0,0,5,1,1200,73.9,1,0,0,0,15,12,3,51,11,10,0,0,37.4,398,+8,0.8,0,0,1,0,0,0,0,0,0,0,5,1,1150,70.7,1,0,0,0,16,3,3,54,7,6,0,0,38.2,390,-6,1.9,0,0,0,0,0,0,0,0,1,0,6,1,1400,87.4,0,1,0,0,16,12,3,54,8,8,0,0,38.5,396,-8,1.1,0,0,0,0,0,0,0,0,1,0,6,1,1200,73.7,0,1,0,0,16,7,3,51,15,13,0,0,36.6,404,-2,0.9
コマノバルーガ,3,76.7,4,7,0,474,0,1,0,0,3,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒロシゲウェーブ,2,36.9,4,8,4,430,+2,1,0,0,3,55.0,0,0,0,1,0,0,0,0,0,0,14,0,1600,98.4,0,0,1,0,16,7,3,55,5,6,0,0,37.0,428,-6,1.8,0,0,1,0,0,0,0,0,0,0,4,0,1200,70.5,1,0,0,0,16,2,3,55,11,10,0,0,35.1,434,+10,0.3,0,0,0,0,0,0,0,0,1,0,8,0,2000,125.8,1,0,0,0,8,1,3,55,6,6,6,8,37.3,424,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウワカタケ,7,49.0,5,9,7,462,-4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,17,0,1400,84.6,1,0,0,0,18,17,3,56,13,13,0,0,36.0,466,+4,2.0,0,0,0,0,0,0,0,1,0,0,11,0,1600,98.2,1,0,0,0,15,12,3,56,6,6,0,0,37.4,462,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブラックフェアリー,10,63.6,5,10,6,458,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,8,1,1200,75.2,1,0,0,0,16,9,3,54,7,7,0,0,38.5,456,-4,1.3,0,0,0,0,0,0,0,1,0,0,5,1,1400,87.3,1,0,0,0,11,5,3,54,6,6,0,0,38.2,460,-8,1.1,0,0,0,0,0,0,0,0,1,0,15,1,1800,119.8,1,0,0,0,15,9,3,54,4,4,6,11,42.3,468,-8,4.0,0,0,0,0,0,0,0,0,1,0,14,0,1400,87.0,1,0,0,0,18,17,3,54,16,14,0,0,35.6,476,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タガノコノミン,14,275.1,6,11,6,408,+4,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,12,1,1200,76.0,1,0,0,0,16,5,3,54,14,14,0,0,38.6,404,-2,2.1,0,0,0,0,0,0,0,0,1,0,6,1,1400,89.0,0,1,0,0,16,14,3,54,12,10,0,0,39.0,406,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アイファーリリー,16,315.9,6,12,26,374,-12,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,15,1,1200,78.2,1,0,0,0,16,11,3,53,14,14,0,0,40.2,386,-6,5.0,0,0,0,0,0,0,0,1,0,0,16,0,1400,86.6,1,0,0,0,18,4,3,53,16,16,0,0,38.1,392,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イズジョークラウン,11,116.3,7,13,22,478,+10,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,10,1,1200,73.0,0,1,0,0,15,4,3,55,4,5,0,0,37.7,468,0,1.2,0,0,0,0,1,0,0,0,0,0,8,1,1300,83.4,1,0,0,0,13,9,3,55,5,6,0,0,39.7,468,+2,3.4,0,0,0,1,0,0,0,0,0,0,14,0,1200,72.5,1,0,0,0,18,13,3,53,13,15,0,0,36.7,466,0,2.0,0,0,0,0,0,0,0,0,1,0,11,1,1400,88.9,0,1,0,0,13,5,3,54,7,8,0,0,40.8,466,+6,3.7,0,0,0,0,0,0,0,0,0,1,8,1,1000,60.7,0,0,0,1,14,3,3,54,11,10,0,0,36.8,460,+2,2.0
スカイノブランチ,15,26.5,7,14,6,410,-6,0,1,0,3,54.0,0,0,1,0,0,0,0,0,0,0,8,0,1200,71.4,1,0,0,0,16,2,3,54,8,6,0,0,36.0,416,0,1.1,0,0,0,0,0,0,0,1,0,0,6,0,1400,84.0,1,0,0,0,18,9,3,54,3,2,0,0,36.9,416,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タガノアリサ,5,16.6,8,15,7,460,+14,0,1,0,3,51.0,0,0,0,0,0,0,0,0,1,0,14,1,1400,89.1,1,0,0,0,16,6,3,54,3,4,0,0,40.7,446,-6,3.4,0,0,0,0,0,0,0,1,0,0,7,1,1400,88.5,0,1,0,0,16,7,3,54,5,4,0,0,39.9,452,-4,0.7,0,0,0,0,0,0,0,1,0,0,3,1,1400,87.9,1,0,0,0,16,13,3,54,3,3,0,0,37.7,456,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
