馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ショウナンマッシブ,5,19.6,1,1,5,474,0,0,5,57.0,1,12,0,1200,68.9,0,16,12,8,57,9,6,0,0,34.8,474,-2,0.7,3,6,0,1200,70.8,3,12,12,7,57,1,1,0,0,36.4,476,+4,0.5,6,6,0,1200,69.2,0,12,11,3,57,3,2,0,0,34.0,472,-2,0.3,6,2,0,1200,68.6,0,9,4,4,57,2,2,0,0,34.2,474,-4,0.2,6,9,0,1200,69.8,0,16,12,2,57,4,4,0,0,35.2,478,+6,0.7
マイネルアルケミー,12,8.8,1,2,2,456,-6,0,3,55.0,1,1,0,1200,69.7,1,16,9,4,54,1,1,0,0,35.7,462,0,-0.2,3,2,0,1200,70.6,1,14,13,2,54,4,4,0,0,35.1,462,0,0.7,3,7,0,1200,69.8,0,16,5,2,54,6,7,0,0,35.7,462,-10,0.8,4,6,0,1200,70.6,2,16,10,1,56,6,6,0,0,35.6,472,0,0.6,3,2,0,1200,69.2,0,15,15,1,56,6,5,0,0,35.4,472,+10,0.0
スマートシャヒーン,8,48.7,2,3,15,484,+10,0,5,57.0,8,12,0,1200,69.3,0,16,8,10,55,10,9,0,0,34.0,474,-4,1.3,8,10,0,1200,70.7,0,10,1,4,57,3,3,0,0,35.5,478,-4,1.2,7,7,0,1200,68.7,0,16,5,4,57,1,1,0,0,34.4,482,+8,0.5,7,4,0,1200,69.2,0,18,9,4,57,2,2,0,0,34.4,474,-2,0.8,6,3,0,1200,68.8,1,13,2,7,55,4,4,0,0,34.7,476,-6,0.2
マーマレードガール,3,22.9,2,4,2,458,-6,1,3,53.0,1,6,0,1200,70.5,1,14,9,5,54,1,1,0,0,36.9,464,+8,0.6,1,1,0,1200,68.5,0,11,2,3,52,1,1,0,0,34.8,456,-4,-0.1,2,2,0,1200,69.3,0,15,3,12,52,1,1,0,0,35.4,460,+8,0.0,2,11,0,1200,71.4,1,12,10,6,52,4,5,0,0,36.9,452,-4,1.4,6,9,0,1200,70.8,0,10,2,5,54,6,5,0,0,35.5,456,-4,0.8
ウィズ,13,14.8,3,5,2,484,+2,0,4,57.0,10,9,0,1200,68.9,0,16,7,5,54,13,15,0,0,34.7,482,+2,0.9,7,6,0,1200,69.1,2,10,4,3,57,2,1,0,0,35.6,480,0,0.7,9,3,0,1200,69.2,0,12,7,5,54,6,4,0,0,34.6,480,-2,0.3,6,11,0,1200,70.2,1,16,15,2,56,3,2,0,0,36.3,482,+4,0.9,9,7,0,1200,69.1,0,16,8,4,56,2,4,0,0,34.7,478,-6,0.3
マリエラ,10,55.6,3,6,2,516,+2,0,6,57.0,10,5,0,1200,68.6,0,16,6,7,54,15,12,0,0,34.3,514,-12,0.6,9,13,0,1400,83.7,1,13,11,9,57,9,9,0,0,36.8,526,+2,1.7,8,7,0,1200,68.6,0,16,4,6,54,15,14,0,0,33.0,524,-10,0.6,8,13,0,1400,82.0,0,13,6,13,57,10,9,0,0,34.0,534,+2,0.7,9,9,0,1200,69.9,1,13,13,9,54,13,10,0,0,33.8,532,-10,0.6
ムスコローソ,6,18.6,4,7,4,502,0,0,4,57.0,1,6,0,1500,89.1,1,12,5,6,57,3,3,3,0,35.3,502,-4,0.4,5,5,0,1400,80.7,0,15,10,8,55,1,1,0,0,34.1,506,-2,0.4,8,16,1,1400,90.8,0,16,9,4,57,4,6,0,0,43.5,508,0,6.5,7,5,1,1400,85.0,0,16,3,8,57,3,3,0,0,38.1,508,+4,0.5,6,15,1,1200,71.8,0,16,3,4,56,12,14,0,0,37.2,504,+8,1.2
マリアズハート,1,3.5,4,8,7,494,+4,1,3,53.0,3,3,0,1200,69.9,1,16,9,2,51,6,5,0,0,35.2,490,+4,0.3,8,12,0,1200,68.9,0,16,15,7,54,11,10,0,0,34.1,486,+10,0.9,6,1,0,1200,68.8,0,12,5,6,54,6,5,0,0,34.3,476,+4,-0.1,6,1,1,1200,73.8,0,16,1,3,54,1,1,0,0,39.3,472,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シグナライズ,16,4.8,5,9,2,484,-2,1,4,55.0,10,6,0,1200,68.6,0,16,4,2,53,13,12,0,0,34.4,486,0,0.6,10,2,0,1200,68.1,0,11,11,5,55,7,6,0,0,34.4,486,+6,0.3,7,4,0,1200,68.8,2,10,5,8,55,9,9,0,0,34.1,480,-12,0.4,5,8,0,1400,81.1,0,12,6,6,55,12,9,0,0,33.9,492,0,0.6,9,8,0,1600,94.7,0,12,4,9,52,10,10,0,0,34.6,492,0,1.4
ピナクルズ,9,190.9,5,10,11,500,+4,2,6,57.0,5,12,0,1800,112.3,2,12,10,10,57,2,2,4,0,39.2,496,0,4.3,5,5,0,1800,108.1,0,9,4,9,57,1,1,1,0,34.6,496,-2,1.3,5,8,0,1400,81.4,0,10,9,9,55,1,1,0,0,34.1,498,-4,0.8,7,10,0,1200,69.0,0,13,13,11,52,4,6,0,0,34.8,502,+4,0.8,10,16,0,1200,69.7,0,17,11,17,57,2,2,0,0,36.1,498,0,1.3
