スピリットワンベル,3,10.2,1,1,28,522,+6,0,4,56.0,7,12,1,1200,1200 1,2,16,15,6,54,8,9,0,0,37.2,516,-10,1.6,9,1,1,1400,1400 1,2,16,4,1,56,1,1,0,0,38.4,526,-4,0.0,8,2,1,1400,1400 1,0,15,8,3,56,2,2,0,0,37.5,530,0,0.1,9,4,1,1800,1800 1,1,13,1,1,56,1,1,1,1,40.1,530,+4,0.2,10,2,1,1700,1700 1,0,16,13,3,56,2,2,2,2,39.5,526,+14,0.0
オオオヤブン,13,19.1,1,2,5,480,+2,0,5,57.0,7,7,1,1200,1200 1,0,15,5,9,57,9,12,0,0,37.6,478,+8,1.1,9,13,1,1200,1200 1,1,16,4,5,57,8,7,0,0,38.4,470,-1,2.3,-1,1,1,1400,1400 1,1,10,5,1,56,3,3,1,1,38.3,471,-7,-1.5,-1,1,1,1400,1400 1,1,10,7,1,57,1,1,1,1,38.6,478,-1,-1.9,-1,1,1,1400,1400 1,1,9,1,1,56,4,5,4,1,39.5,479,-13,-0.4
ムーンシュトラール,11,33.7,2,3,5,500,+6,0,5,56.0,7,9,0,1600,1600 1,0,16,2,14,56,2,4,3,0,35.7,494,+2,0.7,4,9,0,1600,94.8,0,18,10,14,57,5,5,0,0,34.2,492,+4,0.9,-1,1,0,1000,1000 0,0,9,4,1,56,2,2,0,0,35.2,488,-10,-0.1,-1,1,1,1300,1300 1,2,9,1,2,56,1,1,1,1,39.7,498,+7,-0.1,-1,1,1,1300,1300 1,0,7,8,1,56,2,3,2,1,40.0,491,-3,-0.5
メダーリアフレイム,10,34.2,2,4,6,466,-6,2,5,57.0,7,14,1,1200,1200 1,0,16,10,5,55,3,4,0,0,39.2,472,+6,2.0,4,2,1,1200,1200 1,3,15,9,13,56,3,3,0,0,37.2,466,+2,1.4,6,11,1,1200,1200 1,0,16,9,5,57,2,2,0,0,37.8,464,0,1.1,4,4,1,1200,1200 1,2,15,11,11,57,2,2,0,0,37.7,464,-2,0.8,4,6,1,1200,1200 1,1,15,15,13,56,3,5,0,0,37.3,466,-4,0.5
クリノアントニヌス,2,29.5,3,5,6,530,+2,0,5,57.0,9,8,1,1400,1400 1,0,15,7,14,57,10,9,0,0,38.0,528,+8,1.1,3,11,1,1150,1150 1,0,16,16,4,57,8,9,0,0,37.7,520,-10,0.9,8,7,1,1800,1800 1,0,8,3,6,57,6,7,6,6,39.7,530,+2,1.9,8,9,1,1400,1400 1,1,16,13,8,57,7,6,0,0,38.0,528,+4,0.9,9,7,1,1400,1400 1,3,15,12,9,57,7,8,0,0,36.9,524,+4,1.2
セイウンスパイ,16,55.1,3,6,10,496,+4,0,4,56.0,3,10,1,1150,1150 1,0,16,3,10,56,6,3,0,0,38.2,492,+2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1000,1000 1,0,12,7,7,52,5,6,0,0,36.5,490,+14,1.4,9,14,1,1400,1400 1,2,15,13,12,56,2,3,0,0,40.6,476,-8,2.9,7,8,1,1200,1200 1,0,12,2,4,56,4,4,0,0,38.0,484,-2,1.0
クインズラミントン,4,4.8,4,7,6,482,0,0,5,57.0,7,3,1,1400,1400 1,0,16,15,8,57,5,5,0,0,37.5,482,+6,0.1,5,7,1,1400,1400 1,0,16,2,8,57,7,7,0,0,36.1,476,0,0.6,6,14,0,1600,96.1,0,15,10,10,57,12,7,8,0,35.8,476,-2,2.4,5,12,1,1400,1400 1,0,16,13,3,57,10,10,0,0,36.8,478,+4,1.5,5,4,1,1400,1400 1,0,16,1,1,57,11,11,0,0,37.0,474,-2,0.6
ニホンピロマーク,15,176.6,4,8,33,502,+2,0,6,57.0,-1,1,1,1400,1400 1,3,10,1,2,56,1,1,1,1,38.8,500,0,-0.3,-1,1,1,1400,1400 1,0,10,8,2,56,2,2,1,1,40.6,500,-3,-0.3,-1,3,1,1400,1400 1,2,10,5,1,56,1,1,1,1,42.0,503,+4,0.6,-1,6,1,1400,1400 1,0,10,6,6,56,2,2,2,4,41.1,499,-1,0.9,-1,4,1,1400,1400 1,0,10,3,6,56,4,4,4,4,41.0,500,+4,1.4
キタノナシラ,6,15.0,5,9,5,490,-6,2,4,55.0,9,11,1,1400,1400 1,0,16,14,6,56,10,8,0,0,37.8,496,+14,1.2,3,5,1,1700,1700 1,0,15,9,11,55,7,9,10,8,39.1,482,+2,1.2,4,11,1,1200,1200 1,1,12,1,5,55,8,8,0,0,37.4,480,0,0.9,8,5,1,1400,1400 1,0,13,9,5,55,3,3,0,0,38.0,480,+2,1.7,7,9,1,1200,1200 1,0,16,5,9,54,9,8,0,0,37.1,478,+2,1.0
ホマレ,7,4.8,5,10,9,466,+2,1,4,54.0,5,5,1,1300,1300 1,0,16,8,2,54,7,7,0,0,36.3,464,+2,0.6,5,4,1,1400,1400 1,0,16,10,1,53,8,8,0,0,37.3,462,-4,0.5,5,3,1,1400,1400 1,1,16,8,3,53,7,7,0,0,37.0,466,+2,0.9,5,1,1,1400,1400 1,2,16,5,1,54,2,2,0,0,36.5,464,-2,-0.1,5,3,1,1400,1400 1,0,16,10,3,54,12,13,0,0,37.1,466,-4,0.6
