馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ドナプリモ,11,25.4,1,1,1,456,0,0,1,0,4,52.0,0,0,0,0,0,1,0,0,0,0,6,1,1200,72.0,1,0,0,0,14,7,4,52,5,5,0,0,37.9,456,-4,0.9,0,0,1,0,0,0,0,0,0,0,13,1,1700,108.9,0,1,0,0,15,1,4,55,11,10,15,11,39.3,460,-2,2.3,0,0,0,1,0,0,0,0,0,0,11,1,1200,73.6,1,0,0,0,15,12,4,55,8,8,0,0,37.9,462,+2,1.3,0,0,0,0,1,0,0,0,0,0,15,1,1400,88.4,0,1,0,0,16,4,4,55,8,7,0,0,40.4,460,+6,3.5,0,0,0,1,0,0,0,0,0,0,1,1,1200,72.2,1,0,0,0,15,13,4,54,4,4,0,0,36.7,454,0,-0.2
スポーカンテソーロ,10,2.1,2,2,2,518,0,0,1,0,3,52.0,0,0,0,0,0,1,0,0,0,0,3,1,1200,70.8,0,0,0,1,13,10,3,52,2,2,0,0,37.2,518,+2,0.2,0,0,0,1,0,0,0,0,0,0,4,1,1200,71.5,0,1,0,0,15,4,3,52,3,3,0,0,36.8,516,-2,0.6,0,0,0,0,1,0,0,0,0,0,7,1,1400,85.5,0,1,0,0,16,13,3,54,2,2,0,0,38.0,518,-4,0.9,0,0,0,0,0,0,0,1,0,0,4,1,1200,73.2,1,0,0,0,16,9,3,53,3,3,0,0,37.4,522,+6,0.7,0,0,0,0,0,0,1,0,0,0,1,1,1400,86.6,1,0,0,0,16,7,3,52,1,1,0,0,39.5,516,+8,-0.6
シークエル,3,17.7,3,3,2,548,0,0,1,0,4,54.0,0,0,0,0,0,1,0,0,0,0,10,1,1200,72.2,1,0,0,0,15,6,4,54,2,3,0,0,38.2,548,+20,1.2,0,0,0,0,1,0,0,0,0,0,14,1,1400,87.9,0,1,0,0,16,10,4,55,3,3,0,0,40.3,528,+4,3.0,0,0,0,0,0,1,0,0,0,0,1,1,1800,120.5,1,0,0,0,12,4,4,54,3,3,4,2,38.9,524,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リアルモンテ,9,84.9,4,4,4,480,-6,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,13,1,1700,107.5,0,1,0,0,14,6,4,57,3,3,4,6,38.4,486,+2,2.1,0,1,0,0,0,0,0,0,0,0,12,1,1700,109.1,1,0,0,0,14,9,4,57,6,7,9,11,40.0,484,0,2.7,0,0,0,0,1,0,0,0,0,0,14,1,1300,80.2,1,0,0,0,16,13,4,57,11,11,0,0,36.8,484,+10,1.8,0,0,1,0,0,0,0,0,0,0,12,1,1700,108.3,0,0,1,0,14,2,4,57,9,9,8,10,40.6,474,+2,2.4,0,0,0,0,0,0,0,0,0,1,12,1,1000,60.0,0,1,0,0,14,7,4,57,8,8,0,0,36.6,472,-4,1.8
ウエスタンマリーヤ,6,59.1,4,5,1,476,+2,0,1,0,4,55.0,0,0,0,0,0,1,0,0,0,0,11,1,1800,117.3,1,0,0,0,12,9,4,55,4,5,4,5,39.8,474,-13,2.7,0,0,0,0,0,0,0,0,0,0,1,1,1400,90.3,1,0,0,0,10,3,4,54,4,4,1,0,39.1,487,-3,-0.4,0,0,0,0,0,0,0,0,0,0,2,1,1600,105.9,0,0,1,0,10,8,4,54,4,4,2,0,40.4,490,+1,0.4,0,0,0,0,0,0,0,0,0,0,4,1,1800,122.4,0,0,0,1,8,5,4,54,5,5,1,0,42.7,489,+4,2.2,0,0,0,0,0,0,0,0,0,0,1,1,1400,92.0,0,0,1,0,11,4,4,54,2,2,2,0,39.0,485,+2,-0.2
サンタアズライト,8,75.1,5,6,4,462,-8,0,0,1,5,57.0,0,0,0,0,0,0,0,0,0,0,11,1,1200,76.0,0,1,0,0,11,10,5,56,2,4,0,0,42.0,470,-4,3.9,0,0,0,1,0,0,0,0,0,0,12,1,1200,74.1,0,1,0,0,15,3,5,57,4,4,0,0,39.8,474,+12,2.4,0,0,0,1,0,0,0,0,0,0,10,0,1000,55.4,1,0,0,0,18,2,5,54,0,0,0,0,33.3,462,+4,0.6,0,0,1,0,0,0,0,0,0,0,5,1,1150,69.3,1,0,0,0,16,15,5,54,1,1,0,0,38.6,458,0,0.6,0,0,0,1,0,0,0,0,0,0,8,0,1000,56.3,0,1,0,0,16,9,5,57,0,0,0,0,34.2,458,-2,1.0
タカノオージャ,12,76.8,5,7,9,490,+4,1,0,0,3,55.0,0,0,0,0,0,0,0,0,0,1,11,1,1000,60.3,1,0,0,0,12,2,3,51,9,9,0,0,36.6,486,+4,2.1,0,0,0,0,0,0,0,1,0,0,15,1,1200,74.8,1,0,0,0,15,12,3,56,10,13,0,0,39.0,482,-6,2.8,0,0,1,0,0,0,0,0,0,0,1,1,1150,70.8,0,1,0,0,16,6,3,55,1,1,0,0,37.6,488,+4,-0.3,0,0,0,0,0,0,1,0,0,0,4,1,1200,74.5,1,0,0,0,15,11,3,56,2,2,0,0,38.4,484,-1,1.3,0,0,0,0,0,0,0,0,0,0,3,1,1400,89.1,1,0,0,0,9,7,3,56,6,4,3,0,39.3,485,+3,0.9
グレースアンバー,5,27.9,6,8,2,432,+6,0,1,0,3,50.0,0,0,0,0,0,0,0,0,1,0,13,1,1200,74.0,1,0,0,0,15,2,3,50,13,14,0,0,37.7,426,+1,1.7,0,0,0,0,0,0,0,0,0,0,4,1,1400,87.3,0,0,0,1,12,4,3,52,2,2,2,3,38.4,425,+1,1.8,0,0,0,0,0,0,0,1,0,0,12,0,1200,70.0,1,0,0,0,16,7,3,54,10,12,0,0,34.4,424,0,1.6,0,0,0,0,0,0,1,0,0,0,1,1,1200,74.1,1,0,0,0,16,14,3,51,2,3,0,0,37.9,424,-4,-0.2,0,0,0,0,0,0,0,0,0,1,3,1,1000,59.2,0,1,0,0,14,3,3,51,5,3,0,0,35.8,428,-2,0.4
マノアフォールズ,7,7.2,6,9,3,456,-14,1,0,0,3,52.0,0,0,0,0,0,1,0,0,0,0,3,1,1200,72.0,1,0,0,0,16,4,3,55,10,8,0,0,36.9,470,+2,0.8,0,0,0,1,0,0,0,0,0,0,8,1,1200,72.2,0,1,0,0,15,11,3,53,10,10,0,0,36.7,468,+10,1.0,0,0,0,0,0,0,0,1,0,0,7,1,1400,86.0,1,0,0,0,16,15,3,53,15,11,0,0,36.9,458,-4,1.5,0,0,0,1,0,0,0,0,0,0,12,1,1800,116.5,1,0,0,0,13,10,3,56,3,3,4,5,41.3,462,0,2.9,0,0,1,0,0,0,0,0,0,0,1,1,1700,108.7,1,0,0,0,15,1,3,53,1,1,1,1,40.5,462,-2,-1.5
ベルアーシュ,2,20.8,7,10,7,464,-14,0,1,0,4,55.0,0,0,0,0,0,0,0,0,0,1,17,0,1200,70.2,1,0,0,0,18,9,4,55,16,17,0,0,36.0,478,+8,1.8,0,0,0,0,0,0,1,0,0,0,5,0,1200,69.5,0,1,0,0,12,2,4,55,6,5,0,0,34.4,470,-12,0.7,0,0,0,1,0,0,0,0,0,0,6,1,1200,73.4,1,0,0,0,15,11,4,55,10,10,0,0,37.4,482,+10,1.1,0,0,0,0,0,0,1,0,0,0,12,0,1600,95.4,1,0,0,0,16,7,4,55,7,10,13,0,34.9,472,-2,1.6,0,0,0,0,0,0,0,1,0,0,11,1,1400,88.0,1,0,0,0,13,8,4,54,3,6,0,0,40.1,474,-6,2.3
