馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ハーメティキスト,6,2.7,1,1,8,454,+4,1,0,0,3,55.0,1,0,0,0,0,0,0,0,0,0,1,0,2000,120.4,1,0,0,0,12,5,3,54,3,3,4,2,35.8,450,0,-0.7,0,0,0,0,1,0,0,0,0,0,5,0,1600,97.0,0,0,1,0,16,14,3,54,13,12,0,0,35.8,450,+2,1.2,0,0,0,0,0,1,0,0,0,0,3,0,1800,111.9,1,0,0,0,11,4,3,56,9,8,8,7,34.4,448,+2,0.2,0,0,0,0,0,1,0,0,0,0,1,0,1800,109.2,1,0,0,0,16,5,3,55,15,15,7,3,35.3,446,-6,-0.4,0,0,0,0,1,0,0,0,0,0,4,0,1600,97.3,1,0,0,0,18,5,3,55,10,9,0,0,33.6,452,0,0.5
ブラヴァス,4,3.4,2,2,6,486,+2,1,0,0,3,55.0,1,0,0,0,0,0,0,0,0,0,1,0,2000,123.6,0,1,0,0,16,4,3,54,7,8,10,6,36.8,484,+16,-0.3,0,0,0,0,0,0,0,1,0,0,8,0,2000,122.7,1,0,0,0,8,4,3,56,2,2,2,2,36.4,468,-6,2.0,0,0,0,0,0,0,0,0,1,0,2,0,2000,121.6,1,0,0,0,7,4,3,55,6,6,6,6,34.8,474,-2,0.2,0,0,0,0,0,0,0,1,0,0,1,0,2000,122.3,1,0,0,0,8,5,3,55,2,2,2,2,37.7,476,+12,-0.2,0,0,0,0,0,0,1,0,0,0,3,0,2000,126.6,0,0,1,0,10,10,3,54,4,4,3,3,34.8,464,0,0.5
ショウナンバルディ,5,14.9,3,3,2,436,-2,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,9,0,2400,147.0,1,0,0,0,9,6,3,53,1,1,1,1,36.9,438,0,2.1,0,0,0,0,0,0,0,0,1,0,2,0,2000,121.1,1,0,0,0,8,7,3,54,1,1,1,1,34.8,438,+6,0.1,0,0,0,0,0,0,1,0,0,0,1,0,2000,122.2,0,0,1,0,11,6,3,54,1,1,1,1,35.7,432,-6,-0.1,0,0,0,0,0,0,0,0,1,0,7,0,2000,123.5,0,1,0,0,11,3,3,55,2,2,2,2,35.7,438,-6,0.9,0,0,0,0,0,0,0,0,1,0,1,0,1800,107.4,1,0,0,0,18,11,3,55,1,1,0,0,35.9,444,0,-0.4
マイネルズイーガー,2,55.7,4,4,23,526,+16,1,0,0,5,57.0,0,0,0,0,1,0,0,0,0,0,5,0,2000,122.2,1,0,0,0,8,2,5,57,1,1,1,0,34.2,510,0,0.5,0,0,0,0,0,1,0,0,0,0,13,0,2000,120.5,1,0,0,0,16,3,5,54,1,1,1,2,35.7,510,0,1.1,0,0,0,0,0,1,0,0,0,0,8,0,1800,110.5,1,0,0,0,11,7,5,57,1,1,1,1,36.5,510,0,0.6,0,0,0,0,0,0,0,0,0,1,1,0,1800,107.5,1,0,0,0,15,12,5,57,1,1,1,1,36.9,510,-6,-0.4,0,0,0,0,0,0,0,0,0,1,2,0,1800,108.4,0,1,0,0,16,9,5,57,2,2,2,1,36.1,516,-18,0.2
ハギノカエラ,3,20.8,5,5,12,438,+12,0,1,0,6,55.0,0,0,1,0,0,0,0,0,0,0,1,0,2000,121.7,0,1,0,0,13,11,6,55,12,11,9,3,35.8,426,0,-0.4,0,0,1,0,0,0,0,0,0,0,2,0,2000,121.4,0,1,0,0,13,10,6,55,12,12,8,5,36.6,426,+6,0.5,0,0,0,0,0,0,0,1,0,0,3,0,2000,121.2,1,0,0,0,10,4,6,55,9,9,7,7,33.8,420,+4,0.3,0,0,1,0,0,0,0,0,0,0,2,0,2000,120.6,1,0,0,0,14,12,6,55,14,14,14,13,34.3,416,+4,0.5,0,0,0,0,0,1,0,0,0,0,7,0,2000,123.4,1,0,0,0,10,9,6,55,6,7,2,2,36.0,412,-4,1.0
コパカティ,7,7.9,6,6,3,464,-2,0,1,0,3,53.0,0,0,0,0,0,0,0,0,1,0,3,0,1800,105.8,1,0,0,0,8,3,3,52,7,7,0,0,33.7,466,-6,0.5,0,1,0,0,0,0,0,0,0,0,1,0,2000,121.9,1,0,0,0,12,2,3,52,9,9,9,10,36.1,472,+8,-0.2,0,1,0,0,0,0,0,0,0,0,1,0,1800,109.9,0,1,0,0,16,8,3,54,8,8,6,4,35.9,464,0,-0.2,0,0,0,0,0,0,0,1,0,0,6,0,1400,81.5,1,0,0,0,18,6,3,54,9,9,0,0,34.5,464,-8,0.6,0,0,0,0,0,0,0,0,1,0,8,0,1400,83.1,1,0,0,0,18,16,3,54,9,7,0,0,34.9,472,0,0.5
アールスター,1,3.5,7,7,8,510,-6,1,0,0,4,57.0,0,0,0,0,0,0,0,0,0,1,1,0,2000,119.4,1,0,0,0,11,11,4,57,8,6,2,2,34.9,516,+6,-0.3,0,0,0,0,0,0,1,0,0,0,2,0,2000,122.7,0,1,0,0,7,5,4,57,4,4,4,4,33.7,510,+2,0.2,0,0,0,0,0,0,0,0,1,0,2,0,2200,133.2,1,0,0,0,10,2,4,57,2,2,2,2,36.1,508,+4,0.4,0,0,0,1,0,0,0,0,0,0,2,0,2000,121.4,0,0,1,0,8,7,4,57,2,2,0,0,35.4,504,-6,0.0,0,0,0,0,0,0,1,0,0,0,2,0,2200,131.3,1,0,0,0,8,3,4,56,3,3,3,2,35.0,510,-4,0.1
サイモンサーマル,8,264.9,7,8,1,498,-2,0,0,1,4,57.0,0,0,0,0,0,0,0,1,0,0,6,0,1800,108.3,1,0,0,0,8,6,4,52,4,6,0,0,35.1,500,+16,1.0,0,0,0,0,0,0,0,0,0,1,12,1,1700,107.1,1,0,0,0,16,6,4,57,12,12,12,13,39.6,484,0,2.3,0,0,0,0,0,0,0,0,1,0,12,0,2000,123.3,1,0,0,0,12,9,4,57,11,11,10,11,37.2,484,-6,2.6,0,0,0,0,0,0,0,0,1,0,8,0,1600,97.6,0,1,0,0,8,3,4,57,6,6,0,0,35.3,490,0,1.4,0,0,0,0,0,0,0,0,1,0,12,0,1800,110.0,1,0,0,0,12,8,4,53,12,12,0,0,37.6,490,+2,3.4
インターセクション,10,22.0,8,9,8,498,+10,1,0,0,4,57.0,0,0,0,0,0,0,0,0,0,1,6,0,1800,109.7,1,0,0,0,10,5,4,57,5,5,5,6,35.5,488,+2,2.2,0,0,0,0,0,0,0,0,0,1,4,0,1800,106.2,1,0,0,0,14,12,4,54,8,8,7,4,34.9,486,-4,0.5,0,0,0,0,0,0,0,0,1,0,11,0,2000,127.3,1,0,0,0,11,6,4,57,8,9,8,4,36.5,490,+2,2.6,0,0,0,0,0,0,0,0,0,1,1,0,1800,109.8,1,0,0,0,14,3,4,57,9,6,5,3,34.7,488,+8,0.0,0,0,0,0,0,0,0,1,0,0,12,0,1800,107.5,1,0,0,0,17,7,4,55,12,13,0,0,34.6,480,-4,1.3
モンファロン,9,170.3,8,10,10,474,+14,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,7,0,1800,107.3,1,0,0,0,13,4,4,53,10,10,12,8,35.1,460,-10,0.6,0,1,0,0,0,0,0,0,0,0,10,0,1200,70.3,0,1,0,0,15,9,4,53,11,11,0,0,35.4,470,+4,0.8,0,1,0,0,0,0,0,0,0,0,8,0,1200,69.4,1,0,0,0,10,13,4,57,6,8,0,0,35.2,466,+2,0.8,0,0,0,0,1,0,0,0,0,0,7,0,1600,93.4,1,0,0,0,7,6,4,57,2,2,0,0,35.1,464,-4,0.8,0,0,0,1,0,0,0,0,0,0,14,1,1200,73.2,1,0,0,0,14,1,4,57,9,11,0,0,38.1,468,-6,1.9
