馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
グレンツェント,8,28.3,1,1,9,484,+6,1,0,0,6,56.0,0,0,0,0,1,0,0,0,0,0,9,1,1600,95.7,0,1,0,0,16,11,6,57,9,7,0,0,36.2,478,-6,1.0,0,0,0,0,0,0,0,0,0,0,4,1,2100,135.4,0,1,0,0,10,8,6,57,3,3,3,2,37.2,484,+4,0.5,0,0,0,0,0,0,1,0,0,0,10,1,1800,110.7,1,0,0,0,15,8,6,57,6,6,7,6,36.2,480,0,0.6,0,0,0,0,0,0,0,0,0,0,5,1,2000,125.5,0,0,1,0,13,7,6,57,7,6,7,5,38.3,480,+8,1.0,0,0,0,0,0,0,0,1,0,0,10,1,1900,117.7,1,0,0,0,16,15,6,58,10,10,9,10,38.6,472,+8,2.0
アスカノロマン,5,85.5,2,2,6,526,+2,1,0,0,8,56.0,0,0,0,0,0,0,1,0,0,0,10,1,1800,111.5,1,0,0,0,15,6,8,57,8,8,6,6,36.8,524,-4,1.4,0,0,0,0,0,0,0,1,0,0,6,1,1900,117.2,1,0,0,0,16,5,8,57,9,9,8,8,37.3,528,+4,0.5,0,0,0,0,1,0,0,0,0,0,12,1,2100,131.9,1,0,0,0,16,4,8,57,9,8,9,7,38.3,524,-6,1.5,0,0,0,0,0,0,1,0,0,0,4,1,1800,111.0,1,0,0,0,15,15,8,60,9,9,8,7,37.3,530,+10,1.9,0,0,0,0,1,0,0,0,0,0,4,1,1600,95.8,1,0,0,0,16,5,8,57,10,9,0,0,36.3,520,-6,0.5
チュウワウィザード,2,4.8,3,3,3,480,+3,1,0,0,4,56.0,0,0,0,0,0,0,0,0,0,0,1,1,2500,160.7,0,1,0,0,9,8,4,54,3,3,3,3,37.4,477,+1,-0.1,0,0,0,0,0,1,0,0,0,0,2,1,1800,111.3,1,0,0,0,16,12,4,54,7,6,6,6,36.7,476,+4,0.4,0,0,0,0,0,0,0,0,1,0,1,1,1800,110.7,0,1,0,0,10,10,4,54,7,7,7,7,35.7,472,0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1800,113.7,1,0,0,0,15,13,4,54,4,5,4,4,36.9,472,+2,0.0,0,0,0,0,0,0,1,0,0,0,3,1,1900,117.9,1,0,0,0,14,14,4,53,10,10,12,10,36.9,470,-12,0.2
インティ,1,1.5,4,4,9,514,-2,1,0,0,5,56.0,0,0,0,0,0,0,0,1,0,0,1,1,1800,109.4,0,1,0,0,9,6,5,57,2,2,2,2,35.9,516,-4,-0.8,0,0,0,0,0,0,0,1,0,0,1,1,1800,110.1,1,0,0,0,13,4,5,57,1,1,1,1,36.8,520,+4,-1.6,0,0,0,0,0,0,1,0,0,0,1,1,1800,111.3,1,0,0,0,15,10,5,57,3,4,3,2,37.3,516,+14,-0.7,0,0,0,0,0,0,0,0,0,1,1,1,1700,103.8,0,0,1,0,14,4,5,54,1,1,1,1,37.5,502,+6,-0.7,0,0,0,0,0,0,0,0,1,0,1,1,1800,113.6,1,0,0,0,16,6,5,56,1,1,1,1,36.8,496,-2,-1.2
スマハマ,3,7.9,4,5,35,538,+4,1,0,0,4,55.0,0,0,0,0,1,0,0,0,0,0,2,1,1600,96.9,0,1,0,0,12,6,4,57,6,7,0,0,35.8,534,+6,0.0,0,0,0,0,1,0,0,0,0,0,1,1,1600,98.5,1,0,0,0,16,13,4,56,2,2,0,0,36.8,528,+4,-0.4,0,0,0,0,0,0,0,1,0,0,1,1,1800,112.7,0,1,0,0,7,1,4,56,1,1,1,1,37.1,524,-12,-0.3,0,0,0,0,0,0,0,0,1,0,1,1,1800,114.7,1,0,0,0,16,14,4,55,1,1,1,1,37.7,536,+6,-1.0,0,0,0,0,0,0,0,1,0,0,4,1,1800,116.2,0,1,0,0,13,1,4,55,12,13,8,7,37.9,530,0,1.4
アングライフェン,6,73.6,5,6,5,496,+18,1,0,0,7,56.0,0,0,0,0,0,1,0,0,0,0,5,1,1800,111.7,1,0,0,0,16,2,7,55,15,15,12,11,36.7,478,+4,0.8,0,0,0,0,0,1,0,0,0,0,2,1,1800,111.6,1,0,0,0,9,1,7,56,9,9,8,7,36.8,474,-6,0.2,0,1,0,0,0,0,0,0,0,0,6,0,1800,110.2,0,0,1,0,11,1,7,56,10,11,9,8,34.7,480,-2,0.3,0,1,0,0,0,0,0,0,0,0,7,1,1700,105.4,1,0,0,0,11,11,7,56,4,4,3,3,37.6,482,0,1.0,0,0,0,0,1,0,0,0,0,0,5,1,2100,131.2,1,0,0,0,16,5,7,55,8,10,9,9,37.5,482,-8,0.4
アンジュデジール,12,7.5,5,7,6,488,+2,0,1,0,5,55.0,0,0,0,0,0,0,1,0,0,0,4,1,1800,110.7,1,0,0,0,15,1,5,55,1,1,1,1,36.5,486,+6,0.6,0,0,0,0,0,0,0,1,0,0,1,1,1800,110.4,1,0,0,0,16,16,5,55,5,5,4,2,37.3,480,+3,0.0,0,0,0,0,0,0,0,0,0,0,4,1,1800,114.7,1,0,0,0,14,6,5,56,14,14,8,8,38.1,477,+3,0.8,1,0,0,0,0,0,0,0,0,0,5,1,1700,102.8,0,0,1,0,14,4,5,55,4,4,4,4,37.2,474,+7,0.8,0,0,0,0,0,0,0,0,0,0,1,1,1600,101.2,1,0,0,0,12,7,5,57,1,1,1,1,37.4,467,-2,-0.1
モルトベーネ,13,184.0,6,8,9,478,+12,1,0,0,7,56.0,0,0,0,0,1,0,0,0,0,0,14,1,1600,96.6,0,1,0,0,16,14,7,56,5,5,0,0,37.3,466,0,1.9,0,0,0,0,1,0,0,0,0,0,6,1,1400,84.3,1,0,0,0,16,3,7,59,7,7,0,0,36.9,466,+8,0.9,1,0,0,0,0,0,0,0,0,0,9,1,1700,103.5,0,0,1,0,14,13,7,56,6,7,7,9,37.6,458,-18,1.5,0,0,0,0,0,0,1,0,0,0,3,1,1800,112.9,1,0,0,0,16,3,7,56,3,2,4,5,38.9,476,+2,1.1,0,0,0,0,0,0,1,0,0,0,13,1,1800,110.9,1,0,0,0,15,6,7,57,3,4,3,4,36.7,474,+4,0.8
シャイニービーム,9,333.8,6,9,1,458,0,1,0,0,7,56.0,0,0,0,0,0,1,0,0,0,0,3,1,1800,114.0,1,0,0,0,13,13,7,56,11,11,11,12,36.7,458,0,0.7,0,0,0,0,0,1,0,0,0,0,11,1,1800,112.9,1,0,0,0,16,4,7,53,16,16,16,16,37.1,458,+10,2.0,0,0,0,0,1,0,0,0,0,0,15,1,2100,135.0,1,0,0,0,16,12,7,54,2,1,3,5,41.5,448,-10,4.2,0,0,0,0,0,0,0,0,1,0,10,1,2000,125.1,1,0,0,0,16,15,7,54,6,6,6,4,38.3,458,-4,1.0,0,0,0,0,0,0,0,1,0,0,6,1,1900,119.1,0,1,0,0,16,5,7,56,6,6,4,4,38.2,462,+2,1.2
コスモカナディアン,4,32.6,7,10,2,500,+6,1,0,0,6,56.0,0,0,0,0,0,0,0,0,1,0,4,1,1800,112.7,1,0,0,0,16,16,6,57,8,9,4,5,37.7,494,-2,0.2,0,0,0,0,0,1,0,0,0,0,6,1,1800,111.9,1,0,0,0,16,8,6,55,3,4,3,3,37.6,496,+6,1.0,0,0,1,0,0,0,0,0,0,0,3,1,1700,105.5,1,0,0,0,15,10,6,57,13,14,12,9,37.1,490,+2,0.4,0,0,0,0,1,0,0,0,0,0,4,1,2100,130.8,1,0,0,0,16,9,6,55,11,10,9,9,37.1,488,+2,0.4,0,0,0,0,0,0,0,0,1,0,5,1,2000,122.7,0,0,0,1,16,13,6,55,7,7,8,7,37.1,486,+2,1.2
