馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
クローディオ,3,11.2,1,1,9,476,+2,2,7,57.0,7,12,0,1400,0,0,18,16,7,57,17,17,0,0,34.4,474,+8,0.9,10,8,1,1700,0,0,16,8,7,57,15,15,16,13,38.1,466,-10,1.5,9,14,0,1400,0,1,17,16,7,55,15,15,0,0,36.9,476,+8,2.7,4,7,0,1400,0,0,16,13,7,57,15,15,0,0,34.4,468,+4,0.6,7,17,0,1400,0,0,18,15,7,56,16,14,0,0,35.8,464,-4,1.3
ブロウユアマインド,6,21.4,2,2,15,438,0,2,7,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,2600,0,0,10,3,7,57,10,10,3,4,35.8,438,-10,1.2,9,6,0,2400,0,0,10,4,7,57,10,10,10,9,34.6,448,+6,0.9,7,12,0,2200,0,0,14,3,7,57,1,1,1,1,40.6,442,-2,4.7,9,6,0,2400,0,0,8,3,7,57,7,7,6,6,35.3,444,-4,1.5
タガノシャルドネ,7,14.4,3,3,17,452,+4,0,5,57.0,8,11,0,2200,0,0,11,8,5,57,11,11,10,10,36.1,448,+4,1.6,9,8,0,2000,0,1,11,10,5,57,8,9,9,9,35.6,444,+4,1.8,8,8,0,2200,0,0,9,5,5,54,5,5,5,5,35.0,440,0,0.9,9,6,0,2400,0,0,8,7,5,57,2,2,2,2,36.8,440,+4,1.0,9,13,0,2400,0,0,14,7,5,56,13,13,12,13,35.5,436,-4,2.4
ハナザカリ,1,3.7,4,4,2,482,+2,1,4,51.0,7,3,0,2200,0,0,13,1,4,51,1,1,1,1,35.0,480,-8,0.2,6,10,0,2200,0,0,16,12,4,54,1,1,2,1,37.4,488,+2,1.1,6,3,0,2000,0,0,14,2,4,54,1,1,1,1,37.9,486,+6,0.3,7,15,0,2000,0,0,18,7,4,52,12,13,17,16,34.8,480,0,1.6,3,11,0,1800,0,0,16,6,4,53,13,13,15,15,35.6,480,-4,0.8
スズカワークシップ,9,8.4,5,5,1,466,-4,0,4,56.0,10,7,0,2600,0,1,13,3,4,53,9,9,11,11,36.2,470,0,0.7,8,11,0,2200,0,0,16,4,4,53,15,15,16,13,35.7,470,+6,1.3,7,12,0,2200,0,0,18,14,4,52,12,12,13,13,35.4,464,+2,1.0,3,3,0,2600,0,0,16,9,4,52,11,12,12,5,35.7,462,-8,0.4,4,13,0,2200,0,1,13,10,4,54,5,5,5,8,37.7,470,+6,1.8
リードザフィールド,2,11.0,6,6,3,456,-6,0,5,56.0,5,7,1,2100,0,0,11,8,5,55,4,4,3,3,38.1,462,+10,1.2,6,11,1,2500,0,0,16,12,5,56,13,13,14,13,40.8,452,+10,2.4,4,7,0,2400,0,2,15,15,5,57,12,12,10,11,37.4,442,-4,0.8,3,5,0,2600,0,0,16,3,5,57,6,6,10,7,36.8,446,0,0.7,6,12,0,2000,0,0,14,5,5,54,6,6,7,7,36.6,446,+2,1.4
スプリングボックス,8,36.3,7,7,18,482,-4,0,5,57.0,-1,1,1,1500,0,0,10,7,5,56,9,9,9,6,37.9,486,-2,-0.2,-1,5,1,1500,0,1,10,3,5,56,9,9,6,3,39.5,488,+3,1.0,-1,4,1,1500,0,1,10,1,5,56,9,9,9,6,38.4,485,-4,0.9,-1,7,1,1500,0,2,11,10,5,56,11,10,7,7,40.4,489,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カイトチャン,10,166.0,7,8,2,480,+2,0,4,56.0,7,12,0,2200,0,0,13,4,4,55,12,11,11,11,35.5,478,+4,2.0,7,10,1,1900,0,0,11,1,4,56,10,10,10,9,40.0,474,+2,3.1,7,10,1,1800,0,0,15,5,4,56,15,15,15,15,39.1,472,+4,2.9,3,7,1,2400,0,0,16,14,4,55,13,13,14,14,39.0,468,+2,1.4,4,9,1,2500,0,2,12,1,4,54,8,8,10,9,39.8,466,-4,2.3
コロンバスデイ,5,2.8,8,9,1,464,0,1,4,53.0,10,3,0,2600,0,1,13,9,4,53,10,9,4,4,36.5,464,+6,0.2,3,6,0,2600,0,0,14,4,4,52,11,12,9,10,35.8,458,+6,0.6,1,2,0,2000,0,0,16,1,4,54,14,14,15,9,36.4,452,-2,0.2,1,2,0,2600,0,1,13,13,4,54,6,5,4,1,36.7,454,+10,0.2,1,2,0,2600,0,0,14,4,4,54,8,8,6,5,36.7,444,-6,0.5
ウインレーヴドール,4,5.3,8,10,1,458,0,0,4,55.0,10,6,0,2600,0,1,13,6,4,56,8,7,8,7,36.6,458,+4,0.5,3,9,0,1800,0,0,15,14,4,53,12,13,12,11,35.0,454,+4,0.7,3,2,0,2600,0,0,10,2,4,55,5,5,9,8,34.3,450,-6,0.2,1,7,0,2000,0,0,16,2,4,56,16,16,16,15,36.5,456,-8,0.6,4,3,0,2400,0,0,15,9,4,56,2,2,3,3,36.0,464,+10,0.5
