馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
タガノスピカ,10,266.8,1,1,1,460,-10,1,3,53.0,9,15,0,1800,112.5,0,16,8,3,54,15,16,0,0,34.8,470,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ショウナンアリババ,16,13.0,1,2,1,466,-4,0,3,56.0,9,6,1,1800,117.6,1,15,13,3,56,7,5,4,7,39.9,470,-4,1.0,7,7,1,1900,124.3,0,11,7,3,56,3,3,3,2,40.4,474,+6,1.3,8,6,1,1800,117.1,0,16,15,3,56,9,8,8,8,38.5,468,+2,1.5,9,3,1,1800,115.7,0,12,7,3,55,5,4,3,3,38.6,466,-8,0.8,8,11,0,1800,111.8,0,16,9,3,53,16,15,0,0,34.9,474,0,2.2
サニーバレット,8,218.4,2,3,1,462,-6,1,3,54.0,9,13,1,1800,119.7,1,16,6,3,54,12,11,11,11,39.8,468,-2,2.5,10,13,0,2000,123.3,0,18,6,3,51,7,7,13,15,37.7,470,0,1.8,4,9,1,1800,118.0,2,10,2,3,54,5,5,6,6,39.2,470,+2,3.1,9,5,0,1600,96.9,0,9,9,3,54,2,2,0,0,35.7,468,-4,1.0,4,5,0,1600,97.2,0,17,8,3,54,4,5,0,0,34.4,472,0,0.9
アスターブリザード,15,224.5,2,4,2,478,0,0,3,56.0,9,9,0,2400,153.1,0,10,2,3,56,3,3,3,5,35.4,478,-4,1.0,9,9,1,1800,118.1,1,11,1,3,56,7,7,9,8,41.2,482,+4,3.4,9,9,0,2000,125.0,0,15,11,3,56,14,14,12,11,34.6,478,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シャイニープレット,2,21.8,3,5,12,486,-2,0,3,56.0,8,4,0,2200,137.0,0,15,3,3,56,15,15,13,12,36.7,488,0,0.4,9,7,0,2000,124.0,0,10,10,3,55,7,7,9,9,36.6,488,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グランジェット,5,60.4,3,6,3,460,-4,0,3,53.0,9,7,0,2000,124.2,1,13,3,3,56,6,5,5,7,36.8,464,-4,0.9,9,8,0,2000,125.0,0,15,3,3,56,3,3,3,5,35.4,468,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマカツマッハ,13,49.5,4,7,2,512,+4,0,3,56.0,9,7,0,2400,152.9,0,10,10,3,56,1,1,1,1,35.5,508,-6,0.8,10,14,0,2000,127.6,2,18,2,3,53,5,4,6,11,41.0,514,+4,3.0,8,14,0,2000,125.6,0,16,2,3,56,13,13,13,11,38.7,510,+4,2.7,8,8,1,1800,120.4,0,11,2,3,55,5,4,6,7,42.9,506,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エガオノメガミ,14,5.3,4,8,2,480,-2,1,3,54.0,7,13,0,2000,123.9,0,18,4,3,54,13,13,16,17,34.5,482,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ワンダーグロウス,17,545.5,5,9,1,476,-6,1,3,54.0,9,14,1,1800,119.4,1,15,4,3,54,9,9,15,15,40.5,482,0,2.8,8,14,0,2000,129.6,0,16,2,3,54,4,4,10,12,38.2,482,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アメジストヴェイグ,9,3.1,5,10,0,504,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
