馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
アーブルルージュ,7,11.7,1,1,8,442,+2,1,3,53.0,4,5,0,1800,1:48.4,0,14,1,5,53,13,13,0,0,33.6,440,-6,0.1,3,5,0,2000,2:03.6,0,16,9,10,52,15,15,15,12,35.9,446,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エレンボーゲン,9,24.8,2,2,7,446,+10,1,3,51.0,4,3,0,2000,2:04.1,0,16,10,12,51,3,3,3,2,36.2,436,-14,0.6,3,11,0,2600,2:45.2,0,16,10,7,54,16,16,13,12,37.2,450,+18,2.3,5,7,1,1600,1:40.7,1,14,5,1,54,8,6,0,0,38.5,432,-4,1.9,5,5,0,2000,2:02.9,0,8,6,4,54,4,5,4,0,35.2,436,-2,0.7,6,8,0,1800,1:52.4,0,13,4,4,54,9,9,8,8,35.1,438,0,1.0
プリンセスシャイン,15,164.6,2,3,8,402,+12,1,3,51.0,4,8,0,1800,1:48.8,0,14,3,14,51,4,4,0,0,34.9,390,+2,0.5,5,11,0,2000,2:02.8,0,14,4,13,51,4,5,5,0,35.7,388,0,2.1,6,12,1,1800,1:59.4,0,16,3,12,51,9,9,12,15,41.9,388,-4,4.1,6,8,0,1800,1:50.5,0,16,11,16,51,8,8,10,9,35.5,392,+2,1.4,6,13,0,1600,1:40.3,0,16,3,11,53,6,8,12,0,36.2,390,0,1.2
シビックテック,5,22.9,3,4,7,426,+8,1,3,54.0,4,4,0,2000,2:04.4,0,16,7,11,53,12,14,10,10,36.0,418,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ベストデイエヴァー,13,137.1,3,5,9,444,+6,1,3,51.0,5,15,1,1400,1:30.3,1,16,12,11,51,16,16,0,0,38.4,438,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ビジュティエ,8,4.2,4,6,2,404,0,1,3,54.0,5,2,0,1800,1:47.9,2,16,12,11,54,16,16,16,0,34.4,404,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サクラテゾーロ,10,170.9,4,7,10,428,+12,1,3,51.0,5,17,0,1400,1:24.2,1,18,15,13,54,15,15,0,0,35.2,416,+4,2.3,5,12,1,1400,1:29.8,1,16,14,9,54,15,15,0,0,38.2,412,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マリノオードリー,6,93.4,5,8,1,468,+10,1,3,53.0,3,9,0,1800,1:49.9,0,16,4,8,54,13,13,13,12,36.1,458,+6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,2000,2:04.7,0,16,16,10,54,4,5,4,4,37.3,452,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スパークオブライフ,1,6.7,5,9,7,398,+4,1,3,51.0,4,4,0,1800,1:48.3,0,16,16,2,51,5,6,0,0,34.1,394,+4,0.2,4,2,0,1800,1:48.9,0,12,11,3,51,8,7,0,0,33.5,390,+2,0.2,3,3,0,1800,1:50.0,0,16,7,8,51,13,13,11,10,35.5,388,-10,0.3,5,4,0,1800,1:50.6,0,16,8,9,52,11,11,11,0,34.2,398,-8,0.8,5,9,0,1600,1:37.9,0,18,11,11,54,15,12,0,0,34.0,406,0,1.1
グロリアーナ,4,2.0,6,10,8,510,-6,1,3,54.0,5,3,0,1800,1:48.5,0,17,10,1,54,6,3,3,0,34.2,516,+18,0.6,6,2,0,2000,2:01.3,0,14,4,2,51,3,3,4,3,35.9,498,-10,0.2,3,2,0,1800,1:53.5,0,10,4,1,54,4,4,3,3,35.6,508,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
