リッキー,10,107.3,1,1,3,488,-24,0,4,57.0,1,13,1,1700,1700 1,0,14,13,10,57,4,7,9,14,40.4,512,-2,3.5,7,10,1,1800,1800 1,1,15,3,8,57,13,13,12,9,38.0,514,-6,2.2,8,11,1,1800,1800 1,0,13,12,6,56,4,5,5,7,39.4,520,+4,1.5,9,7,1,2000,2000 2,0,11,3,3,56,6,6,7,8,39.0,516,+4,0.6,9,12,1,1800,1800 1,3,14,7,10,54,10,9,10,11,38.7,512,+6,2.0
グレルグリーン,13,3.6,2,2,2,454,+2,0,3,54.0,1,5,0,2000,2000 2,1,10,6,2,54,7,7,7,4,36.0,452,+6,0.8,5,4,0,2000,2000 1,0,9,2,3,56,4,4,4,0,34.0,446,-2,0.6,6,3,0,1800,1800 1,0,10,7,5,56,10,10,9,9,33.7,448,+6,0.0,6,1,0,1600,95.2,0,16,15,2,56,11,11,10,0,35.5,442,-4,-0.3,5,4,0,1800,1800 1,0,16,2,4,56,5,5,6,0,34.7,446,-2,0.2
エピローグ,4,39.7,3,3,2,456,-4,1,3,51.0,1,8,0,1500,1500 1,0,14,9,11,52,5,5,5,0,35.3,460,+2,0.8,1,5,0,1800,1800 1,0,7,7,5,52,1,1,1,1,36.8,458,-8,1.0,2,10,0,2000,2000 2,0,12,11,6,52,4,4,4,4,38.5,466,+16,1.8,8,4,0,2200,136.3,0,8,2,4,54,7,7,4,3,34.8,450,-2,1.2,6,2,0,1800,1800 1,0,10,4,7,54,1,1,1,1,34.5,452,0,0.1
ギンコイエレジー,9,29.0,3,4,0,470,-8,1,4,55.0,1,4,0,1500,1500 1,1,14,11,9,55,7,8,8,0,36.3,478,+2,0.9,1,7,0,1500,1500 1,0,14,4,8,55,7,5,7,0,35.1,476,+10,0.7,8,10,0,1400,81.7,0,13,12,12,55,13,12,0,0,33.3,466,0,0.4,8,7,0,1400,81.4,0,12,1,1,55,3,3,0,0,35.7,466,+2,0.7,7,4,0,1400,1400 1,0,17,13,5,52,15,16,0,0,33.3,464,+16,0.1
ミラーミラー,12,5.8,4,5,7,414,+4,1,3,49.0,2,1,0,2000,2000 2,0,12,5,3,54,9,9,5,4,35.9,410,+12,-0.1,8,6,0,2000,2000 2,0,15,3,3,54,9,9,9,9,36.1,398,-6,1.0,9,2,0,2000,2000 2,0,12,1,6,54,7,7,7,8,35.5,404,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タンタグローリア,2,6.3,4,6,24,420,+16,1,5,54.0,7,4,0,1600,1600 1,0,14,10,4,52,7,6,6,0,34.4,404,+10,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2000,2000 2,1,13,8,3,55,4,3,2,2,36.2,394,+6,0.2,1,3,0,1800,1800 1,0,12,7,2,55,7,8,8,7,35.1,388,-8,0.2,2,8,1,1700,1700 1,2,13,13,3,55,5,5,5,5,38.5,396,+4,1.0
カリブメーカー,7,211.2,5,7,1,516,0,1,4,55.0,1,10,0,1500,1500 1,0,14,3,8,55,13,13,14,0,35.5,516,+6,2.2,1,9,1,1700,1700 1,0,12,5,10,55,4,5,7,8,38.9,510,0,2.3,2,10,1,1700,1700 1,0,13,9,6,54,8,7,9,10,39.3,510,0,1.7,2,2,1,1700,1700 1,2,14,1,7,54,14,14,14,12,39.1,510,-2,0.2,9,4,1,1800,1800 1,0,9,7,3,55,6,6,6,4,39.2,512,+20,1.4
クリノアリエル,1,4.5,5,8,0,416,+10,1,4,55.0,1,2,0,1500,1500 1,1,14,7,3,55,6,6,4,0,36.0,406,+2,0.2,1,4,0,1500,1500 1,0,14,6,5,55,14,11,12,0,34.4,404,+6,0.4,9,2,0,1600,95.5,0,17,14,13,55,9,9,0,0,34.9,398,-18,0.2,-1,1,1,1870,1870 2,1,12,8,1,54,2,2,2,2,39.2,416,-2,0.0,-1,1,1,1870,1870 2,0,12,1,1,55,3,3,3,2,38.5,418,-1,-0.2
ダイイチターミナル,6,39.1,6,9,2,442,-8,0,5,57.0,4,10,0,1600,94.8,0,15,10,6,57,12,12,0,0,33.9,450,+4,1.2,5,8,0,1600,1600 1,0,12,11,6,57,6,6,0,0,34.9,446,-8,1.2,5,2,0,1600,1600 1,0,16,4,4,57,7,8,0,0,34.5,454,0,0.3,4,4,0,1800,107.5,0,15,11,7,57,12,11,0,0,33.3,454,-8,0.2,6,11,0,1800,1800 1,0,15,1,10,53,11,10,12,12,34.7,462,-2,1.0
ラブラブラブ,8,15.7,6,10,2,460,+2,1,4,55.0,1,5,0,1800,1800 1,0,14,4,8,55,14,14,13,13,34.8,458,-6,0.6,2,9,0,2000,2000 2,0,9,2,7,55,2,2,2,2,36.3,464,+4,1.5,2,7,0,1800,1800 1,0,12,2,8,55,12,12,11,11,35.5,460,+26,0.6,3,16,0,2000,2000 2,0,16,9,9,53,16,16,16,16,35.4,434,-10,1.6,4,5,0,1800,106.6,0,17,12,6,53,10,10,0,0,34.1,444,+12,0.4
ピースフルサンデー,14,63.2,7,11,4,440,-4,0,3,54.0,1,6,0,2000,2000 2,0,9,3,5,54,4,4,4,5,36.6,444,-4,1.5,7,7,0,2000,2000 2,2,11,4,9,54,9,8,8,8,36.2,448,-2,1.3,9,10,0,2000,2000 2,1,11,11,11,56,11,11,10,2,36.4,450,+2,1.7,7,1,0,2000,2000 2,0,14,1,5,56,6,7,7,6,35.5,448,-4,-0.3,10,3,0,1800,1800 1,0,16,5,10,55,14,12,13,11,36.3,452,-14,0.2
マイネルザウバア,3,8.0,7,12,0,452,0,0,5,57.0,1,4,0,1800,1800 1,1,10,3,4,57,1,1,1,1,35.7,452,+8,0.3,3,9,0,1800,1800 1,0,13,11,4,57,1,1,1,1,35.4,444,-4,0.5,3,3,0,1800,1800 1,0,13,2,3,57,2,1,1,1,36.3,448,-4,0.2,5,7,0,1800,1800 1,0,10,1,2,57,1,1,1,0,34.5,452,-4,0.6,10,2,0,1800,1800 1,0,8,7,3,57,1,1,1,1,35.5,456,-4,0.0
メイショウハナグシ,11,19.0,8,13,3,470,0,1,3,52.0,1,6,0,1800,1800 1,0,11,10,5,52,6,6,5,5,37.1,470,-18,1.2,2,8,0,1800,1800 1,0,14,9,5,52,9,8,8,8,36.0,488,+16,0.3,6,11,0,1800,1800 1,0,13,1,7,54,8,6,7,6,35.0,472,+2,1.6,8,1,0,2000,2000 2,0,16,14,5,54,4,4,4,2,35.3,470,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リュクスポケット,5,13.2,8,14,2,514,+2,0,4,57.0,1,11,0,1800,1800 1,0,14,14,6,57,4,3,2,3,37.1,512,0,1.8,2,3,0,1800,1800 1,0,14,6,4,57,1,1,1,1,36.4,512,0,0.1,9,8,0,1600,95.8,0,17,11,9,57,3,3,0,0,35.7,512,+4,0.5,3,11,0,1200,1200 1,0,16,13,4,57,12,15,0,0,35.4,508,+6,0.9,7,16,1,1800,1800 1,3,16,14,4,54,3,3,2,9,46.4,502,-4,8.9
