テイエムソレイユ,4,4.2,1,1,2,496,+4,1,4,55.0,1,1,1,1700,1700 1,2,13,1,1,55,12,12,2,2,35.8,492,-6,-0.8,2,3,1,1700,1700 1,1,12,10,1,55,11,11,9,9,38.1,498,0,0.8,2,2,1,1700,1700 1,0,10,2,1,55,8,8,9,5,36.6,498,0,0.1,2,3,1,1700,1700 1,2,9,2,3,55,2,2,2,2,36.7,498,+2,1.2,6,2,1,1800,1800 1,0,13,6,1,55,7,8,2,1,38.4,496,+6,0.2
レコンキスタ,3,54.5,2,2,6,492,-8,0,5,57.0,2,8,1,1700,1700 1,1,12,10,8,57,4,6,7,7,39.0,500,-4,1.7,2,8,1,1700,1700 1,1,11,10,8,57,3,5,4,4,39.3,504,+14,1.4,3,6,1,1700,1700 1,0,15,4,3,54,5,5,9,4,39.1,490,-4,0.6,6,3,1,1800,1800 1,0,15,8,14,56,6,6,3,3,39.0,494,-8,0.5,5,13,1,1600,1600 1,0,16,10,15,56,3,2,0,0,39.6,502,+4,2.1
レジェンディスト,13,8.9,3,3,24,474,+18,1,4,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,1,1800,1800 1,1,14,10,2,55,5,4,5,6,38.5,456,-4,1.6,8,1,1,1800,1800 1,0,16,4,1,54,1,1,1,1,37.2,460,-4,0.0,7,2,1,1800,1800 1,0,10,6,1,53,2,2,1,2,39.2,464,+14,0.2,8,1,1,1800,1800 1,1,12,10,4,53,1,1,1,1,37.7,450,0,-1.8
ヴィーグリーズ,6,91.5,3,4,1,468,0,0,5,57.0,1,1,1,1700,1700 1,1,14,5,10,57,6,6,5,5,38.8,468,-2,-0.1,5,10,1,1600,1600 1,0,16,5,16,55,12,11,0,0,37.8,470,0,1.0,5,11,1,1600,1600 1,2,15,5,12,55,6,6,0,0,37.9,470,+2,2.3,6,7,1,1800,1800 1,0,11,3,10,55,6,6,7,8,38.3,468,-2,1.8,6,10,1,1800,1800 1,0,15,15,15,55,14,14,15,13,39.5,470,-2,1.4
スズカロング,2,11.7,4,5,2,494,+6,0,5,57.0,1,3,1,1700,1700 1,1,14,14,9,54,8,9,8,4,37.5,488,+4,0.4,7,9,1,1800,1800 1,2,16,6,11,57,11,12,9,11,37.0,484,+4,1.1,9,3,1,2000,2000 2,2,12,11,8,57,8,8,7,8,38.7,480,-4,0.6,5,9,1,2100,2100 2,0,16,14,9,57,9,9,11,11,38.9,484,-6,1.8,6,4,1,2400,2400 2,1,10,8,2,57,3,3,7,7,37.5,490,+2,1.1
ラムセスバローズ,9,7.5,4,6,16,508,0,0,4,57.0,5,11,1,1600,1600 1,2,16,7,1,57,7,8,0,0,37.0,508,+4,0.9,5,3,1,1600,1600 1,0,16,16,1,57,11,12,0,0,37.2,504,+12,0.4,5,2,1,1600,1600 1,0,16,15,1,56,3,3,0,0,36.2,492,+4,0.0,5,3,1,1600,1600 1,1,16,8,8,55,3,3,0,0,36.7,488,-10,0.3,3,13,1,1700,1700 1,0,15,1,3,54,13,13,13,14,38.1,498,+10,2.2
ホノカ,14,57.9,5,7,13,476,0,1,5,55.0,5,16,1,1400,1400 1,0,16,2,8,55,3,4,0,0,39.3,476,+6,3.0,9,6,1,1400,1400 1,1,15,8,5,55,1,1,0,0,37.8,470,-6,0.6,6,8,1,1800,1800 1,1,16,9,13,53,1,1,1,1,40.5,476,-4,0.8,5,1,1,1400,1400 1,0,16,6,8,53,2,2,0,0,37.5,480,0,-0.1,7,3,1,1800,1800 1,0,10,2,7,53,1,1,1,1,38.0,480,-12,0.5
サトノゲイル,5,12.5,5,8,1,460,-6,0,4,57.0,1,3,1,1700,1700 1,0,12,10,5,57,7,8,6,5,37.3,466,0,0.7,1,6,1,1700,1700 1,0,12,8,6,57,11,11,11,9,36.3,466,0,0.3,8,12,1,1800,1800 1,0,16,5,6,57,8,8,8,5,37.8,466,+10,1.4,3,3,1,1700,1700 1,0,15,14,14,57,7,5,5,6,38.2,456,-4,0.4,10,13,1,1700,1700 1,1,16,14,7,55,10,10,9,9,38.9,460,-4,2.3
スーパーライナー,12,15.5,6,9,20,486,-8,0,6,57.0,9,12,1,1800,1800 1,0,16,4,1,57,10,10,10,11,38.4,494,-4,1.7,9,5,1,1800,1800 1,1,14,4,2,57,10,9,10,9,37.4,498,-2,0.7,8,3,1,1800,1800 1,1,14,8,2,57,5,5,5,5,36.8,500,+12,0.2,9,2,1,1800,1800 1,0,12,11,9,57,5,6,5,5,36.5,488,-6,0.4,8,5,1,1800,1800 1,1,12,9,10,57,11,11,11,10,36.5,494,+4,0.8
グランサム,8,50.9,6,10,25,466,-8,2,4,57.0,6,15,0,1600,99.2,2,16,3,10,57,4,5,11,0,38.8,474,-4,3.3,6,12,0,2000,2000 2,0,12,6,5,56,5,5,4,4,36.5,478,+4,1.4,6,4,0,1800,1800 1,0,14,2,3,56,4,5,5,5,35.6,474,+4,0.2,4,1,1,1800,1800 1,1,8,6,2,55,2,2,2,2,37.6,470,-4,0.0,4,1,1,1800,1800 1,2,15,8,2,56,1,2,2,1,39.5,474,+10,-0.7
クアトレフォイル,10,224.2,7,11,4,498,+6,0,4,57.0,1,9,0,2600,2600 2,0,9,3,9,57,3,3,5,9,41.3,492,+2,5.4,5,9,0,2400,2400 2,1,11,2,8,54,1,1,1,1,39.2,490,-8,3.1,5,15,1,2100,2100 2,0,16,4,12,57,7,9,10,13,40.2,498,+4,3.3,9,1,1,1800,1800 1,1,9,9,3,57,3,3,3,2,37.6,494,0,0.0,10,5,1,1700,1700 1,1,13,10,3,56,3,3,3,4,38.8,494,+10,1.2
ライジングドラゴン,1,4.8,7,12,1,446,+2,0,4,57.0,1,1,1,1700,1700 1,1,14,1,2,57,2,2,5,2,36.3,444,-2,-0.2,1,2,1,1700,1700 1,0,12,2,5,57,4,3,5,3,37.6,446,+20,0.9,7,10,1,1400,1400 1,0,16,13,6,56,11,10,0,0,38.2,426,-10,1.3,1,2,1,1700,1700 1,0,14,7,9,54,4,3,4,6,38.0,436,-6,0.2,2,5,1,1700,1700 1,1,10,2,5,53,2,2,2,2,39.1,442,-2,0.5
ベイコート,11,4.0,8,13,3,500,+10,1,3,52.0,1,1,1,1700,1700 1,0,12,12,2,52,3,4,2,1,36.7,490,-8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,1800,1800 1,1,16,9,4,53,8,8,7,6,40.1,498,-2,1.4,3,1,1,1700,1700 1,0,15,13,2,54,4,5,3,2,37.9,500,+8,0.0,10,9,0,1800,1800 1,0,16,12,9,54,6,7,7,9,35.9,492,0,1.9
フクノグリュック,7,50.1,8,14,5,520,+4,0,7,57.0,2,6,1,1700,1700 1,0,13,10,11,57,10,10,8,8,37.9,516,+2,1.1,2,2,1,1700,1700 1,1,14,13,10,54,14,14,13,11,38.7,514,0,0.0,5,8,1,1300,1300 1,0,16,4,10,57,13,14,0,0,35.8,514,-6,0.7,9,9,1,1400,1400 1,1,15,10,13,57,14,13,0,0,36.3,520,+2,0.9,5,7,1,1400,1400 1,0,14,3,11,57,8,9,0,0,36.4,518,0,0.7
