馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ランドヘルメース,2,72.2,1,1,3,488,+2,0,4,57.0,9,8,1,1800,0,0,11,1,4,57,4,4,4,4,39.1,486,+4,1.4,7,8,1,1800,0,1,13,5,4,56,10,10,9,9,39.1,482,+4,2.1,10,5,1,1700,0,0,11,4,4,55,10,9,9,8,38.1,478,-3,1.9,-1,1,1,1870,0,0,12,4,4,56,6,6,2,1,39.6,481,+1,-0.1,-1,1,1,1400,0,0,10,3,4,57,6,6,2,2,38.7,480,-6,0.0
キングレイスター,7,138.5,2,2,1,488,-3,0,5,57.0,-1,3,1,1400,0,0,8,4,5,57,5,3,3,0,38.8,491,-7,0.9,8,11,1,1800,0,0,16,9,5,57,12,13,14,13,38.8,498,+8,1.8,7,7,1,1800,0,0,15,8,5,57,10,10,9,9,39.5,490,-4,2.3,8,9,1,1400,0,0,16,16,5,55,6,7,0,0,37.6,494,+2,1.3,10,9,1,1700,0,0,15,16,5,55,8,7,3,3,39.7,492,+10,2.3
ジョースターライト,5,4.1,3,3,27,474,+2,0,6,57.0,8,2,1,1800,0,1,11,3,6,57,9,9,7,6,37.1,472,+4,0.3,9,5,1,2000,0,3,16,4,6,57,6,6,6,6,38.2,468,+4,0.9,9,3,1,2000,0,2,11,11,6,57,3,3,2,2,37.4,464,0,0.4,7,5,1,1900,0,0,15,13,6,57,6,7,2,2,38.3,464,-6,0.8,9,3,1,1800,0,0,13,13,6,57,1,1,1,1,39.4,470,+4,0.1
ゴッドスパロウ,12,126.9,3,4,0,530,-6,0,4,57.0,9,12,1,1800,0,1,12,11,4,57,10,10,2,4,41.0,536,0,3.1,9,12,1,2000,0,1,13,9,4,57,3,3,3,8,40.8,536,+10,3.7,9,10,1,2000,0,1,16,15,4,53,14,14,14,14,37.7,526,0,1.7,3,10,1,1700,0,0,15,10,4,55,12,12,10,10,38.5,526,-6,1.6,1,7,1,1700,0,3,14,6,4,54,11,11,10,6,37.5,532,+6,2.0
アルムチャレンジ,6,27.8,4,5,42,506,+8,0,5,57.0,9,6,1,1800,0,3,14,3,5,57,10,9,8,6,38.2,498,+4,1.1,8,10,0,2400,0,0,14,8,5,53,8,7,8,8,36.3,494,0,1.0,8,6,0,2200,0,1,8,3,5,55,7,8,8,8,34.8,494,0,1.1,8,8,1,1800,0,2,16,14,5,55,13,13,14,15,37.6,494,+4,0.9,8,5,1,1900,0,3,14,12,5,55,10,9,9,9,36.3,490,+8,1.1
セヴィルロアー,4,15.1,4,6,8,482,-8,0,5,57.0,8,10,1,1400,0,0,16,7,5,57,13,13,0,0,37.0,490,-2,1.3,8,6,1,1400,0,0,16,13,5,57,8,8,0,0,37.6,492,+8,0.5,8,4,1,1400,0,0,15,8,5,57,8,9,0,0,37.3,484,+4,0.9,9,5,1,1400,0,3,16,8,5,57,12,13,0,0,36.4,480,-4,0.8,9,5,1,1800,0,3,12,7,5,57,4,3,4,5,37.7,484,+10,0.3
テイエムヨハネス,8,6.8,5,7,3,506,0,0,4,57.0,7,9,1,1400,0,0,16,16,4,57,6,5,0,0,37.7,506,-4,0.7,9,5,1,1800,0,1,11,11,4,57,7,7,7,6,37.4,510,0,0.9,8,7,1,1200,0,1,14,9,4,57,13,11,0,0,36.0,510,+12,0.7,10,4,1,1700,0,0,15,4,4,54,5,6,7,8,37.2,498,-4,0.3,7,5,1,1800,0,3,16,3,4,54,15,16,15,16,37.4,502,+2,0.8
シエラネバダ,9,5.6,5,8,2,506,0,0,4,57.0,9,4,1,2000,0,1,13,8,4,57,6,5,3,3,38.1,506,-2,0.8,9,3,1,2000,0,1,9,8,4,57,9,9,8,7,37.9,508,+2,0.7,9,13,0,2600,0,1,17,15,4,55,15,15,14,13,37.8,506,+2,2.2,7,9,0,2200,0,0,15,6,4,55,12,11,9,9,35.9,504,-4,1.4,8,5,0,2000,0,0,14,8,4,55,12,12,10,8,35.0,508,-2,0.3
エクスパートラン,1,37.1,6,9,1,454,-8,0,4,57.0,3,11,0,2600,0,0,15,1,4,57,12,12,13,13,39.7,462,+4,4.5,10,5,1,2400,0,3,9,1,4,56,2,3,5,4,37.3,458,0,0.3,10,5,1,1700,0,1,13,10,4,56,11,11,4,5,37.7,458,-4,0.8,8,7,1,1900,0,0,16,9,4,56,14,13,13,14,37.2,462,+4,1.2,7,8,1,1800,0,1,16,1,4,55,12,12,12,11,38.3,458,-4,1.3
タピゾー,3,3.6,6,10,1,490,-2,0,5,57.0,9,3,1,1800,0,0,10,3,5,57,1,1,1,1,37.9,492,-8,1.0,9,4,1,1800,0,0,11,2,5,57,2,2,2,1,38.8,500,+6,0.7,2,10,1,1700,0,0,14,9,5,57,3,3,2,4,40.0,494,+4,1.0,2,3,1,1700,0,1,10,2,5,57,4,3,2,2,38.6,490,0,0.5,2,5,1,1700,0,0,9,2,5,57,8,8,4,3,40.4,490,-4,3.2
