馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
コスモエスパーダ,2,3.5,1,1,2,468,0,0,3,56.0,6,4,0,1600,95.7,0,16,7,3,56,2,2,2,0,37.0,468,-4,0.5,5,3,0,1600,95.9,0,16,4,3,56,2,2,0,0,34.2,472,-2,0.2,5,4,0,1600,95.4,0,16,14,3,56,3,3,0,0,35.1,474,+26,0.5,3,14,0,1200,72.4,0,16,3,3,54,14,12,0,0,36.3,448,+6,1.3,3,5,0,1200,70.8,0,15,1,3,54,7,6,0,0,34.7,442,0,0.7
プロース,12,155.4,1,2,0,464,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒバナ,16,124.7,2,3,11,426,0,1,3,51.0,6,16,0,1600,97.2,0,16,10,3,51,16,16,16,0,37.0,426,-6,2.9,5,17,0,1400,85.9,0,18,17,3,51,15,17,0,0,35.5,432,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピュアデボーション,7,48.1,2,4,11,444,-4,1,3,54.0,6,11,0,1600,96.3,0,16,5,3,54,9,6,6,0,37.7,448,+4,2.0,6,4,0,1600,97.4,0,16,10,3,54,2,2,2,0,35.9,444,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニシノプレジール,6,4.1,3,5,10,408,-10,1,3,54.0,6,2,0,1600,96.1,0,16,4,3,54,11,12,11,0,35.8,418,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グランツリヒター,1,5.1,3,6,1,490,+2,0,3,55.0,6,3,0,1600,96.1,0,16,2,3,56,6,5,5,0,36.0,488,+2,0.4,6,9,1,1800,121.3,0,16,4,3,56,1,1,1,1,43.0,486,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フローラルティアラ,13,54.5,4,7,0,460,0,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロードストライク,4,8.9,4,8,0,472,0,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リンラン,11,51.4,5,9,16,464,-4,1,3,54.0,6,9,0,2000,123.8,0,18,13,3,54,6,6,3,4,37.1,468,+2,0.8,3,9,0,2000,125.0,0,11,8,3,54,2,2,4,4,35.7,466,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
モンスタープリンス,15,48.6,5,10,29,496,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テンフライト,14,258.6,6,11,13,402,-4,1,3,54.0,6,13,1,1200,76.8,0,16,4,3,54,4,4,0,0,41.9,406,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ファンシーラン,5,18.1,6,12,10,420,0,1,3,54.0,6,8,0,1600,96.4,0,16,15,3,53,2,6,5,0,37.3,420,+4,1.0,6,2,0,1600,99.5,0,16,15,3,53,3,5,3,0,35.7,416,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カウムディー,10,8.6,7,13,1,462,+4,1,3,54.0,7,5,0,1600,94.8,0,16,1,3,54,1,1,1,0,36.6,458,-8,1.1,10,7,0,2000,126.1,2,18,8,3,54,1,1,1,2,40.4,466,0,1.5,10,6,0,1800,109.4,0,16,7,3,54,1,1,1,1,36.9,466,-8,0.5,6,9,0,1600,95.8,0,16,14,3,51,12,13,14,0,36.2,474,+12,1.5,3,3,0,1800,111.3,0,11,10,3,51,2,1,1,1,37.8,462,-10,0.4
アイコニック,8,28.6,7,14,0,444,0,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サトノルミナス,9,8.4,8,15,26,464,0,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,1600,97.6,0,16,5,3,54,13,14,13,0,34.9,464,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レディオスカル,3,186.5,8,16,15,440,-2,1,3,54.0,7,11,0,1600,96.3,0,16,7,3,54,13,13,14,0,36.0,442,-4,1.6,5,11,0,1600,96.6,0,15,3,3,54,15,15,0,0,34.0,446,+4,0.9,5,6,0,1600,96.6,0,18,18,3,54,17,17,0,0,34.1,442,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
