馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ピクシーメイデン,6,1.8,1,1,5,444,-8,1,3,52.0,8,3,1,1800,115.0,0,15,5,3,54,10,10,8,6,38.0,452,-8,0.5,9,4,1,1800,116.1,0,16,16,3,54,11,11,8,8,38.6,460,-8,0.6,7,7,1,1800,118.2,1,12,11,3,54,12,12,10,10,39.8,468,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラストシーン,12,138.4,2,2,1,470,0,1,3,51.0,9,12,1,1400,88.3,0,16,7,3,51,14,13,0,0,38.7,470,+10,2.1,10,12,0,1200,72.0,1,18,8,3,53,12,14,0,0,36.1,460,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ガーデンガーデン,5,11.6,3,3,1,462,-2,1,3,54.0,9,12,0,1600,96.9,0,18,1,3,54,10,10,0,0,35.1,464,+4,0.8,8,4,0,1600,94.6,0,17,5,3,54,5,5,0,0,35.7,460,+6,0.4,8,7,0,1400,81.9,0,18,14,3,54,4,6,0,0,35.4,454,-6,0.8,8,10,1,1400,89.3,1,16,16,3,54,15,15,0,0,38.5,460,-8,1.5,8,10,1,1400,89.2,0,16,16,3,54,4,5,0,0,38.8,468,0,1.4
マラスキーノ,7,22.6,4,4,1,432,-2,1,3,54.0,9,7,1,1800,116.4,0,15,4,3,54,11,11,11,10,39.5,434,+6,1.6,8,8,1,1400,87.9,0,16,1,3,54,11,11,0,0,39.5,428,+2,2.6,9,6,1,1800,118.3,0,12,11,3,53,10,10,7,4,37.9,426,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パイオニアプライド,11,7.7,5,5,3,466,-6,1,3,54.0,4,15,0,2000,125.9,0,16,9,3,54,8,9,14,14,37.1,472,+8,2.4,9,11,0,1800,110.0,0,14,13,3,54,13,10,0,0,36.4,464,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サニーバレット,4,34.6,5,6,4,468,0,1,3,51.0,4,7,0,2400,152.8,0,11,7,3,51,3,3,3,3,35.5,468,+6,0.8,9,8,0,2200,137.0,0,18,3,3,54,13,13,14,13,37.0,462,-6,1.4,9,13,1,1800,119.7,1,16,6,3,54,12,11,11,11,39.8,468,-2,2.5,10,13,0,2000,123.3,0,18,6,3,51,7,7,13,15,37.7,470,0,1.8,4,9,1,1800,118.0,2,10,2,3,54,5,5,6,6,39.2,470,+2,3.1
エスカルラータ,8,98.8,6,7,3,438,-2,1,3,54.0,4,10,1,1800,119.0,0,15,2,3,53,15,15,15,14,40.0,440,-4,2.7,10,16,0,2000,124.3,0,18,6,3,54,18,18,17,16,37.7,444,+6,3.4,8,9,1,1800,118.8,1,16,3,3,54,16,16,14,13,38.8,438,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マリノフロンティア,3,19.1,6,8,9,460,-8,1,3,51.0,9,11,0,1800,108.9,0,18,4,3,54,10,11,0,0,36.0,468,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ショウナンパルコ,9,13.7,7,9,2,446,0,1,3,54.0,8,9,0,2000,121.7,0,16,4,3,51,9,9,9,9,36.1,446,+10,1.9,3,11,0,1800,111.1,0,16,9,3,54,12,11,11,13,36.6,436,-6,1.4,9,3,0,2000,123.9,1,13,12,3,54,4,5,5,5,36.6,442,-4,0.6,10,14,0,2000,123.4,0,18,5,3,54,9,10,18,17,37.3,446,+2,1.9,7,7,0,2000,122.4,0,16,10,3,54,9,5,3,2,37.3,444,-2,1.3
サイレントクララ,1,17.1,7,10,1,498,-4,1,3,54.0,9,7,1,1800,117.8,0,13,13,3,54,5,5,4,4,38.8,502,-4,1.2,8,9,1,1800,116.8,0,15,8,3,54,15,15,11,11,39.8,506,+8,1.7,7,16,0,1200,71.1,0,18,10,3,51,15,16,0,0,34.8,498,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アマリリステソーロ,2,4.8,8,11,7,432,+4,1,3,54.0,8,6,1,1900,122.9,0,16,8,3,54,8,8,4,4,39.5,428,+2,0.6,9,7,1,1800,118.1,1,16,14,3,54,8,9,9,6,38.6,426,+6,0.9,7,2,1,1800,115.7,0,11,1,3,54,7,7,9,6,39.0,420,+2,0.3,7,14,0,2000,123.7,0,16,7,3,53,5,8,8,10,37.8,418,-4,2.6,8,7,0,1800,109.6,0,9,4,3,54,8,8,0,0,37.1,422,+2,1.6
ピンクダンサー,10,108.5,8,12,1,460,-6,1,3,54.0,9,15,1,1400,89.2,0,16,1,3,54,16,16,0,0,38.3,466,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
