馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ドナプリモ,13,115.9,1,1,7,460,-2,1,4,55.0,4,11,1,1200,1:13.6,0,15,12,9,55,8,8,0,0,37.9,462,+2,1.3,5,15,1,1400,1:28.4,1,16,4,11,55,8,7,0,0,40.4,460,+6,3.5,4,1,1,1200,1:12.2,0,15,13,3,54,4,4,0,0,36.7,454,0,-0.2,3,5,1,1150,1:09.5,2,16,4,2,54,16,15,0,0,36.7,454,0,0.9,5,4,1,1400,1:26.0,1,16,6,1,54,2,2,0,0,38.2,454,-2,0.8
ラテリシウス,9,19.4,2,2,7,514,0,1,3,52.0,5,14,1,1400,1:28.9,0,16,14,12,54,5,5,0,0,40.5,514,+6,4.5,5,14,1,1400,1:29.6,0,15,1,9,54,1,1,0,0,40.6,508,-6,3.1,3,1,1,1700,1:49.9,0,14,12,1,54,1,1,1,1,39.1,514,-2,-0.2,6,12,0,1600,1:38.5,0,15,3,3,54,7,11,13,0,35.0,516,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミュゼット,8,42.5,2,3,2,454,+6,1,4,55.0,5,10,1,1600,1:38.2,2,14,7,11,55,6,6,0,0,37.8,448,-2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,1,1400,1:28.0,0,16,14,7,54,14,13,0,0,39.4,450,+2,2.3,5,8,1,1400,1:24.9,1,16,14,5,53,12,10,0,0,37.9,448,0,2.2,1,4,1,1700,1:47.4,1,14,1,5,52,10,10,10,11,37.9,448,0,1.3
パリスハート,12,166.1,3,4,11,452,+2,1,4,53.0,6,9,1,1800,1:57.8,1,10,8,7,55,3,3,3,2,40.5,450,0,2.7,7,16,0,2000,2:03.0,0,16,3,13,55,14,14,15,16,36.5,450,+6,3.4,-1,1,1,1700,1:53.4,0,7,5,2,55,2,2,2,2,38.6,444,-7,0.0,-1,1,1,1700,1:51.4,0,12,4,3,54,7,7,1,1,39.1,451,+5,-0.5,6,5,1,1800,1:56.1,1,16,7,4,54,4,3,3,2,40.5,446,-4,0.9
ラプターゲイル,11,27.7,3,5,2,452,-2,1,4,55.0,5,9,1,1600,1:38.1,2,14,6,12,55,4,4,0,0,37.8,454,+4,1.2,5,5,1,1600,1:38.8,0,16,10,9,55,7,6,0,0,38.1,450,+2,0.8,5,7,1,1600,1:39.2,0,16,10,8,55,5,5,0,0,38.2,448,+4,0.7,5,3,1,1600,1:40.6,0,11,2,11,55,3,5,0,0,36.9,444,+2,0.6,-1,10,1,1600,1:45.2,0,11,7,9,55,9,9,9,11,40.7,442,+4,1.9
トゥーフラッシー,1,3.8,4,6,9,456,-6,1,3,52.0,4,1,1,1800,1:54.1,1,14,10,1,54,6,5,5,4,38.5,462,-2,-0.1,6,2,1,1800,1:56.5,0,16,15,2,54,4,5,5,4,38.1,464,+2,0.3,6,6,1,1800,1:58.6,0,16,4,1,54,3,3,4,6,40.5,462,+4,2.0,6,2,1,1800,1:57.8,1,16,8,2,54,3,5,4,5,40.1,458,-2,0.4,5,3,1,1600,1:40.1,0,16,3,1,54,1,1,0,0,38.7,460,0,0.5
ベルキューズ,2,4.5,4,7,2,490,+4,1,3,51.0,5,3,1,1600,1:37.7,3,14,11,10,51,12,11,0,0,36.2,486,+4,0.4,8,12,1,1800,1:56.4,1,16,15,14,54,11,11,1,1,43.0,482,-4,3.3,7,1,1,1800,1:55.4,0,11,6,1,54,3,5,4,4,39.3,486,0,-0.3,7,4,1,1800,1:57.8,0,12,3,1,54,9,9,5,5,39.8,486,0,0.3,7,2,1,1800,1:57.1,0,15,8,2,54,14,15,1,1,38.7,486,-8,0.0
フジノシャイン,14,65.9,5,8,7,470,0,1,4,55.0,4,11,1,1800,1:55.1,0,14,6,14,55,10,9,10,10,39.6,470,-4,1.1,4,10,1,1800,1:54.6,1,10,5,8,52,9,9,10,10,38.2,474,+2,1.6,3,7,1,1700,1:49.1,2,15,9,9,55,14,14,11,9,39.5,472,0,2.8,3,14,1,1700,1:48.3,0,15,5,14,53,11,10,13,12,38.5,472,-2,2.1,3,8,1,1700,1:48.2,0,10,4,6,53,8,6,7,7,38.7,474,+2,1.1
ペイシャリサ,5,19.5,5,9,2,478,-16,1,5,52.0,2,6,1,1700,1:46.7,2,9,7,9,55,7,8,8,8,37.3,494,+2,2.7,4,9,1,1800,1:54.6,0,15,6,7,53,9,9,9,9,38.1,492,-2,1.0,4,7,1,1800,1:52.2,3,10,1,6,52,6,5,4,5,37.4,494,+10,0.7,5,7,1,1600,1:39.1,0,16,4,8,52,16,16,0,0,37.0,484,-4,0.8,6,4,1,1800,1:54.3,1,15,12,4,52,9,9,8,6,38.1,488,+10,0.2
アイアムピッカピカ,3,13.6,6,10,7,450,-6,1,3,52.0,5,1,1,1400,1:26.8,0,15,1,2,54,8,8,0,0,37.6,456,-6,0.0,7,3,1,1400,1:26.3,1,16,1,5,54,3,3,0,0,38.7,462,-14,1.0,6,11,0,1600,1:38.8,0,16,8,4,54,16,16,13,0,34.7,476,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ナラトゥリス,15,10.4,6,11,6,462,0,1,4,55.0,4,14,0,1800,1:48.6,0,15,14,11,55,14,11,0,0,34.5,462,-4,1.7,4,12,0,1800,1:47.4,0,17,14,9,53,13,13,0,0,34.6,466,+8,1.2,5,8,0,1800,1:47.9,0,12,6,9,52,6,4,4,0,35.0,458,-4,0.9,4,9,0,1800,1:52.6,2,10,3,5,54,9,10,0,0,36.2,462,+8,2.0,6,7,0,2000,2:02.7,0,11,3,4,54,6,6,7,8,36.0,454,+6,0.9
ネオファルコン,6,92.5,7,12,11,462,-5,1,3,49.0,-1,1,1,1600,1:44.8,1,14,6,7,53,1,1,1,1,39.3,467,-5,-0.3,7,9,1,1800,1:57.5,0,11,9,11,53,3,3,4,4,41.5,472,-2,2.1,10,18,0,1200,1:11.6,0,18,3,16,53,18,18,0,0,35.4,474,+2,2.7,6,12,1,1200,1:15.5,0,16,8,14,54,11,11,0,0,39.2,472,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レーヌミラクル,10,41.2,7,13,4,492,-12,1,6,55.0,5,10,1,1600,1:39.6,0,16,16,10,55,11,13,0,0,38.3,504,+14,1.6,10,8,1,1700,1:47.1,1,16,5,11,55,11,12,11,9,37.9,490,-4,0.8,10,7,1,1700,1:47.4,1,13,12,8,55,10,10,6,7,38.1,494,+4,1.3,5,7,1,1600,1:39.7,0,16,12,10,54,11,11,0,0,38.1,490,+4,1.0,3,13,1,1700,1:47.9,0,15,12,8,54,7,6,4,6,38.9,486,0,1.7
エフルラージュ,4,3.4,8,14,12,484,+2,1,3,49.0,6,1,1,1800,1:56.5,0,15,7,1,54,1,1,1,1,38.3,482,+4,-0.3,6,2,1,1800,1:56.7,0,16,11,2,54,3,3,3,1,39.7,478,-2,0.0,6,7,1,1800,1:57.3,0,16,2,5,54,6,4,12,15,40.6,480,+4,1.8,5,12,0,2000,2:04.6,0,18,3,14,54,18,17,17,0,34.9,476,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デルマカシャーサ,7,12.5,8,15,15,468,+10,1,4,52.0,7,13,1,1200,1:14.5,0,16,10,3,55,12,12,0,0,38.3,458,-6,1.6,7,7,1,1200,1:13.2,1,15,12,2,55,6,6,0,0,36.4,464,-2,0.4,7,3,1,1400,1:26.0,0,16,15,4,52,11,8,0,0,37.6,466,+6,0.3,10,9,1,1700,1:48.2,0,16,13,8,54,3,3,3,3,39.6,460,-6,2.0,10,1,1,1700,1:48.5,1,15,5,1,54,2,3,2,2,38.8,466,-2,-0.2
