馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
カレン,3,9.1,1,1,1,490,+2,1,5,55.0,5,6,0,1600,1:35.7,1,11,11,7,55,8,10,0,0,33.3,488,-2,0.3,6,8,0,1800,1:50.5,0,10,8,10,55,8,9,9,8,34.4,490,+4,1.0,6,8,0,2000,2:03.1,0,14,12,10,55,14,14,14,14,35.7,486,+4,1.1,9,9,0,1600,1:36.4,1,12,11,10,50,7,7,0,0,34.9,482,+6,1.1,9,6,0,1600,1:36.2,0,7,5,7,55,7,7,0,0,34.1,476,-4,0.6
ベルウッドミライ,9,57.6,2,2,2,470,+2,0,5,57.0,5,7,0,2000,2:02.1,0,12,3,9,57,6,7,8,0,33.6,468,-4,0.7,7,6,0,2200,2:15.3,0,13,6,11,57,9,9,9,9,34.8,472,-2,1.0,7,14,0,2200,2:15.2,0,15,6,15,57,13,12,9,7,35.5,474,-8,1.4,6,14,0,2000,2:02.4,0,16,11,16,57,15,15,11,11,35.1,482,+12,1.1,4,8,0,2200,2:17.6,0,9,8,7,57,3,3,3,3,35.7,470,+12,1.2
コペルニクス,7,7.7,3,3,3,454,+8,0,5,57.0,3,4,0,1800,1:49.4,0,16,15,7,56,11,12,12,9,35.7,446,+2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,2000,2:02.4,0,16,13,10,55,7,6,5,6,35.6,444,+6,1.1,-1,1,1,1600,1:43.7,0,10,1,2,56,4,4,4,0,38.7,438,-2,-0.4,-1,3,1,1600,1:44.3,0,8,3,2,56,4,5,3,0,39.7,440,-1,1.2
アングルティール,8,3.2,4,4,6,422,-4,1,4,55.0,7,6,0,1400,1:22.3,0,17,14,1,55,7,8,0,0,34.4,426,0,0.6,7,2,0,1600,1:35.2,0,14,5,2,55,6,6,6,0,34.2,426,-2,0.1,8,8,0,1600,1:35.9,0,16,3,1,54,10,8,0,0,36.4,428,+2,0.8,7,2,0,1400,1:21.4,0,18,15,3,54,10,11,0,0,34.0,426,+4,0.0,9,2,0,1400,1:22.6,2,18,14,5,53,10,11,0,0,34.6,422,+2,0.0
ナンヨーマーズ,4,19.2,5,5,1,454,-6,0,5,57.0,8,9,0,1600,1:34.3,0,15,4,8,56,13,13,0,0,34.5,460,+12,1.1,9,6,0,1600,1:35.7,0,14,1,8,57,13,11,0,0,34.9,448,+2,0.6,10,9,0,1800,1:50.4,0,14,14,3,57,12,12,10,11,34.9,446,-8,0.6,8,6,0,1600,1:35.3,0,16,14,6,56,16,14,0,0,34.6,454,+2,0.7,7,5,0,1600,1:34.9,0,14,13,7,57,14,14,14,0,33.8,452,-8,0.6
カーサデルシエロ,10,12.2,6,6,4,424,-10,1,4,55.0,3,11,0,1200,1:11.1,0,16,13,1,52,13,15,0,0,35.2,434,-2,1.3,7,5,0,1400,1:22.7,1,18,11,2,52,12,12,0,0,34.8,436,+10,0.5,7,8,0,1400,1:21.1,0,18,4,1,54,5,5,0,0,34.5,426,-6,0.7,4,4,0,1400,1:22.6,1,18,2,1,53,5,5,0,0,36.2,432,+2,0.2,9,3,0,1400,1:22.6,2,18,6,1,53,5,4,0,0,35.2,430,-2,0.0
ロードバリスタ,11,13.6,6,7,8,494,+6,2,5,57.0,7,13,1,1800,2:00.9,1,13,13,5,57,2,3,5,9,45.7,488,-2,8.4,10,8,0,1800,1:48.4,0,15,2,7,57,10,10,11,10,36.6,490,+2,0.9,4,3,0,1600,1:36.2,2,18,16,13,57,8,6,0,0,35.6,488,-6,0.3,4,11,0,1800,1:47.4,0,14,7,8,57,2,2,0,0,35.7,494,+10,1.4,7,15,0,1600,1:33.9,0,16,12,10,57,15,15,15,0,34.1,484,-3,0.8
ギャンブラー,5,22.1,7,8,29,518,+4,0,4,57.0,4,10,0,1800,1:47.3,0,14,8,5,55,7,7,0,0,35.1,514,-2,1.3,6,12,0,1800,1:49.4,0,15,10,5,54,10,10,12,10,34.7,516,+4,0.6,1,7,0,2000,2:05.5,1,16,5,3,54,16,16,11,8,37.4,512,+6,1.3,1,4,0,2000,2:02.9,0,13,5,9,54,12,12,12,12,35.5,506,-2,1.0,5,5,1,1600,1:38.9,0,14,7,9,56,5,4,0,0,37.8,508,-12,1.2
ペプチドオーキッド,2,17.1,7,9,1,484,-8,0,4,57.0,8,8,0,1600,1:33.9,0,15,6,10,57,15,15,0,0,33.8,492,+6,0.7,9,11,0,1600,1:35.8,0,15,11,10,57,8,9,0,0,35.0,486,-8,1.6,1,12,1,1700,1:48.0,1,14,4,8,54,13,13,12,10,38.6,494,+14,1.7,7,11,0,2200,2:19.8,1,11,7,9,56,1,1,1,1,37.8,480,+14,2.0,1,1,0,1800,1:51.1,0,13,12,1,54,2,2,2,2,35.1,466,0,-0.2
ウインハイラント,1,5.2,8,10,2,452,+2,0,5,57.0,3,4,0,1800,1:48.9,0,10,3,3,57,6,6,7,6,34.6,450,-6,0.4,10,2,0,1800,1:49.8,0,14,11,4,56,2,2,2,2,35.0,456,+6,0.0,10,4,0,1800,1:48.1,0,15,1,8,56,7,6,7,10,36.6,450,+2,0.6,5,6,0,1800,1:48.9,0,12,13,7,57,5,3,3,0,34.5,448,-19,0.8,-1,1,1,1700,1:51.5,2,10,3,2,56,1,1,1,1,38.8,467,+13,-0.1
