馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ハートウォーミング,4,6.2,1,1,10,450,+4,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,2,1,1800,116.4,0,1,0,0,14,11,3,54,10,8,5,4,39.3,446,-8,0.0,0,0,0,0,0,0,0,1,0,0,4,1,1800,116.2,1,0,0,0,16,7,3,54,11,9,1,1,38.5,454,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ノーチラス,1,7.4,1,2,3,454,-2,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,6,1,1800,116.5,1,0,0,0,16,9,3,54,4,6,2,2,39.3,456,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パルメ,9,22.1,2,3,12,432,-2,0,1,0,3,53.0,0,0,0,0,0,0,0,1,0,0,8,0,1600,97.7,0,1,0,0,16,1,3,54,9,9,0,0,35.8,434,-12,1.1,0,0,0,0,0,0,0,0,1,0,10,0,1600,97.7,0,1,0,0,15,10,3,53,8,9,0,0,35.2,446,+10,1.1,0,0,0,0,0,0,0,1,0,0,8,0,1800,110.8,1,0,0,0,12,4,3,53,10,11,0,0,34.5,436,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クリノクルミチャン,8,211.9,2,4,3,472,+2,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,10,1,1800,117.5,1,0,0,0,16,2,3,51,9,10,9,9,39.3,470,-4,1.8,0,0,0,0,0,0,0,0,1,0,9,1,1800,116.8,0,1,0,0,12,11,3,53,10,10,9,9,39.6,474,-4,2.0,0,0,0,0,0,0,0,1,0,0,6,1,1800,118.0,1,0,0,0,8,1,3,51,5,5,7,7,39.9,478,-4,1.7,0,0,0,0,0,0,0,1,0,0,4,1,1800,116.3,1,0,0,0,16,3,3,51,13,13,15,12,38.0,482,+4,1.6,0,0,0,0,0,0,0,1,0,0,7,1,1400,87.7,1,0,0,0,16,11,3,51,16,16,0,0,38.3,478,0,2.7
タガノハツコイ,11,4.6,3,5,2,472,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,2,1,1800,117.2,0,1,0,0,16,11,3,54,3,3,3,2,38.1,470,-6,0.0,0,0,0,0,0,0,0,0,1,0,2,1,1800,117.0,0,1,0,0,12,9,3,54,5,4,5,3,38.7,476,+2,0.1,0,0,0,0,0,0,0,1,0,0,2,1,1800,117.2,1,0,0,0,16,8,3,54,2,2,2,2,39.2,474,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ビディー,12,294.7,3,6,4,416,+2,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,10,1,1800,118.6,0,1,0,0,12,6,3,54,11,11,12,11,39.8,414,-2,2.0,0,0,0,0,0,0,0,0,1,0,6,1,1800,117.1,0,1,0,0,16,7,3,54,12,12,11,9,39.1,416,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
セブンティサン,2,11.0,4,7,3,414,-2,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,2,1,1900,122.6,1,0,0,0,16,7,3,54,1,1,1,1,38.4,416,0,0.1,0,0,0,0,0,0,0,0,1,0,5,1,1800,115.6,0,1,0,0,12,6,3,54,8,8,7,7,38.6,416,-2,0.8,0,0,0,0,0,0,0,0,0,1,3,1,1700,110.0,0,1,0,0,16,14,3,51,11,11,6,5,40.1,418,0,0.3,0,0,0,0,0,0,1,0,0,0,6,1,1400,89.0,0,1,0,0,15,5,3,54,11,9,0,0,38.5,418,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウォーターヴィラ,15,326.7,4,8,26,504,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,1200,77.0,1,0,0,0,15,7,3,54,11,11,0,0,38.2,502,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダイヤーズブルーム,6,22.4,5,9,4,472,-2,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,11,1,1800,118.9,0,1,0,0,12,10,3,54,3,3,2,3,41.9,474,+6,2.3,0,0,0,0,0,0,0,0,0,1,2,1,1700,107.3,0,1,0,0,16,12,3,54,2,2,2,2,39.8,468,-4,0.2,0,0,0,0,0,0,0,1,0,0,5,1,1800,117.4,0,1,0,0,14,8,3,53,3,3,3,5,40.5,472,-4,1.0,0,0,0,0,0,0,0,1,0,0,4,1,1800,116.7,1,0,0,0,16,1,3,53,6,7,9,7,39.1,476,+2,0.2,0,0,0,0,0,0,0,1,0,0,6,1,1800,115.6,0,1,0,0,9,4,3,54,5,5,5,3,40.1,474,-2,1.6
ベルヴィンカ,7,67.3,5,10,0,478,0,0,1,0,3,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
