馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
アイヅリュウコ,10,19.0,1,1,25,474,+4,0,3,54.0,6,1,1,1800,116.4,0,16,3,3,56,14,13,11,7,38.9,470,-2,-0.4,6,2,1,1800,116.5,1,16,16,3,56,13,14,13,10,39.5,472,-2,0.3,5,3,1,2100,137.7,0,16,13,3,56,7,5,5,3,39.0,474,-2,0.2,6,6,1,1800,119.6,0,16,2,3,56,13,14,14,13,40.0,476,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダンスメーカー,6,5.8,2,2,2,482,+2,0,4,56.0,4,3,1,1800,113.2,0,15,7,4,56,6,5,5,4,38.4,480,-2,0.5,4,9,1,1800,114.4,0,15,4,4,56,11,11,12,11,37.9,482,-6,1.4,6,9,1,1800,116.5,0,16,3,4,56,15,14,16,13,39.3,488,+6,1.7,6,5,1,2500,162.4,0,16,5,4,55,12,12,10,5,39.7,482,+2,0.9,5,8,1,2100,133.3,1,13,10,4,54,7,9,9,7,37.7,480,0,1.0
ヒロノワカムシャ,8,34.4,3,3,9,484,+2,2,5,57.0,3,6,1,1700,106.0,2,15,3,5,57,13,13,13,11,36.9,482,-2,0.8,4,8,1,1800,114.5,0,14,4,5,54,11,11,11,11,38.1,484,+2,1.3,4,4,1,1800,112.0,3,10,6,5,57,10,10,9,7,36.4,482,+16,0.5,6,10,1,1800,115.8,0,16,2,5,57,10,11,13,12,38.5,466,-4,1.1,5,4,1,1600,99.4,1,16,4,5,57,13,12,0,0,35.7,470,-6,0.4
エグジットラック,7,30.4,4,4,2,512,0,0,5,57.0,4,9,1,1800,114.3,0,15,4,5,57,14,14,12,12,38.5,512,+4,1.6,6,8,1,1800,116.3,0,11,7,5,57,6,8,11,10,38.0,508,0,2.1,6,7,1,1800,116.7,1,10,9,5,57,9,9,9,9,39.4,508,0,2.8,6,6,1,1800,115.0,0,14,10,5,57,9,9,7,8,38.6,508,-2,1.0,6,7,1,1800,115.4,0,16,11,5,57,16,16,16,11,38.2,510,0,1.1
ワンダーコノシュア,5,11.3,4,5,0,494,-2,0,3,54.0,6,5,1,1800,115.8,0,13,10,3,54,4,4,4,4,39.2,496,+4,1.2,3,1,1,1700,107.2,1,15,8,3,56,10,10,6,4,38.4,492,+2,-0.2,5,2,1,2100,133.0,2,11,1,3,56,9,8,7,5,36.9,490,+2,0.6,5,2,1,2100,131.3,3,16,5,3,53,4,4,3,3,37.5,488,+6,0.2,3,5,1,1700,109.9,0,15,5,3,53,5,5,8,8,39.7,482,+4,1.9
シティーオブスター,1,2.7,5,6,7,492,-4,0,3,54.0,4,1,1,1800,114.6,0,13,12,3,56,2,2,1,1,38.6,496,+16,-0.7,6,13,0,2000,123.7,2,17,10,3,54,8,8,10,10,37.5,480,+8,1.7,4,4,0,2000,124.5,2,10,5,3,54,7,7,7,6,35.8,472,0,0.3,3,4,0,1800,110.9,0,15,7,3,54,1,1,1,2,36.0,472,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パシージョ,11,29.5,5,7,8,458,-10,0,3,51.0,2,7,1,2400,159.4,0,10,3,3,54,10,10,9,7,37.9,468,+4,1.8,5,9,1,2100,134.7,0,16,2,3,54,7,6,11,12,38.8,464,-4,0.9,7,1,1,1900,123.0,0,11,10,3,56,9,9,8,6,38.6,468,-2,0.0,6,12,0,2200,136.4,0,16,7,3,56,14,14,14,12,36.2,470,+20,3.0,6,14,0,2000,126.5,0,14,10,3,54,10,10,9,11,36.6,450,0,2.8
レオ,12,7.8,6,8,21,528,+16,0,3,54.0,5,6,0,2300,140.5,0,8,6,3,56,5,4,4,3,35.6,512,-10,1.2,6,1,0,2200,135.4,0,15,8,3,56,11,11,10,6,36.2,522,-2,-0.2,6,2,0,2000,125.6,1,16,11,3,56,10,11,10,9,37.1,524,-10,0.1,6,16,0,2000,124.5,0,18,7,3,55,17,17,16,18,36.9,534,-2,1.5,6,6,0,2000,124.6,0,11,10,3,55,9,8,9,9,35.6,536,0,0.7
カウンターエア,2,25.7,6,9,9,558,+22,0,3,54.0,3,8,1,1700,106.2,2,15,2,3,54,11,11,11,9,37.4,536,-10,1.0,5,8,1,1600,97.2,2,16,13,3,54,14,14,0,0,36.0,546,+6,0.6,3,1,1,1700,108.3,1,15,5,3,56,12,11,10,8,38.4,540,-6,-0.2,6,13,0,2000,127.3,1,16,7,3,56,12,11,12,11,38.6,546,-2,1.8,8,14,0,1800,114.8,0,16,1,3,56,12,13,0,0,36.7,548,0,2.2
エンドゾーンダンス,13,128.2,7,10,3,472,+8,0,4,54.0,4,11,0,1800,108.5,0,14,4,4,56,9,10,0,0,35.4,464,+6,2.4,4,13,0,1600,95.0,0,15,2,4,57,12,12,0,0,34.0,458,+2,1.4,5,12,0,1400,81.9,0,18,3,4,56,14,11,0,0,34.0,456,-5,0.9,-1,8,0,1700,107.5,0,12,2,4,56,11,10,8,5,37.7,461,-6,0.8,-1,7,1,1400,90.8,2,12,2,4,56,1,1,1,1,40.9,467,-5,1.1
ホウオウトゥルース,3,5.0,7,11,3,480,-2,2,3,54.0,1,9,1,1700,106.5,2,11,5,3,54,3,2,2,2,39.4,482,+4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1800,116.2,0,14,5,3,56,1,1,1,1,37.7,478,-2,-0.1,6,7,1,1800,118.7,0,16,13,3,56,10,9,9,10,39.4,480,0,1.7,5,4,1,2100,135.0,1,16,15,3,56,5,4,3,2,39.7,480,0,1.5
シセイタケル,4,12.2,8,12,6,468,+4,0,4,57.0,4,6,1,1200,72.4,0,15,7,4,57,11,11,0,0,36.7,464,0,0.7,3,3,1,1700,105.5,2,15,6,4,57,5,5,7,6,37.1,464,0,0.3,5,7,1,1600,98.7,0,16,4,4,57,11,11,0,0,37.6,464,-8,0.7,5,11,1,1300,79.9,0,16,8,4,57,11,11,0,0,36.4,472,+4,1.5,6,6,1,1200,72.7,0,16,13,4,56,8,7,0,0,37.5,468,0,0.5
オンワードセルフ,9,32.2,8,13,1,478,+12,0,3,54.0,9,8,1,1400,86.0,0,14,11,3,55,6,7,0,0,37.9,466,-13,2.1,-1,1,1,1200,74.2,1,12,6,3,56,7,5,0,0,37.4,479,-3,-0.4,-1,2,1,1600,102.9,3,11,10,3,56,6,5,5,3,39.8,482,-2,0.1,8,4,1,1400,86.4,0,16,16,3,56,3,4,0,0,38.7,484,-2,0.9,8,5,1,1400,86.1,0,15,8,3,56,10,9,0,0,37.6,486,+4,0.7
