馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ハギノアグレッシブ,13,45.1,1,1,40,488,+8,1,0,0,4,54.0,1,0,0,0,0,0,0,0,0,0,9,1,1700,107.4,0,1,0,0,14,1,4,54,10,11,12,10,37.9,480,-2,1.1,1,0,0,0,0,0,0,0,0,0,1,1,1700,108.5,1,0,0,0,14,4,4,56,10,11,9,10,38.8,482,+10,-0.1,0,0,0,0,0,0,0,0,1,0,9,0,1600,97.2,0,1,0,0,18,16,4,56,4,4,0,0,37.0,472,0,1.6,0,0,0,0,0,0,0,1,0,0,3,0,1600,95.2,1,0,0,0,18,2,4,56,3,2,0,0,36.4,472,-4,0.2,0,0,0,0,0,0,0,1,0,0,4,0,1600,95.0,1,0,0,0,14,11,4,56,3,3,0,0,35.0,476,-4,0.9
ネクストムーブ,5,5.8,1,2,3,510,+2,1,0,0,6,57.0,0,0,0,0,0,0,0,1,0,0,3,1,1900,120.4,1,0,0,0,11,7,6,57,8,7,3,2,38.7,508,+2,0.3,0,0,0,0,0,1,0,0,0,0,3,1,1800,114.7,1,0,0,0,11,5,6,57,9,8,4,4,37.2,506,0,0.5,0,0,0,0,0,0,0,0,1,0,2,1,1800,114.5,1,0,0,0,11,12,6,57,3,3,3,2,37.8,506,-8,0.1,0,0,0,0,0,0,0,0,1,0,4,1,1800,113.9,0,1,0,0,9,1,6,57,7,6,4,3,37.9,514,+6,0.4,0,0,0,0,0,0,0,1,0,0,6,1,1900,121.2,1,0,0,0,14,9,6,57,3,4,4,3,40.6,508,0,1.9
テイエムギフテッド,6,100.0,2,3,2,466,+6,1,0,0,4,57.0,0,0,0,0,0,0,0,1,0,0,16,1,1800,114.2,1,0,0,0,16,4,4,57,13,13,11,12,38.4,460,-10,1.4,0,0,0,0,0,0,0,1,0,0,5,1,1800,114.7,1,0,0,0,16,9,4,55,15,15,14,10,38.4,470,+4,1.1,0,0,0,0,0,0,0,1,0,0,4,1,1800,114.3,0,1,0,0,12,8,4,56,9,9,6,3,37.9,466,0,0.2,0,0,0,0,0,0,0,1,0,0,3,1,1800,114.4,0,1,0,0,16,15,4,55,14,14,13,11,37.8,466,+2,0.2,0,0,0,0,0,0,0,0,1,0,7,1,1800,114.5,1,0,0,0,16,2,4,55,12,12,13,12,37.7,464,0,0.9
フローリン,11,3.5,2,4,45,470,+6,1,0,0,4,57.0,0,0,0,0,0,0,1,0,0,0,1,1,1900,119.5,1,0,0,0,16,5,4,55,1,1,1,1,38.2,464,-6,-1.1,0,0,0,0,0,0,1,0,0,0,2,1,1900,120.5,1,0,0,0,16,7,4,56,1,1,1,1,36.4,470,-8,0.2,0,0,0,0,0,0,0,0,1,0,4,1,1800,115.5,1,0,0,0,16,1,4,55,6,6,7,6,37.9,478,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テイエムヨハネス,10,22.4,3,5,2,500,-4,1,0,0,4,57.0,0,0,0,0,0,0,0,1,0,0,5,1,1800,113.2,1,0,0,0,16,8,4,57,16,16,16,16,37.1,504,-2,0.4,0,0,0,0,0,0,0,1,0,0,8,1,1800,113.7,1,0,0,0,14,7,4,57,13,11,11,11,38.7,506,0,1.1,0,0,0,0,0,0,1,0,0,0,9,1,1400,85.8,1,0,0,0,16,16,4,57,6,5,0,0,37.7,506,-4,0.7,0,0,0,0,0,0,0,0,1,0,5,1,1800,114.9,0,1,0,0,11,11,4,57,7,7,7,6,37.4,510,0,0.9,0,0,0,0,0,0,0,1,0,0,7,1,1200,73.2,0,1,0,0,14,9,4,57,13,11,0,0,36.0,510,+12,0.7
スズカハイライト,12,146.5,3,6,3,454,+2,1,0,0,4,57.0,0,0,0,0,0,0,0,1,0,0,8,1,1900,121.9,1,0,0,0,11,8,4,57,10,10,9,10,39.5,452,+4,1.8,1,0,0,0,0,0,0,0,0,0,5,1,1700,106.3,0,1,0,0,14,13,4,54,14,13,10,10,37.6,448,+6,0.6,1,0,0,0,0,0,0,0,0,0,1,1,1700,107.6,0,1,0,0,14,6,4,56,12,12,11,7,37.8,442,+2,-0.1,1,0,0,0,0,0,0,0,0,0,2,1,1700,107.6,1,0,0,0,14,8,4,54,8,10,10,5,37.6,440,0,0.1,0,0,0,0,0,0,1,0,0,0,5,1,1900,121.1,1,0,0,0,16,2,4,54,11,11,10,10,39.0,440,0,1.6
ロフティネス,4,14.1,4,7,2,462,-6,1,0,0,3,51.0,0,0,0,0,0,0,0,1,0,0,3,1,1800,112.9,1,0,0,0,15,4,3,53,4,3,4,2,38.4,468,+8,0.9,0,0,0,0,0,0,0,0,1,0,13,1,1800,116.3,0,1,0,0,13,7,3,56,10,10,12,13,38.4,460,-8,2.4,0,0,0,0,0,0,0,0,0,1,15,1,1700,108.9,0,1,0,0,16,12,3,56,6,6,8,9,40.3,468,+8,3.0,0,0,0,0,0,0,0,1,0,0,10,1,1800,115.3,1,0,0,0,14,10,3,56,5,6,6,7,39.5,460,-4,1.7,0,0,0,0,0,0,0,0,1,0,1,1,1800,115.3,1,0,0,0,13,12,3,55,1,1,1,1,38.4,464,-10,-0.7
シンアンドケン,2,164.0,4,8,4,484,+4,1,0,0,4,57.0,0,0,0,1,0,0,0,0,0,0,8,1,1800,111.9,0,0,0,1,12,12,4,54,11,11,11,9,37.6,480,-2,1.9,0,0,1,0,0,0,0,0,0,0,4,1,1700,107.2,0,0,1,0,14,4,4,57,10,9,8,7,39.5,482,-6,1.3,0,0,0,0,0,0,1,0,0,0,10,1,1800,115.5,1,0,0,0,12,10,4,57,7,8,10,12,39.5,488,-12,2.1,0,0,0,0,0,0,0,0,0,0,1,1,1400,91.5,1,0,0,0,10,7,4,56,1,1,1,1,39.1,500,-5,-0.1,0,0,0,0,0,0,0,0,0,0,1,1,1400,93.2,1,0,0,0,10,2,4,57,5,5,2,1,40.7,505,-1,-1.3
プレイヤーズハイ,9,27.0,5,9,2,436,+2,1,0,0,3,54.0,0,0,0,0,0,0,0,1,0,0,4,1,1800,113.5,1,0,0,0,15,1,3,56,14,14,12,8,38.4,434,-6,1.5,0,0,0,0,0,0,0,0,1,0,7,1,1800,115.0,1,0,0,0,11,4,3,56,9,9,7,6,37.7,440,-2,1.3,0,0,0,0,0,0,0,1,0,0,1,1,1800,113.9,0,1,0,0,14,1,3,56,10,10,9,5,37.3,442,+6,-0.2,0,0,0,0,0,0,0,1,0,0,5,1,1800,115.3,1,0,0,0,13,11,3,55,10,10,7,6,38.7,436,+2,0.6,0,0,0,0,0,0,0,1,0,0,4,1,1800,115.7,1,0,0,0,13,1,3,55,11,11,9,9,38.0,434,0,1.6
ランドヘルメース,7,67.1,5,10,2,498,+4,1,0,0,4,57.0,0,0,0,0,0,0,0,1,0,0,12,1,1800,113.6,1,0,0,0,16,10,4,57,11,10,13,12,37.9,494,+6,0.8,0,0,0,0,0,0,0,1,0,0,2,1,1800,112.8,1,0,0,0,14,1,4,57,8,8,8,6,38.5,488,+2,0.2,0,0,0,0,0,0,0,0,1,0,8,1,1800,115.9,1,0,0,0,11,1,4,57,4,4,4,4,39.1,486,+4,1.4,0,0,0,0,0,0,1,0,0,0,8,1,1800,114.6,0,1,0,0,13,5,4,56,10,10,9,9,39.1,482,+4,2.1,0,0,0,0,0,0,0,0,0,1,5,1,1700,108.2,1,0,0,0,11,4,4,55,10,9,9,8,38.1,478,-3,1.9
