馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ヘイセイラスト,12,17.5,1,1,2,524,+4,0,1,0,3,53.0,0,0,0,0,0,0,0,1,0,0,5,1,1800,116.6,1,0,0,0,7,6,3,53,3,3,3,4,42.0,520,-4,2.7,1,0,0,0,0,0,0,0,0,0,5,1,1700,106.1,0,0,1,0,12,11,3,52,3,2,4,3,37.7,524,+8,0.8,0,1,0,0,0,0,0,0,0,0,10,1,1700,108.1,1,0,0,0,14,5,3,52,5,5,5,5,40.7,516,+2,3.7,0,1,0,0,0,0,0,0,0,0,3,1,1700,106.8,1,0,0,0,13,10,3,52,2,2,2,2,38.8,514,0,0.5,0,1,0,0,0,0,0,0,0,0,3,1,1700,107.1,0,0,1,0,14,5,3,52,6,6,3,1,40.2,514,-2,0.4
カグラヒメ,3,6.9,2,2,7,458,0,0,1,0,3,53.0,1,0,0,0,0,0,0,0,0,0,3,1,1700,105.6,0,1,0,0,14,14,3,51,9,11,11,9,37.0,458,-8,0.3,1,0,0,0,0,0,0,0,0,0,9,1,1700,106.5,0,0,1,0,12,9,3,52,6,4,8,6,37.7,466,+6,1.2,1,0,0,0,0,0,0,0,0,0,4,1,1700,104.2,0,0,1,0,13,3,3,52,4,5,8,8,36.2,460,+2,0.9,0,0,0,0,0,0,0,0,1,0,9,0,2000,124.6,1,0,0,0,9,2,3,54,3,4,4,6,38.6,458,-4,4.0,0,0,0,0,0,0,1,0,0,0,1,1,1800,116.6,0,1,0,0,12,12,3,54,2,2,2,2,39.6,462,0,-0.2
イタリアンホワイト,10,16.6,3,3,5,522,+2,0,1,0,5,55.0,0,0,0,0,0,1,0,0,0,0,6,0,1800,108.5,1,0,0,0,14,13,5,55,10,8,5,5,35.0,520,+18,0.8,0,0,1,0,0,0,0,0,0,0,12,0,2000,125.0,0,1,0,0,13,1,5,55,4,4,4,9,39.6,502,-10,3.3,0,0,0,0,0,0,0,0,0,1,4,0,2000,120.7,1,0,0,0,17,2,5,55,4,3,3,3,35.9,512,+8,0.6,0,0,0,0,0,0,1,0,0,0,6,0,2000,121.7,1,0,0,0,18,14,5,55,12,10,8,11,34.5,504,-2,0.8,0,0,1,0,0,0,0,0,0,0,4,0,2000,121.1,1,0,0,0,16,1,5,55,7,7,7,8,35.5,506,-2,0.6
チャチャチャ,1,1.9,4,4,5,436,0,0,1,0,3,50.0,0,0,0,0,0,0,0,0,1,0,3,1,1800,112.1,0,1,0,0,13,2,3,52,5,5,4,4,37.5,436,-2,0.5,0,1,0,0,0,0,0,0,0,0,3,1,1700,105.6,1,0,0,0,14,7,3,52,3,3,3,3,38.4,438,+4,1.2,0,0,0,0,0,0,0,0,1,0,2,1,1800,111.9,0,0,1,0,14,9,3,52,2,2,2,2,36.7,434,-6,0.1,0,0,0,0,0,0,0,1,0,0,3,1,1800,114.0,0,1,0,0,16,6,3,54,7,7,5,4,40.0,440,-2,0.9,0,0,0,0,0,0,0,0,1,0,1,1,1800,115.5,1,0,0,0,16,8,3,54,2,2,2,2,38.6,442,0,-0.2
クラウンロマン,6,44.6,5,5,2,466,0,0,1,0,6,55.0,0,0,0,1,0,0,0,0,0,0,8,1,1800,111.5,0,0,0,1,15,4,6,55,9,9,12,10,37.7,466,-4,0.6,0,0,0,1,0,0,0,0,0,0,7,1,1800,114.4,0,1,0,0,15,9,6,55,7,7,5,5,39.4,470,0,2.0,0,0,0,1,0,0,0,0,0,0,11,1,1800,115.6,1,0,0,0,13,3,6,55,5,4,9,12,39.8,470,-4,2.6,0,0,0,1,0,0,0,0,0,0,3,1,1800,113.6,1,0,0,0,15,5,6,55,2,2,2,2,38.7,474,+8,0.6,0,0,0,1,0,0,0,0,0,0,7,1,1800,113.5,1,0,0,0,15,14,6,55,6,5,3,3,38.1,466,+10,0.7
メイショウケンプウ,8,56.8,5,6,2,448,-2,0,1,0,6,52.0,0,0,0,0,0,0,0,1,0,0,6,1,1800,116.7,1,0,0,0,7,4,6,52,7,7,7,7,41.2,450,+6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,1,1900,122.0,1,0,0,0,16,5,6,55,16,15,15,14,39.7,444,-8,2.6,0,0,0,0,0,0,0,1,0,0,5,1,1800,114.6,1,0,0,0,10,3,6,55,7,7,7,7,38.9,452,+2,1.6,0,0,0,0,0,0,0,1,0,0,10,1,1800,113.9,1,0,0,0,14,8,6,53,10,10,13,14,37.7,450,-4,0.7
ダイアナブライト,2,6.9,6,7,2,436,-4,0,1,0,3,51.0,0,0,0,1,0,0,0,0,0,0,6,0,2000,119.8,0,1,0,0,12,9,3,53,4,4,0,0,36.5,440,+4,1.1,0,0,0,0,0,0,0,0,1,0,1,0,1800,107.5,1,0,0,0,18,18,3,54,3,3,0,0,36.4,436,+2,-0.2,0,0,0,0,0,0,0,0,1,0,2,0,2000,121.9,1,0,0,0,16,10,3,54,8,7,4,3,35.4,434,-2,0.0,0,0,0,0,0,0,0,0,1,0,4,0,1800,110.7,1,0,0,0,16,15,3,54,10,10,0,0,33.7,436,-2,0.8,0,0,0,0,0,0,0,1,0,0,2,0,2000,126.3,1,0,0,0,16,4,3,54,4,4,4,6,35.3,438,0,0.2
ネオファルコン,11,14.6,6,8,6,454,-6,0,1,0,3,52.0,0,0,0,0,0,1,0,0,0,0,6,1,1800,114.6,1,0,0,0,8,2,3,49,5,5,5,5,38.1,460,-6,1.1,0,0,0,1,0,0,0,0,0,0,3,1,1800,113.6,1,0,0,0,13,9,3,49,5,6,7,7,37.9,466,+4,0.6,0,0,1,0,0,0,0,0,0,0,6,1,1700,108.0,0,1,0,0,15,12,3,49,8,7,10,11,39.0,462,-5,1.4,0,0,0,0,0,0,0,0,0,0,1,1,1600,104.8,0,1,0,0,14,6,3,53,1,1,1,1,39.3,467,-5,-0.3,0,0,0,0,0,0,1,0,0,0,9,1,1800,117.5,1,0,0,0,11,9,3,53,3,3,4,4,41.5,472,-2,2.1
コスタネラ,5,24.0,7,9,4,446,-6,0,1,0,4,55.0,0,0,0,0,0,0,0,0,1,0,11,0,1600,93.8,1,0,0,0,18,8,4,52,11,13,0,0,33.8,452,+4,1.6,0,0,0,0,0,0,1,0,0,0,4,0,1600,94.8,0,1,0,0,16,12,4,52,16,16,16,0,34.6,448,-4,0.6,0,0,0,1,0,0,0,0,0,0,7,0,1800,107.6,1,0,0,0,15,13,4,55,8,6,0,0,34.0,452,+12,0.7,0,0,0,0,0,0,1,0,0,0,11,0,1600,95.2,1,0,0,0,16,5,4,55,13,14,14,0,34.6,440,0,1.4,0,0,0,0,0,0,1,0,0,0,3,0,1600,95.4,1,0,0,0,14,4,4,55,14,13,13,0,33.6,440,+4,0.3
アラゴネーゼ,4,6.1,7,10,10,478,-12,0,1,0,3,53.0,0,0,0,1,0,0,0,0,0,0,9,1,1800,114.6,1,0,0,0,13,7,3,52,8,8,9,7,38.8,490,+26,1.6,0,0,0,0,0,1,0,0,0,0,1,1,1800,117.9,1,0,0,0,16,14,3,54,1,1,1,1,41.3,464,-8,0.0,0,0,0,0,0,1,0,0,0,0,2,1,1800,116.2,1,0,0,0,16,8,3,54,9,7,2,2,39.9,472,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
