馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ヴァニラアイス,1,13.5,1,1,6,446,-4,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,3,1,1400,84.2,0,1,0,0,13,12,3,54,6,6,0,0,37.3,450,+4,0.6,0,0,0,0,0,0,0,0,1,0,1,1,1200,71.9,1,0,0,0,12,3,3,54,4,4,0,0,37.0,446,+4,-0.1,0,0,0,0,0,0,0,1,0,0,7,0,1400,82.6,1,0,0,0,9,7,3,54,3,4,0,0,34.9,442,+6,0.8,0,0,0,0,0,0,0,0,0,1,1,0,1200,69.7,0,1,0,0,17,3,3,54,1,1,0,0,35.9,436,+4,-0.1,0,0,0,0,0,0,0,0,0,1,2,0,1200,69.3,1,0,0,0,6,1,3,54,1,1,0,0,35.2,432,-10,0.2
オルトグラフ,10,24.9,2,2,9,492,-2,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,8,1,1600,100.1,1,0,0,0,10,2,3,54,8,8,0,0,37.2,494,+9,1.5,0,0,0,0,0,0,0,0,0,0,2,1,1400,89.3,1,0,0,0,12,2,3,54,4,4,3,2,39.1,485,-5,0.7,0,0,0,0,0,0,0,1,0,0,1,1,1400,85.0,1,0,0,0,9,9,3,54,5,5,0,0,37.2,490,+10,-0.7,0,0,0,1,0,0,0,0,0,0,1,1,1200,73.5,0,0,1,0,15,12,3,54,3,2,0,0,37.2,480,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブルベアイリーデ,4,96.2,2,3,6,476,+4,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,10,1,1400,85.1,0,1,0,0,13,13,3,56,9,8,0,0,37.5,472,-2,1.5,0,0,0,0,0,0,0,1,0,0,1,1,1400,85.7,0,1,0,0,9,7,3,56,6,6,0,0,36.8,474,+6,-0.4,0,0,0,0,0,0,0,1,0,0,5,1,1200,73.3,1,0,0,0,16,6,3,56,8,7,0,0,37.0,468,+4,0.8,0,0,0,0,0,0,0,0,1,0,8,1,1200,73.2,1,0,0,0,12,8,3,55,2,2,0,0,38.5,464,+2,1.3,0,0,0,0,0,0,0,1,0,0,1,1,1200,72.7,1,0,0,0,12,8,3,55,1,1,0,0,36.6,462,+2,-0.2
タイミングナウ,14,29.4,3,4,6,464,-10,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,9,1,1400,85.0,0,1,0,0,13,11,3,56,12,11,0,0,36.9,474,0,1.4,0,0,0,0,0,0,1,0,0,0,1,1,1200,72.0,0,1,0,0,11,11,3,56,1,2,0,0,36.9,474,+2,-0.3,0,0,0,0,0,0,0,1,0,0,1,1,1200,72.2,1,0,0,0,16,8,3,56,1,1,0,0,36.2,472,0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アヴァンティスト,8,32.9,3,5,6,464,-2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,1,1,1200,72.2,0,1,0,0,8,5,3,56,1,1,0,0,36.4,466,-6,-0.6,0,0,0,0,0,0,0,0,1,0,2,1,1400,85.4,0,1,0,0,12,5,3,56,5,5,0,0,37.6,472,+12,0.7,0,0,0,0,0,0,0,1,0,0,5,0,1400,85.7,1,0,0,0,7,6,3,55,5,5,0,0,35.3,460,-4,1.5,0,0,0,0,0,0,0,0,1,0,8,0,1400,82.8,0,1,0,0,9,7,3,54,7,5,0,0,35.3,464,+6,0.6,0,0,0,0,0,0,1,0,0,0,1,0,1400,83.6,0,0,1,0,11,9,3,54,5,5,0,0,35.6,458,0,-0.2
ケイアイターコイズ,2,7.7,4,6,6,510,-4,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,12,1,1400,85.7,0,1,0,0,13,4,3,56,1,1,0,0,39.5,514,-2,2.1,0,0,0,0,0,0,1,0,0,0,1,1,1400,84.4,1,0,0,0,16,12,3,56,1,1,0,0,38.7,516,-4,-0.7,0,0,0,0,0,0,1,0,0,0,2,1,1400,85.8,0,1,0,0,13,8,3,55,3,3,0,0,38.1,520,+12,0.2,0,0,0,0,1,0,0,0,0,0,1,1,1400,85.3,1,0,0,0,16,1,3,55,1,1,0,0,36.6,508,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オリオンパッチ,5,7.5,4,7,3,494,+2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,1,1,1200,72.3,0,1,0,0,16,12,3,56,8,9,0,0,36.4,492,0,-0.8,0,0,0,0,0,1,0,0,0,0,2,1,1200,71.9,1,0,0,0,14,7,3,56,1,1,0,0,38.3,492,-2,0.6,0,0,0,0,0,1,0,0,0,0,2,1,1200,71.1,1,0,0,0,16,15,3,55,7,5,0,0,37.1,494,+4,0.3,0,0,0,0,0,0,0,0,1,0,2,1,1200,72.0,1,0,0,0,12,7,3,55,1,1,0,0,37.5,490,+6,0.1,0,0,0,0,1,0,0,0,0,0,1,1,1400,85.1,0,1,0,0,16,1,3,55,1,1,0,0,37.2,484,0,-0.1
レッドルゼル,7,5.1,5,8,2,470,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,1,1,1400,85.3,1,0,0,0,16,11,3,56,2,2,0,0,36.8,466,-6,-0.5,0,0,0,0,0,0,1,0,0,0,2,1,1400,85.1,1,0,0,0,16,7,3,56,2,2,0,0,39.2,472,+6,0.7,0,0,0,0,0,0,0,1,0,0,1,1,1400,85.0,1,0,0,0,16,4,3,55,1,1,0,0,37.5,466,-2,-1.9,0,0,0,0,0,0,0,0,1,0,3,0,1400,82.4,1,0,0,0,11,6,3,54,2,2,0,0,36.8,468,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
モンペルデュ,3,16.8,5,9,6,464,0,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,8,1,1400,84.7,0,1,0,0,13,7,3,54,4,3,0,0,38.0,464,0,1.1,0,0,0,0,0,0,0,1,0,0,1,1,1200,72.5,1,0,0,0,16,13,3,54,1,1,0,0,37.2,464,-2,-0.6,0,0,0,0,0,0,0,1,0,0,1,1,1200,72.3,1,0,0,0,16,4,3,54,1,1,0,0,37.3,466,0,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ボストンテソーロ,6,4.1,6,10,8,476,+4,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,1,1,1400,84.7,0,1,0,0,12,12,3,54,2,2,0,0,37.1,472,-8,-0.7,0,0,0,0,1,0,0,0,0,0,2,1,1400,84.3,0,1,0,0,11,6,3,54,4,3,0,0,37.0,480,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,1200,72.5,1,0,0,0,16,2,3,54,2,2,0,0,38.4,480,+18,-0.6,0,0,0,0,0,1,0,0,0,0,3,1,1200,72.7,0,1,0,0,16,1,3,54,4,3,0,0,38.6,462,-8,0.1,0,0,0,1,0,0,0,0,0,0,7,0,1400,84.9,1,0,0,0,16,4,3,54,10,10,0,0,34.8,470,0,0.9
