馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
マリノディアナ,9,71.6,1,1,2,438,-2,1,4,55.0,4,12,0,1000,0,0,18,6,4,55,0,0,0,0,33.0,440,+6,1.1,9,12,1,1200,0,0,16,13,4,55,12,13,0,0,36.8,434,-6,1.5,4,1,1,1200,0,0,15,2,4,55,4,4,0,0,37.3,440,+6,0.0,3,4,1,1150,0,0,16,8,4,55,7,5,0,0,37.5,434,-10,0.9,10,9,1,1000,0,1,14,9,4,55,2,2,0,0,36.4,444,+2,0.6
イオラニ,5,43.8,1,2,7,486,+8,2,8,57.0,3,11,0,1200,0,0,13,2,8,57,8,8,0,0,34.8,478,-16,0.6,8,14,0,1400,0,0,15,6,8,57,15,15,0,0,34.0,494,+12,1.4,6,9,0,1200,0,0,12,4,8,53,11,10,0,0,33.6,482,0,0.5,8,12,0,1200,0,0,16,5,8,53,15,14,0,0,34.0,482,-2,0.7,6,4,0,1200,0,0,16,10,8,57,11,10,0,0,34.4,484,-2,0.6
ジュリーハーツ,12,158.6,2,3,2,488,-4,1,4,55.0,4,8,0,1000,0,0,18,10,4,55,0,0,0,0,32.7,492,+20,0.7,4,13,0,1000,0,0,16,1,4,53,0,0,0,0,33.3,472,-10,1.8,6,16,0,1200,0,0,16,7,4,55,16,16,0,0,36.3,482,-4,3.3,4,13,0,1000,0,2,18,15,4,48,0,0,0,0,35.4,486,0,1.3,4,2,0,1000,0,1,18,18,4,51,0,0,0,0,32.8,486,+12,0.0
サウンドマジック,13,19.5,2,4,4,450,0,1,5,55.0,3,1,0,1200,0,1,16,13,5,51,2,2,0,0,35.3,450,+12,-0.2,8,10,0,1800,0,0,11,7,5,55,1,1,0,0,38.5,438,-8,2.1,10,15,1,1700,0,1,16,4,5,51,2,2,2,4,40.5,446,-4,2.9,3,14,1,1700,0,0,15,8,5,55,2,2,9,14,41.6,450,+12,3.7,4,13,1,1800,0,0,15,9,5,52,1,1,1,1,38.9,438,-4,1.6
スノードーナツ,10,112.0,3,5,2,486,-6,1,5,55.0,4,7,0,1000,0,0,18,12,5,55,0,0,0,0,33.0,492,-2,0.6,5,18,0,1400,0,0,18,5,5,55,16,16,0,0,34.5,494,-4,2.0,4,5,0,1000,0,0,16,11,5,52,0,0,0,0,33.1,498,+20,1.2,8,11,0,1400,0,0,13,8,5,52,2,2,0,0,35.3,478,-2,2.0,4,6,0,1000,0,1,18,14,5,52,0,0,0,0,32.9,480,+4,0.5
スティンライクビー,11,47.8,3,6,2,474,+8,2,7,57.0,4,13,1,1200,0,0,15,8,7,53,2,2,0,0,37.1,466,-6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,1,1400,0,0,16,3,7,53,1,1,0,0,38.0,472,+12,1.1,9,12,1,1200,0,1,15,2,7,57,15,14,0,0,35.4,460,-24,1.5,5,13,1,1400,0,0,16,14,7,53,3,3,0,0,37.3,484,+22,1.1
サニーダンサー,15,19.3,4,7,5,474,+2,0,4,57.0,3,6,1,1150,0,1,13,2,4,57,1,1,0,0,36.8,472,-6,0.4,6,11,1,1200,0,1,15,7,4,57,1,1,0,0,38.0,478,-2,1.0,6,14,1,1200,0,0,16,12,4,57,2,2,0,0,39.1,480,-2,1.6,6,14,1,1200,0,0,16,7,4,54,2,3,0,0,38.6,482,+4,1.7,6,1,1,1200,0,0,16,15,4,56,1,1,0,0,38.0,478,+4,-0.2
クラウンルシフェル,8,264.8,4,8,7,486,+2,0,8,57.0,3,12,0,1200,0,0,13,9,8,57,10,8,0,0,34.7,484,+2,0.6,9,5,0,1200,0,1,13,12,8,52,3,3,0,0,35.6,482,0,0.7,4,7,0,1000,0,2,13,1,8,57,0,0,0,0,34.1,482,-4,1.1,10,6,0,1200,0,0,14,14,8,57,10,8,0,0,34.9,486,-10,0.5,8,16,0,1200,0,0,16,11,8,52,1,1,0,0,37.0,496,-2,1.3
サラドリーム,3,2.6,5,9,2,434,-2,1,4,55.0,4,1,0,1000,0,0,18,14,4,55,0,0,0,0,32.3,436,+8,-0.1,4,6,0,1200,0,0,16,8,4,55,6,6,0,0,34.3,428,-6,0.3,4,2,0,1000,0,0,16,13,4,53,0,0,0,0,32.4,434,+4,0.8,10,10,0,1200,0,0,18,7,4,52,4,3,0,0,36.1,430,+4,1.0,4,1,0,1000,0,0,17,12,4,53,0,0,0,0,33.1,426,+8,-0.2
クールティアラ,1,6.9,5,10,7,470,0,1,3,52.0,2,1,1,1000,0,1,12,2,3,52,2,2,0,0,35.8,470,+2,0.0,3,1,1,1150,0,0,16,11,3,54,1,1,0,0,37.4,468,+2,-0.9,3,2,1,1150,0,0,16,13,3,51,3,3,0,0,38.5,466,-4,0.3,6,2,1,1200,0,2,16,12,3,54,1,1,0,0,38.2,470,-2,0.4,6,3,1,1200,0,0,16,10,3,54,1,1,0,0,38.1,472,+4,0.2
