キスミーワンス,3,11.7,1,1,16,452,+10,1,5,55.0,9,8,0,1400,1400 1,2,18,17,14,55,7,7,0,0,35.4,442,-2,0.6,9,5,0,1200,1200 1,0,16,10,8,55,9,7,0,0,34.1,444,+2,0.2,10,5,0,1200,1200 1,0,18,18,7,55,5,5,0,0,34.4,442,-2,0.4,7,7,1,1400,1400 1,3,16,16,12,53,10,10,0,0,37.3,444,0,1.4,8,11,1,1400,1400 1,3,16,12,5,55,10,10,0,0,37.4,444,+10,1.6
モアナブルー,7,107.2,1,2,10,468,+6,1,5,55.0,3,9,0,1200,1200 1,0,15,15,13,54,10,12,0,0,35.4,462,-6,1.0,4,8,0,1000,1000 0,0,17,6,3,55,0,0,0,0,33.5,468,0,0.8,4,15,0,1000,1000 0,0,18,5,2,52,0,0,0,0,33.3,468,0,0.6,4,2,0,1000,1000 0,0,16,17,1,55,0,0,0,0,32.6,468,+4,0.0,4,16,0,1200,1200 1,1,16,10,12,55,14,15,0,0,34.7,464,-2,1.1
フリッカ,15,337.7,2,3,5,432,+8,1,5,55.0,7,17,0,1200,1200 1,0,18,16,18,55,4,5,0,0,36.0,424,-12,2.0,3,10,0,1200,1200 1,0,16,10,16,52,5,4,0,0,35.9,436,-8,0.8,4,11,0,1000,1000 0,0,17,11,17,54,15,0,0,0,33.1,444,+14,0.9,3,12,0,1200,1200 1,0,15,4,12,55,8,8,0,0,35.7,430,-4,1.8,5,18,0,1400,1400 1,0,18,17,18,55,5,5,0,0,37.3,434,+1,3.7
ブライティアサイト,14,84.2,2,4,7,480,+8,1,5,55.0,7,15,0,1400,1400 1,0,18,9,18,55,8,8,0,0,35.0,472,-10,1.8,4,12,0,1600,97.0,2,18,5,14,55,18,18,0,0,34.5,482,-6,1.1,4,13,0,1400,1400 1,0,18,8,14,55,4,4,0,0,35.8,488,-4,1.0,4,10,0,1400,1400 1,0,18,1,18,52,7,7,0,0,34.8,492,+24,0.7,3,12,-1,2750,197.8,-1,14,4,12,57,12,12,12,12,14.4,468,-8,11.0
ハーツブライト,18,31.0,3,5,9,480,+8,1,5,55.0,3,7,0,1200,1200 1,0,16,6,11,55,3,3,0,0,35.1,472,-6,0.6,4,3,0,1000,1000 0,0,17,17,13,55,4,0,0,0,33.4,478,+10,0.4,4,17,0,1800,108.2,0,18,18,17,52,1,1,0,0,35.8,468,-8,2.2,5,10,0,1800,1800 1,1,10,1,10,55,2,2,2,0,36.4,476,+2,1.6,3,15,0,1800,1800 1,1,16,16,16,52,14,15,15,16,38.7,474,-8,3.1
ショウナンタイザン,4,4.6,3,6,6,514,+4,0,6,57.0,7,10,0,1400,1400 1,0,18,10,8,57,2,2,0,0,36.0,510,+6,0.4,4,12,1,1200,1200 1,0,15,6,3,57,8,8,0,0,37.1,504,0,1.3,9,18,0,1600,96.5,0,18,16,4,57,2,2,0,0,38.5,504,+2,2.6,10,6,0,1200,1200 1,1,18,3,1,57,6,3,0,0,35.0,502,-6,0.7,7,4,0,1400,1400 1,0,18,7,3,57,1,1,0,0,35.3,508,+10,0.3
スノーガーデン,13,20.8,4,7,5,464,-4,1,4,54.0,7,13,0,1200,1200 1,0,18,13,11,54,14,14,0,0,34.0,468,+4,0.7,10,8,0,1200,1200 1,0,18,14,13,53,11,7,0,0,33.8,464,+6,0.4,10,8,0,1200,1200 1,0,18,14,14,52,14,15,0,0,33.9,458,-4,0.6,10,8,0,1200,1200 1,0,18,16,13,52,16,14,0,0,34.0,462,+2,0.5,9,10,0,1200,1200 1,0,15,12,10,52,4,6,0,0,34.6,460,0,0.9
タイキラトナンジュ,8,25.6,4,8,20,466,+12,0,7,57.0,1,7,0,1200,1200 1,0,16,16,10,57,7,7,0,0,35.4,454,-2,0.5,2,10,0,1200,1200 1,1,16,6,4,57,5,6,0,0,35.8,456,+2,0.6,2,4,0,1200,1200 1,0,16,8,6,57,14,12,0,0,34.4,454,-4,0.1,4,3,0,1200,1200 1,1,16,1,7,57,6,6,0,0,34.5,458,0,0.1,3,3,0,1200,1200 1,0,16,3,6,57,7,5,0,0,34.8,458,-10,0.1
ヤマニンベルベーヌ,12,36.5,5,9,12,464,-8,1,5,55.0,4,11,0,1000,1000 0,1,18,14,4,55,0,0,0,0,34.2,472,0,0.5,4,6,0,1000,1000 0,0,18,18,1,55,0,0,0,0,32.5,472,+6,0.1,4,7,0,1000,1000 0,1,16,7,1,55,0,0,0,0,33.4,466,-2,0.8,4,2,0,1000,1000 0,0,16,11,4,55,0,0,0,0,33.0,468,+8,0.0,3,5,0,1200,1200 1,0,16,8,8,55,4,4,0,0,36.6,460,+2,0.6
プラントアゲン,11,117.4,5,10,33,472,+6,1,7,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,1,1400,1400 1,0,16,5,12,54,9,9,0,0,38.2,466,0,1.4,4,7,1,1200,1200 1,0,15,1,7,54,4,4,0,0,38.0,466,-4,0.5,6,4,1,1200,1200 1,0,15,10,9,55,2,2,0,0,38.1,470,+2,0.4,6,15,1,1200,1200 1,1,16,13,9,52,7,10,0,0,39.4,468,-4,2.5
