馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ダイシンカレラ,11,79.6,1,1,6,490,0,0,7,57.0,7,11,0,1400,0,0,18,15,7,57,10,10,0,0,34.0,490,+2,1.1,7,8,0,1600,0,0,16,12,7,57,7,9,11,0,35.4,488,+4,1.1,7,4,0,1600,0,0,16,6,7,57,6,7,7,0,34.3,484,-2,0.4,9,4,0,1600,0,0,16,13,7,57,8,8,0,0,34.7,486,-2,0.4,8,7,0,1600,0,0,17,7,7,56,4,3,0,0,35.1,488,-4,0.4
アンセム,15,39.5,2,2,6,474,-6,0,5,57.0,9,9,0,1800,0,0,14,10,5,57,9,6,0,0,35.7,480,+10,1.7,8,8,0,1600,0,0,17,16,5,57,15,13,0,0,34.4,470,0,0.5,7,3,0,2200,0,1,17,14,5,56,13,13,11,11,35.7,470,+4,0.2,8,10,0,2200,0,0,16,10,5,56,16,16,16,16,35.3,466,+4,1.4,7,4,0,2200,0,0,18,6,5,55,10,9,8,7,35.4,462,-4,0.2
ニシノベースマン,12,157.9,2,3,2,458,+4,0,4,56.0,9,11,0,1600,0,0,17,9,4,56,17,17,0,0,35.5,454,+20,0.9,5,8,0,1800,0,1,10,5,4,54,5,7,7,0,35.6,434,+2,1.3,8,7,0,1800,0,0,9,3,4,56,8,8,0,0,35.0,432,0,2.0,8,10,0,1800,0,0,11,1,4,56,8,8,0,0,35.8,432,+4,1.7,6,2,0,1800,0,0,11,1,4,56,5,5,9,7,34.5,428,-6,0.4
アグネススターダム,14,73.4,3,4,12,470,+4,0,6,57.0,8,6,1,1800,0,0,8,8,6,57,3,3,2,2,39.8,466,+6,1.7,9,7,0,1800,0,0,18,8,6,57,3,3,0,0,35.9,460,+2,1.2,9,6,0,2000,0,0,10,2,6,57,1,1,1,1,35.1,458,-2,0.6,4,11,0,1800,0,1,15,14,6,57,2,2,0,0,34.7,460,-2,1.1,8,7,0,2000,0,0,12,5,6,57,7,7,7,5,37.9,462,0,1.0
ミエノウインウイン,6,4.1,3,5,2,478,-2,2,4,56.0,9,2,0,1600,0,0,17,5,4,56,10,12,0,0,35.1,480,+12,0.0,7,5,0,1600,0,0,16,6,4,54,9,9,9,0,35.4,468,-4,0.9,9,1,0,1600,0,1,18,3,4,56,11,12,0,0,34.7,472,0,-0.3,9,3,1,1800,0,1,16,5,4,56,7,7,6,3,39.5,472,-6,1.1,9,4,1,1800,0,0,16,10,4,56,8,8,7,6,39.7,478,0,0.7
プロキシマ,13,36.9,4,6,17,490,+20,1,5,55.0,9,8,0,1800,0,0,12,7,5,55,10,7,0,0,34.7,470,+10,1.2,7,6,0,1600,0,2,16,12,5,54,9,9,10,0,36.4,460,-4,1.2,9,5,0,1800,0,0,13,7,5,54,4,5,0,0,35.3,464,+6,0.6,4,3,0,1800,0,1,15,12,5,55,8,5,0,0,33.7,458,-6,0.3,8,11,0,1600,0,0,17,13,5,55,11,11,0,0,34.8,464,-4,0.7
ダノンクライム,10,23.4,4,7,4,528,-3,0,5,57.0,-1,1,1,1400,0,2,10,7,5,56,4,4,1,1,39.6,531,+7,-1.3,-1,3,1,1400,0,0,10,8,5,56,7,7,5,4,40.1,524,-8,0.5,-1,2,1,1400,0,0,10,1,5,56,4,4,3,2,39.0,532,+9,0.1,-1,7,1,1400,0,0,12,6,5,56,3,3,3,5,40.6,523,+3,1.7,-1,4,1,1400,0,0,9,5,5,56,7,7,6,6,39.6,520,0,0.7
ウインルチル,5,129.8,5,8,1,436,-2,1,4,54.0,8,15,0,2000,0,0,16,13,4,54,5,5,4,5,38.0,438,+10,2.3,7,6,0,2000,0,0,18,7,4,54,9,9,13,15,35.4,428,-4,0.9,8,1,0,2000,0,1,16,13,4,54,12,13,11,11,35.6,432,-2,-0.2,8,9,0,2000,0,0,12,4,4,54,2,2,2,2,35.8,434,+8,1.4,8,2,0,2000,0,0,15,8,4,54,3,2,4,3,36.1,426,+2,0.3
アスタービーナス,8,25.3,5,9,4,406,0,1,4,53.0,7,16,0,2000,0,0,18,16,4,54,1,1,1,1,36.2,406,+8,1.2,7,3,0,2000,0,0,18,4,4,54,11,10,12,12,34.0,398,-14,0.4,2,3,0,2000,0,2,7,1,4,52,3,3,3,2,35.5,412,0,0.2,2,1,0,2000,0,0,15,10,4,54,2,2,2,2,35.2,412,+8,0.0,8,2,0,2200,0,0,13,6,4,54,2,2,2,2,34.0,404,+10,0.0
ノーブルカリナン,1,2.0,6,10,23,456,+26,1,4,54.0,10,2,0,2000,0,0,13,4,4,52,5,5,3,3,35.4,430,-4,0.2,7,2,0,2000,0,0,13,6,4,52,5,5,5,6,35.0,434,+16,0.0,5,11,0,2000,0,0,16,5,4,54,6,6,6,0,34.8,418,-20,0.8,6,7,0,1800,0,0,13,5,4,54,12,12,13,11,35.0,438,-4,0.6,8,2,0,1600,0,0,12,12,4,54,5,4,0,0,35.9,442,-2,0.1
