馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
カガスター,9,43.2,1,1,28,454,+2,0,4,54.0,6,8,1,1800,117.0,0,16,7,4,56,12,11,13,10,39.0,452,0,0.9,6,9,1,1800,114.4,0,15,9,3,56,12,11,4,6,40.0,452,+10,3.0,3,4,1,1700,106.4,0,11,9,3,53,10,10,10,8,38.2,442,0,0.6,4,3,1,1800,113.4,1,11,6,3,53,7,6,5,5,38.2,442,0,0.5,6,2,1,1800,113.9,1,15,13,6,51,4,4,5,6,38.2,442,0,0.6
リバプールタウン,2,15.0,2,2,1,486,+2,0,4,57.0,2,5,0,2000,122.8,1,9,1,4,57,8,8,8,9,37.2,484,0,0.9,8,5,0,2200,134.6,0,9,4,7,57,4,5,5,5,34.0,484,-5,0.5,-1,1,1,1870,122.7,2,9,9,1,56,2,2,1,1,37.2,489,+6,-0.7,-1,1,1,1700,116.1,0,7,5,1,57,1,1,1,1,39.3,483,0,-1.5,-1,1,1,1700,113.5,0,7,2,2,56,3,3,2,2,41.0,483,+8,-0.5
ファイトエルフ,10,129.1,3,3,9,438,+4,2,5,57.0,4,11,0,2400,153.9,0,11,3,10,57,2,2,2,7,41.8,434,-32,6.1,-1,2,1,1600,105.6,0,10,6,1,56,1,1,1,0,40.6,466,-3,0.5,-1,4,1,1600,106.1,1,8,4,1,56,2,2,1,0,40.6,469,+10,0.7,-1,1,1,1600,105.5,0,10,6,1,56,1,1,1,0,38.5,459,-10,-0.3,-1,10,1,1800,121.0,0,12,6,7,56,6,7,9,0,42.4,469,+4,3.1
ミツオサウスポー,7,109.1,4,4,31,526,+2,0,4,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1700,107.8,0,14,10,4,55,7,8,7,3,39.0,510,0,0.6,1,3,1,1700,105.6,3,14,3,3,56,8,8,6,4,37.8,510,+6,1.1,1,4,1,1700,105.0,3,14,3,5,55,4,5,4,3,38.1,504,-2,1.4,1,5,1,1700,108.8,0,14,8,3,55,2,2,2,1,40.3,506,+2,0.3
ロードダヴィンチ,8,34.4,5,5,1,532,+4,0,4,57.0,2,10,0,1800,110.4,1,12,9,6,57,3,4,3,3,37.6,528,+2,1.0,7,9,1,1800,115.2,0,12,5,2,54,3,3,3,5,40.2,526,0,1.8,10,3,1,1700,107.6,0,11,8,2,56,3,3,2,2,38.2,526,-6,1.3,7,5,1,1800,115.5,0,10,6,2,56,3,3,3,3,39.4,532,+14,1.1,10,15,0,1800,109.4,0,16,10,2,54,3,3,3,3,36.5,518,+10,1.8
ジッパーレーン,11,60.3,6,6,2,460,+10,1,5,52.0,2,8,0,2000,123.4,1,9,3,8,54,1,1,1,1,35.7,450,-2,0.7,4,11,1,1800,116.0,0,11,2,7,52,6,6,4,4,40.4,452,-8,2.4,3,11,0,1800,109.9,0,16,3,13,55,7,7,5,5,36.8,460,0,1.2,4,9,0,1400,83.2,1,18,18,10,55,10,10,0,0,36.3,460,+6,0.8,5,7,1,1400,86.8,0,16,12,10,53,9,9,0,0,38.6,454,-4,1.0
アドマイヤリーブラ,6,2.9,6,7,2,460,-4,0,3,54.0,2,3,0,2000,122.9,1,9,4,3,54,9,9,9,9,34.3,464,+4,0.2,9,6,0,1800,108.8,0,7,7,6,56,6,4,0,0,35.0,460,-2,1.3,10,4,0,2000,123.5,1,10,1,8,56,6,6,6,5,36.0,462,-2,0.6,9,10,0,1800,109.4,0,13,9,6,55,2,2,0,0,37.7,464,-4,2.0,9,4,0,2000,122.1,0,7,6,6,55,4,5,5,5,35.5,468,+14,0.7
マイネルツィール,3,20.6,7,8,1,472,+2,0,6,57.0,2,3,0,2000,122.6,1,9,9,8,57,2,2,2,2,37.6,470,-12,0.7,4,10,1,1800,114.7,0,15,5,10,57,14,14,13,13,38.0,482,0,1.9,4,6,1,1800,112.1,3,10,5,7,57,2,2,2,2,37.6,482,+4,0.6,5,10,1,2100,137.4,0,10,7,7,57,7,7,8,8,40.3,478,+4,4.0,6,7,1,1800,114.9,1,15,11,10,55,5,5,5,5,38.9,474,+4,0.8
セントレオナード,1,1.9,7,9,4,458,-2,0,3,54.0,5,1,0,2400,147.2,0,16,16,1,56,2,2,2,2,34.3,460,+8,0.0,7,3,0,2000,123.6,0,16,6,1,56,11,11,13,12,33.4,452,-2,0.2,5,2,0,2400,149.6,0,14,9,1,56,6,6,6,6,33.7,454,-2,0.1,5,2,0,2000,120.4,0,13,13,2,55,9,9,8,0,34.0,456,-6,0.1,5,3,0,1800,110.2,0,16,7,2,55,6,8,9,0,33.7,462,0,0.7
ターフェルムジーク,5,14.3,8,10,1,438,-2,1,4,55.0,2,3,0,1800,109.5,1,12,12,10,55,11,11,10,9,35.9,440,-4,0.1,2,6,0,1800,109.1,0,8,2,6,55,7,7,6,4,36.0,444,+22,0.8,7,11,0,2200,136.0,0,13,12,8,54,3,3,3,3,36.1,422,-10,1.7,8,15,0,2200,137.5,0,16,8,7,54,9,9,7,7,36.6,432,+12,1.7,1,1,0,2000,123.7,0,16,7,9,54,8,9,7,2,36.7,420,-2,-0.2
