馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
デルマグランパレ,8,45.5,1,1,1,510,-4,1,0,0,3,53.0,0,0,0,0,0,0,0,0,1,0,10,1,2000,130.3,1,0,0,0,14,11,3,55,7,7,6,8,40.5,514,-4,2.2,0,0,0,0,0,0,0,0,1,0,8,1,1800,117.6,0,1,0,0,15,7,3,55,10,10,9,8,39.6,518,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エスカレードフジ,14,31.3,2,2,2,504,-4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,12,0,1800,108.9,1,0,0,0,18,15,3,55,8,9,0,0,36.1,508,-8,1.2,0,0,0,0,0,0,0,0,1,0,13,1,1200,77.1,0,1,0,0,16,14,3,56,12,14,0,0,39.0,516,-2,4.0,0,0,0,0,0,0,0,0,1,0,13,0,2000,125.6,1,0,0,0,16,11,3,55,3,4,4,8,38.9,518,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サトノサイベリー,11,29.8,2,3,2,446,0,0,1,0,3,51.0,0,0,0,0,0,0,0,0,0,0,2,1,1500,100.0,1,0,0,0,8,3,3,54,7,7,7,6,39.6,446,-4,0.1,0,0,0,0,0,0,0,0,1,0,10,0,1800,111.9,1,0,0,0,12,4,3,53,7,9,0,0,38.9,450,-2,3.9,0,0,0,0,0,0,0,0,0,1,15,0,2000,124.3,1,0,0,0,18,9,3,54,16,15,15,16,37.2,452,+2,2.5,0,0,0,0,0,0,0,0,1,0,10,0,1800,111.5,1,0,0,0,10,9,3,54,4,5,0,0,37.7,450,+20,2.7,1,0,0,0,0,0,0,0,0,0,5,0,1800,112.5,1,0,0,0,7,5,3,54,4,4,4,3,38.0,430,-2,1.4
クリノイナヅマオー,2,33.8,3,4,1,468,-4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,8,1,1800,116.8,0,1,0,0,16,15,3,56,12,10,8,6,39.4,472,-2,1.5,0,0,0,0,0,0,1,0,0,0,8,0,2000,124.1,1,0,0,0,13,7,3,54,9,9,9,9,35.5,474,-2,1.4,0,0,0,0,0,0,0,1,0,0,10,0,1600,98.2,1,0,0,0,15,6,3,56,6,6,0,0,37.5,476,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ライワルツ,3,5.7,3,5,2,458,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,4,1,1800,116.8,1,0,0,0,16,4,3,54,1,1,1,1,40.0,456,+2,1.4,0,0,0,0,0,0,1,0,0,0,8,1,1400,87.5,0,1,0,0,16,10,3,51,9,10,0,0,39.1,454,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ケイティシャイン,13,37.9,4,6,1,440,+10,0,1,0,3,51.0,0,0,1,0,0,0,0,0,0,0,5,1,1700,110.1,0,1,0,0,15,12,3,51,7,6,5,3,41.0,430,-8,1.3,0,0,0,0,0,0,0,0,0,1,8,0,1800,113.1,0,0,1,0,16,2,3,54,4,3,6,8,39.0,438,0,1.4,0,0,0,0,0,0,0,0,0,1,12,0,1200,70.6,1,0,0,0,18,16,3,54,16,16,0,0,35.2,438,-4,1.7,0,0,0,0,0,0,0,1,0,0,14,0,1200,72.0,1,0,0,0,18,12,3,54,9,14,0,0,36.0,442,-4,2.1,0,0,0,1,0,0,0,0,0,0,7,0,1200,71.6,1,0,0,0,18,7,3,54,10,11,0,0,36.0,446,+2,1.1
ピエナクロフネ,6,5.1,4,7,2,510,+2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,6,1,1400,86.6,1,0,0,0,16,4,3,56,9,10,0,0,38.8,508,-2,1.7,0,0,0,0,0,0,1,0,0,0,5,1,1800,117.0,1,0,0,0,16,13,3,56,1,1,1,1,38.6,510,-10,1.2,0,0,0,0,0,0,0,0,1,0,7,1,1800,116.7,0,1,0,0,15,10,3,56,3,3,5,5,38.0,520,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ノボリダーウィン,15,15.9,5,8,17,452,+2,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,2000,125.7,0,1,0,0,16,8,3,54,1,1,1,1,38.6,450,-2,1.8,0,0,0,0,0,0,1,0,0,0,7,0,2000,124.6,1,0,0,0,14,4,3,55,2,2,2,2,36.0,452,-2,0.5,0,0,0,0,0,0,0,1,0,0,6,0,1800,110.8,1,0,0,0,8,1,3,55,3,2,0,0,35.7,454,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アスタードラゴン,9,7.5,5,9,1,452,-4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,10,1,1800,117.9,1,0,0,0,16,16,3,56,2,2,2,2,42.1,456,+6,2.7,0,0,0,0,0,0,0,0,1,0,5,1,1800,115.1,1,0,0,0,12,6,3,56,3,3,3,3,39.8,450,0,0.7,0,0,0,0,0,0,0,0,1,0,12,1,1400,88.0,0,1,0,0,13,5,3,55,4,3,0,0,39.3,450,0,2.3,0,0,0,0,0,0,0,1,0,0,9,1,1400,87.5,1,0,0,0,16,9,3,56,7,7,0,0,38.9,450,-2,1.0,0,0,0,0,0,0,0,1,0,0,8,1,1400,86.5,0,1,0,0,15,12,3,55,8,7,0,0,38.2,452,+4,0.7
キーシグナル,7,9.5,6,10,1,464,+6,1,0,0,3,56.0,0,0,0,0,0,0,0,0,1,0,5,1,1800,116.4,1,0,0,0,16,4,3,56,3,3,4,3,40.2,458,+2,1.2,0,0,0,0,0,0,1,0,0,0,9,0,2000,124.4,1,0,0,0,16,7,3,53,9,9,9,9,34.4,456,-6,1.0,0,0,0,0,0,0,1,0,0,0,9,0,2000,125.5,1,0,0,0,14,5,3,53,8,8,10,11,35.8,462,-2,1.3,0,0,0,0,0,0,0,0,0,1,6,0,2000,124.1,1,0,0,0,18,8,3,53,5,4,4,4,36.3,464,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
