馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ペイシャコリンナ,9,32.8,1,1,8,470,0,1,3,54.0,7,9,1,1400,89.3,0,16,9,3,54,6,5,0,0,41.1,470,-10,3.2,6,8,1,1200,73.5,1,15,13,3,54,11,11,0,0,39.0,480,-2,1.8,6,3,1,1200,73.7,0,16,13,3,54,12,10,0,0,38.4,482,-4,1.2,5,5,1,1600,99.5,1,14,11,3,54,3,3,0,0,37.8,486,+2,0.7,5,2,1,1400,88.8,1,16,9,3,54,2,4,0,0,39.6,484,0,0.8
ショウナンカンザシ,3,10.9,1,2,9,450,-4,1,3,54.0,7,6,0,1400,83.5,0,18,6,3,54,5,5,0,0,35.3,454,-2,0.8,6,8,0,1200,70.7,0,16,11,3,54,3,3,0,0,36.5,456,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カネショウベリー,11,18.9,2,3,1,438,+4,1,3,54.0,6,3,1,1200,73.4,0,16,15,3,54,3,3,0,0,38.7,434,+6,0.7,6,11,1,1200,74.5,0,15,11,3,54,10,11,0,0,38.9,428,+4,1.1,6,7,1,1200,73.1,1,15,5,3,54,5,6,0,0,39.2,424,+6,1.4,5,3,1,1300,81.5,0,16,8,3,54,2,2,0,0,37.9,418,-4,0.4,5,14,1,1400,90.7,0,16,16,3,54,1,1,0,0,41.3,422,0,3.3
スマートエリス,2,5.8,2,4,8,482,-2,1,3,54.0,5,9,1,1400,89.6,0,16,8,3,54,2,2,0,0,41.5,484,0,1.6,6,3,1,1200,74.1,0,16,5,3,54,3,3,0,0,39.2,484,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シゲルルビー,16,222.3,3,5,27,472,+12,1,3,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,1,1200,79.7,1,16,7,3,52,16,16,0,0,40.3,460,+6,7.0,4,13,0,1400,88.2,0,13,9,3,54,13,13,0,0,37.7,454,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カッチョエペペ,1,3.5,3,6,0,436,-4,1,3,53.0,6,4,1,1200,74.0,0,16,6,3,53,2,1,0,0,39.4,440,0,0.2,6,2,1,1200,73.1,0,16,3,3,53,1,1,0,0,38.5,440,-2,0.3,5,3,1,1400,89.3,0,16,4,3,53,1,1,0,0,38.1,442,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トミケンボイジフ,7,6.7,4,7,3,410,-8,1,3,54.0,6,2,1,1200,73.4,1,16,13,3,54,8,8,0,0,37.9,418,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トゥモロープラン,13,207.6,4,8,0,414,0,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サンテレホート,15,196.3,5,9,0,474,0,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミニオンペール,8,10.0,5,10,3,454,-10,1,3,54.0,10,4,0,1200,69.5,0,18,2,3,54,4,4,0,0,35.3,464,+6,0.3,10,4,0,1200,71.1,1,18,2,3,54,6,3,0,0,35.9,458,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
