馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ピースワンパラディ,1,6.3,1,1,5,452,-6,0,3,56.0,7,1,0,1600,97.3,0,16,15,3,56,7,6,6,0,33.8,458,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カレングロリアーレ,6,12.9,2,2,4,448,-4,0,3,56.0,7,1,0,1400,82.3,0,18,5,3,56,7,8,0,0,34.6,452,+2,0.0,7,3,0,1400,82.1,0,16,16,3,55,2,2,0,0,34.8,450,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブルスクーロ,2,20.1,3,3,6,512,+8,0,3,56.0,7,5,0,1400,81.4,0,13,12,3,56,5,4,0,0,34.3,504,+4,0.5,7,11,1,1400,87.7,1,13,13,3,55,7,7,0,0,39.6,500,-2,2.1,5,4,0,1400,82.6,0,12,4,3,55,4,4,0,0,34.1,502,+10,0.2,9,5,0,1400,82.4,1,9,5,3,54,5,5,0,0,35.0,492,0,0.2,7,3,0,1600,95.4,0,7,7,3,54,5,6,6,0,35.4,492,-10,0.7
レースガーデン,4,11.0,4,4,3,448,-8,1,3,54.0,8,4,0,1600,96.5,0,8,8,3,54,3,3,0,0,35.0,456,+10,0.2,8,6,0,1400,83.8,0,12,9,3,54,5,4,0,0,33.8,446,-10,0.4,1,1,0,1500,91.6,1,9,5,3,54,2,3,3,0,35.9,456,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トロイメント,9,7.5,5,5,6,426,+2,1,3,54.0,7,6,0,1400,81.5,0,13,7,3,54,12,11,0,0,33.6,424,0,0.6,7,1,0,1600,94.7,0,16,13,3,54,11,11,9,0,34.9,424,-6,-0.7,8,5,0,1400,82.3,0,18,1,3,54,3,3,0,0,35.3,430,+2,0.4,8,4,0,1600,95.1,0,16,14,3,54,5,5,0,0,35.1,428,+2,0.4,8,4,0,1600,96.0,0,14,6,3,54,6,7,0,0,35.7,426,-2,0.4
マイネルウィルトス,5,2.9,6,6,3,462,-4,0,3,56.0,8,2,0,1600,96.3,0,8,1,3,56,3,4,0,0,34.7,466,-2,0.0,8,2,0,1600,95.4,0,15,3,3,56,12,12,0,0,35.0,468,+6,0.0,9,2,0,1600,96.0,1,12,7,3,55,8,6,0,0,34.9,462,0,0.2,7,2,0,1600,94.7,0,9,2,3,55,5,6,6,0,33.4,462,-2,0.0,8,1,0,1600,95.9,0,11,6,3,55,7,4,0,0,34.7,464,-2,-0.1
サダムゲンヤ,7,8.5,6,7,2,492,-8,0,3,56.0,8,1,0,1600,95.7,0,16,15,3,56,4,2,0,0,35.7,500,-4,0.0,8,6,0,1800,110.8,0,16,5,3,56,4,4,0,0,36.0,504,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イクスパイアーズ,11,254.0,7,8,1,464,-2,1,3,54.0,10,10,0,1200,71.2,0,18,8,3,54,15,16,0,0,35.8,466,-6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,1600,100.4,0,18,6,3,52,1,4,0,0,37.9,472,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミッキースピリット,3,3.8,7,9,7,486,+2,0,3,56.0,8,3,0,1600,95.4,0,15,8,3,56,1,1,0,0,35.8,484,-2,0.0,9,1,0,1400,80.8,0,15,6,3,55,5,5,0,0,34.4,486,0,0.0,8,4,0,1400,82.5,1,13,9,3,55,6,4,0,0,35.9,486,+2,0.3,8,6,0,1600,95.6,0,11,5,3,55,3,3,0,0,35.4,484,0,0.7,10,7,0,1800,112.0,0,15,13,3,54,10,10,3,2,36.6,484,0,0.9
リゲイン,8,186.8,8,10,2,428,+2,1,3,54.0,10,11,0,1200,70.5,0,16,8,3,54,5,6,0,0,35.7,426,0,0.9,7,13,0,1400,83.5,0,13,6,3,54,8,11,0,0,35.6,426,-12,2.6,8,9,0,1400,83.9,0,10,10,3,54,3,3,0,0,36.1,438,-2,1.2,10,5,0,1200,69.1,0,7,2,3,54,4,5,0,0,35.4,440,+12,0.7,9,1,0,1400,82.4,0,9,6,3,54,3,3,0,0,35.7,428,0,0.0
