ライトオンキュー,1,5.2,1,1,33,506,+18,0,4,56.0,5,14,1,1400,1400 1,0,16,12,3,56,16,16,0,0,38.7,488,-6,3.5,8,4,0,1400,83.1,0,8,7,2,56,6,4,0,0,34.2,494,-10,0.6,8,5,0,1600,1600 1,0,11,5,2,56,4,5,0,0,36.0,504,+10,1.0,9,12,0,1600,95.0,0,16,4,14,55,15,14,0,0,34.6,494,-4,1.7,8,1,0,1600,1600 1,2,15,3,2,55,11,10,0,0,35.4,498,0,0.0
レンベルガー,15,76.5,1,2,9,440,+18,0,6,57.0,3,9,0,1200,1200 1,0,16,16,14,57,16,16,0,0,34.8,422,-6,0.8,-1,1,1,1400,1400 1,2,12,5,1,56,6,6,4,1,41.0,428,+1,-0.8,-1,1,1,1400,1400 1,3,10,3,1,56,2,2,2,2,39.2,427,-15,-0.2,-1,4,1,1600,1600 1,0,13,12,7,56,10,9,7,7,39.8,442,+6,1.0,-1,7,1,2000,2000 2,0,11,7,6,55,2,2,2,2,41.6,436,+3,1.6
モートゥス,10,29.4,2,3,9,502,0,0,4,56.0,3,12,0,2000,2000 2,0,16,1,13,55,11,8,15,12,35.2,502,-4,0.8,4,11,0,1800,110.0,2,17,13,13,55,8,8,0,0,36.4,506,+13,1.4,-1,1,0,1700,1700 1,0,12,6,3,56,7,7,7,8,36.7,493,-14,-0.4,-1,9,1,1800,1800 1,1,15,10,2,56,3,3,3,3,41.5,507,+15,1.9,9,8,0,2200,2200 2,0,17,11,9,56,13,14,13,11,35.5,492,-10,1.2
レディギャング,5,17.8,2,4,15,484,+8,1,5,55.0,9,15,1,1400,1400 1,1,16,1,4,55,1,2,0,0,41.8,476,+4,2.8,9,9,0,1800,106.0,0,13,8,7,55,1,1,0,0,36.3,472,-6,1.3,9,4,0,1600,93.5,0,17,1,14,55,1,1,0,0,35.6,478,+4,0.3,10,10,0,1200,1200 1,0,17,2,5,55,2,6,0,0,34.7,474,0,1.1,10,15,0,1800,1800 1,1,16,14,6,54,1,1,1,1,37.1,474,+8,1.5
サウンドストリート,13,46.0,3,5,19,456,+8,0,5,57.0,4,15,0,1400,1400 1,0,18,1,5,57,12,15,0,0,35.2,448,-2,1.1,5,5,0,1800,1800 1,1,12,12,3,57,4,5,5,0,35.6,450,0,1.0,5,5,0,1400,1400 1,0,18,6,1,57,11,10,0,0,33.9,450,-6,0.5,3,2,0,1200,1200 1,0,16,4,2,57,11,10,0,0,35.3,456,-8,0.3,5,7,1,1300,1300 1,0,16,3,4,57,4,3,0,0,38.1,464,+4,1.6
アングレーム,4,13.7,3,6,32,456,+10,1,4,54.0,5,7,0,1400,1400 1,0,14,14,5,52,12,12,0,0,34.3,446,+2,0.8,6,10,0,1600,96.8,1,13,7,9,54,7,6,3,0,36.2,444,+6,1.3,6,1,0,1600,95.9,0,16,6,3,54,2,2,2,0,36.4,438,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プリンセスオーラ,16,109.4,4,7,10,450,+6,1,6,55.0,3,12,0,1200,1200 1,0,16,12,11,53,3,3,0,0,35.3,444,+2,1.1,4,10,0,1000,1000 0,0,18,5,9,55,3,0,0,0,33.5,442,-2,1.1,4,2,0,1000,1000 0,0,18,11,12,54,1,0,0,0,32.8,444,+2,0.0,3,9,0,1200,1200 1,0,16,4,11,55,1,1,0,0,35.7,442,+6,1.0,3,13,0,1200,1200 1,0,16,14,7,55,4,5,0,0,36.9,436,-8,1.5
ナディア,7,29.8,4,8,13,420,+8,1,4,54.0,4,11,0,1200,1200 1,0,18,3,7,52,15,15,0,0,34.4,412,+4,1.3,10,6,0,1200,1200 1,2,18,6,7,53,17,15,0,0,34.6,408,+4,0.7,10,5,0,1200,1200 1,0,18,11,13,52,16,16,0,0,33.6,404,-2,0.5,7,9,0,1400,1400 1,0,18,7,7,52,10,8,0,0,35.9,406,+2,0.8,9,12,0,1600,96.4,1,13,8,11,54,11,11,0,0,36.7,404,+2,1.9
メイショウキョウジ,2,2.7,5,9,2,470,+2,0,4,56.0,9,3,0,1600,95.1,0,17,3,8,56,2,2,0,0,35.9,468,-12,0.0,-1,1,1,1200,1200 1,1,12,3,1,56,1,1,0,0,36.4,480,-2,-0.4,-1,1,0,1600,1600 1,0,11,5,1,56,1,1,0,0,38.6,482,+10,0.0,9,9,1,1200,1200 1,0,16,2,1,56,1,1,0,0,39.7,472,-6,1.2,10,2,0,1200,1200 1,1,18,5,1,56,2,1,0,0,35.2,478,0,0.2
シアン,8,67.4,5,10,21,416,-8,1,5,55.0,1,6,0,2000,2000 2,1,13,3,6,54,6,6,10,10,36.2,424,+6,0.9,1,7,0,1800,1800 1,0,12,5,10,55,12,10,10,11,35.4,418,-2,0.7,2,5,0,2000,2000 2,0,13,3,7,54,7,7,8,8,34.7,420,-4,0.6,2,8,0,1200,1200 1,1,16,14,9,54,13,14,0,0,35.7,424,+6,0.5,2,5,0,1200,1200 1,0,15,8,9,54,12,11,0,0,34.0,418,0,0.4
