馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ショーヒデキラ,9,15.0,1,1,22,476,+18,0,3,56.0,3,8,0,1800,0,0,13,6,3,54,7,6,7,7,36.0,458,-14,0.5,5,4,0,1600,0,0,12,8,3,53,5,5,0,0,34.3,472,+2,0.3,6,5,0,1600,0,0,14,6,3,56,7,8,7,0,33.9,470,+2,0.6,7,1,0,1600,0,0,16,5,3,55,4,4,3,0,34.6,468,-8,-0.2,6,3,0,1600,0,1,16,10,3,56,8,10,9,0,35.7,476,-4,0.4
アイアムヒメ,12,261.6,1,2,21,452,-2,1,4,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,1800,0,1,14,14,4,55,9,10,6,8,37.7,454,-2,1.3,5,5,0,1600,0,0,16,9,4,53,7,7,0,0,35.2,456,+10,0.8,3,10,0,1200,0,0,13,10,4,55,11,10,0,0,35.1,446,-12,0.7,6,14,0,1600,0,0,16,14,4,55,10,9,10,0,35.8,458,+4,1.6
レッドクレオス,8,5.0,2,3,5,472,+6,0,3,56.0,5,2,0,1400,0,0,18,10,3,55,9,9,0,0,33.1,466,-4,0.0,1,1,0,1200,0,1,16,6,3,56,7,7,0,0,36.0,470,0,-0.5,1,2,0,1500,0,1,14,5,3,56,5,6,3,0,36.4,470,0,0.0,1,2,0,2000,0,0,13,10,3,56,6,6,5,2,36.4,470,0,0.0,3,4,0,2000,0,3,16,6,3,56,8,8,3,3,38.4,470,+12,1.3
クリノクーニング,14,138.5,2,4,23,454,+4,0,4,54.0,9,9,0,1800,0,0,14,8,4,57,12,14,0,0,35.0,450,-6,1.8,9,5,0,1800,0,0,13,2,4,57,5,7,0,0,34.5,456,-8,0.5,8,6,1,1400,0,0,15,4,4,57,10,10,0,0,37.4,464,0,1.1,8,11,1,1800,0,0,12,4,4,54,4,5,5,6,39.3,464,-10,2.5,9,9,0,2000,0,0,10,2,4,57,10,9,9,8,37.6,474,+12,2.1
フラウティスタ,13,54.7,3,5,14,446,-2,1,5,52.0,1,11,1,1000,0,2,12,12,5,52,5,4,0,0,36.8,448,+4,1.4,2,12,0,1200,0,0,16,16,5,55,13,12,0,0,35.5,444,+2,1.3,2,6,0,1200,0,0,12,5,5,55,8,7,0,0,35.6,442,-4,0.4,2,8,0,1200,0,0,10,8,5,55,3,2,0,0,35.8,446,+8,0.7,10,8,0,1200,0,0,16,13,5,54,9,9,0,0,34.0,438,0,0.5
スーパーブレイク,1,62.1,3,6,3,470,+4,0,5,57.0,3,4,0,1800,0,0,14,8,5,57,13,11,10,9,34.7,466,-4,0.6,4,10,0,1800,0,1,13,1,5,57,9,8,0,0,35.0,470,-4,0.9,4,4,0,2000,0,0,9,9,5,56,4,4,0,0,34.4,474,+6,0.9,3,10,0,1800,0,0,13,8,5,57,13,13,8,7,35.0,468,0,0.7,7,7,0,2000,0,0,10,8,5,57,8,7,6,6,35.2,468,-2,0.7
トロイメント,7,16.5,4,7,6,446,+10,1,3,54.0,8,7,0,1600,0,1,18,14,3,53,13,12,0,0,35.0,436,-2,0.6,9,7,0,1600,0,0,18,3,3,53,11,10,0,0,33.5,438,+24,1.1,5,11,0,1800,0,0,12,8,3,54,12,10,8,0,34.0,414,-14,1.4,9,3,0,1600,0,0,11,4,3,54,7,8,0,0,33.0,428,+2,0.4,7,9,0,1600,0,0,11,5,3,54,6,4,5,0,34.4,426,+2,1.0
クィーンビー,11,80.5,4,8,13,494,+2,1,6,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1600,0,0,18,8,6,55,7,7,0,0,32.9,492,+8,0.2,5,12,0,1800,0,1,16,11,6,54,14,14,15,0,34.3,484,+8,1.5,5,7,0,1600,0,0,16,16,6,52,16,16,0,0,34.3,476,-12,1.2,3,12,0,1800,0,0,16,11,6,52,5,6,10,12,37.0,488,+16,1.3
マイネルプリンチペ,3,16.1,5,9,2,460,+8,0,4,57.0,3,2,0,1800,0,0,16,4,4,54,6,6,4,2,35.6,452,+2,0.1,3,3,0,1800,0,0,13,12,4,57,8,8,8,6,34.6,450,-2,0.2,6,12,0,1600,0,0,16,15,4,57,3,2,3,0,35.7,452,+4,1.2,4,6,0,1600,0,0,15,14,4,57,3,3,0,0,34.2,448,-8,0.8,4,6,0,1600,0,0,16,14,4,57,2,2,0,0,34.0,456,-4,1.0
レッドヴァール,4,1.7,5,10,3,472,0,1,4,55.0,5,3,0,1600,0,0,18,2,4,55,5,4,0,0,34.5,472,-10,0.3,5,2,0,1800,0,0,11,5,4,55,5,4,3,0,34.7,482,+20,0.0,10,7,0,1800,0,0,15,8,4,54,5,5,3,3,37.3,462,-12,0.9,6,6,0,2200,0,0,16,4,4,54,2,3,6,5,36.6,474,+8,0.5,7,1,0,2200,0,0,18,7,4,53,1,1,2,1,35.1,466,-6,0.0
