馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ヒロブレイブ,14,36.1,1,1,3,494,+2,1,0,0,6,56.0,0,0,0,0,0,0,0,1,0,0,7,1,1400,83.9,1,0,0,0,14,9,6,53,11,11,0,0,36.0,492,-2,1.0,0,0,0,0,0,0,0,0,1,0,4,1,1400,83.6,0,1,0,0,16,3,6,56,14,14,0,0,36.6,494,-4,0.3,0,0,0,0,0,0,0,0,1,0,5,1,2000,126.1,1,0,0,0,16,14,6,53,10,11,11,10,36.9,498,-2,0.4,0,0,0,0,0,0,0,1,0,0,4,1,1900,117.9,0,1,0,0,15,5,6,56,11,11,11,9,36.8,500,+4,0.3,0,0,0,0,0,0,0,0,1,0,12,1,1400,83.1,0,1,0,0,16,12,6,56,16,16,0,0,34.8,496,+12,1.6
ファッショニスタ,2,2.1,2,2,13,494,+8,0,1,0,5,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1400,82.7,0,1,0,0,16,14,5,55,2,1,0,0,36.5,486,-2,-0.5,0,0,0,0,0,0,0,0,1,0,4,1,1800,113.2,1,0,0,0,9,6,5,55,5,5,5,5,37.4,488,0,0.5,0,0,0,0,0,0,0,1,0,0,3,1,1800,110.5,1,0,0,0,16,15,5,55,14,14,13,10,36.3,488,0,0.1,0,0,0,0,0,0,0,1,0,0,2,1,1800,110.4,0,1,0,0,13,10,5,55,4,5,3,3,36.4,488,+4,0.0
ヴェンジェンス,1,6.5,2,3,12,492,-6,1,0,0,6,57.0,0,0,0,0,0,0,0,0,1,0,1,1,1400,83.3,0,1,0,0,16,8,6,56,10,10,0,0,36.7,498,-2,-0.2,0,0,0,0,0,0,0,1,0,0,3,1,1200,71.1,1,0,0,0,13,3,6,55,10,10,0,0,35.5,500,+2,0.4,0,0,0,0,0,0,0,1,0,0,9,1,1400,84.5,1,0,0,0,15,3,6,56,2,2,0,0,38.1,498,+6,1.7,0,0,0,0,0,1,0,0,0,0,5,1,1200,70.5,1,0,0,0,16,3,6,56,11,11,0,0,36.0,492,+6,0.3,0,0,0,0,0,0,0,1,0,0,2,1,1200,70.7,1,0,0,0,16,13,6,54,7,4,0,0,35.8,486,+2,0.2
テーオーヘリオス,10,14.8,3,4,3,516,+6,1,0,0,7,58.0,0,0,0,0,0,0,0,1,0,0,5,1,1400,83.5,1,0,0,0,14,3,7,57,3,4,0,0,36.8,510,0,0.6,0,0,0,0,0,0,0,0,0,0,3,1,1400,86.3,0,0,0,1,12,12,7,57,4,4,3,0,37.7,510,+1,1.2,0,0,0,0,0,0,0,0,0,0,5,1,1200,72.3,0,0,0,1,16,16,7,56,5,5,0,0,37.2,509,-1,0.7,0,0,0,0,0,0,0,0,0,0,6,1,1400,88.3,0,0,0,1,11,2,7,57,4,3,3,7,38.9,510,-4,1.7,0,0,0,0,0,0,0,1,0,0,6,1,1200,71.5,1,0,0,0,16,15,7,58,8,7,0,0,35.4,514,+4,0.7
ニットウスバル,13,76.6,3,5,5,518,-2,1,0,0,7,57.0,0,0,0,0,0,0,0,1,0,0,7,1,1200,71.9,1,0,0,0,15,15,7,57,12,11,0,0,35.7,520,+2,0.6,0,0,0,0,0,0,0,1,0,0,7,1,1200,71.4,1,0,0,0,13,2,7,56,11,10,0,0,35.6,518,-4,0.7,0,0,0,0,0,1,0,0,0,0,5,1,1200,70.7,1,0,0,0,15,14,7,57,9,9,0,0,36.6,522,-8,0.6,0,0,0,0,1,0,0,0,0,0,13,1,1400,85.0,1,0,0,0,16,8,7,56,16,13,0,0,36.6,530,+20,1.2,0,0,0,0,0,0,0,0,1,0,13,1,1400,84.6,1,0,0,0,16,7,7,57,14,13,0,0,36.7,510,-6,1.0
フュージョンロック,4,13.0,4,6,6,494,+2,1,0,0,5,56.0,0,0,0,0,1,0,0,0,0,0,1,1,1400,84.7,1,0,0,0,16,7,5,56,2,2,0,0,36.7,492,-2,-0.2,0,0,0,0,0,0,0,0,1,0,3,1,1400,83.7,0,1,0,0,16,14,5,57,4,2,0,0,36.5,494,-4,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1400,84.0,1,0,0,0,16,6,5,57,3,3,0,0,37.5,498,+4,-0.2,0,0,0,0,0,0,1,0,0,0,8,1,1800,114.8,1,0,0,0,16,6,5,57,1,1,1,1,39.9,494,-2,1.4,0,0,1,0,0,0,0,0,0,0,1,1,1700,106.2,1,0,0,0,15,13,5,56,1,1,1,1,37.5,496,+12,-0.6
アシャカダイキ,6,139.3,4,7,7,490,-12,0,1,0,5,54.0,0,0,0,0,0,0,0,0,0,0,10,1,1200,73.9,0,0,0,1,16,5,5,54,16,16,0,0,37.5,502,+8,2.3,0,0,0,0,0,1,0,0,0,0,1,1,1200,70.6,0,1,0,0,15,13,5,55,12,11,0,0,35.8,494,+8,-0.1,0,0,0,0,0,0,0,1,0,0,10,1,1400,84.7,1,0,0,0,13,10,5,55,9,9,0,0,36.7,486,-4,0.9,0,0,0,0,0,1,0,0,0,0,8,1,1200,70.7,0,1,0,0,16,10,5,55,7,6,0,0,36.7,490,-2,0.8,0,0,0,0,1,0,0,0,0,0,8,1,1400,85.0,1,0,0,0,16,8,5,53,10,10,0,0,36.2,492,+10,0.5
ダノンフェイス,8,30.7,5,8,1,526,0,1,0,0,6,57.0,0,0,0,0,1,0,0,0,0,0,6,1,1400,84.1,1,0,0,0,16,5,6,57,6,6,0,0,35.9,526,0,0.7,0,0,0,0,0,0,0,0,1,0,8,1,1400,84.4,0,1,0,0,16,11,6,56,8,11,0,0,37.6,526,-2,1.3,0,0,0,0,0,0,0,0,1,0,6,1,1400,83.9,0,1,0,0,16,9,6,57,14,14,0,0,36.9,528,+4,0.6,0,0,0,0,1,0,0,0,0,0,1,1,1400,83.2,1,0,0,0,16,4,6,54,8,7,0,0,35.5,524,0,-0.2,0,0,0,0,1,0,0,0,0,0,1,1,1400,81.9,0,1,0,0,16,11,6,57,4,3,0,0,35.0,524,-8,-0.4
ヌーディーカラー,9,8.7,5,9,3,466,-4,1,0,0,4,56.0,0,0,0,0,0,0,0,1,0,0,8,1,1400,84.2,1,0,0,0,14,4,4,55,14,13,0,0,36.1,470,0,1.3,0,0,0,0,0,0,0,0,1,0,1,1,1400,83.7,0,1,0,0,16,1,4,57,4,6,0,0,36.5,470,0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,1400,85.3,1,0,0,0,11,10,4,56,2,3,0,0,36.4,470,0,0.0,0,0,0,0,0,0,0,1,0,0,3,1,1400,84.9,1,0,0,0,16,5,4,56,4,4,0,0,36.9,470,+2,0.6,0,0,0,0,0,0,0,0,1,0,2,1,1400,83.8,1,0,0,0,16,13,4,56,4,4,0,0,36.4,468,+8,0.4
トウショウカウント,11,331.6,6,10,3,506,-6,1,0,0,7,56.0,0,0,0,0,0,0,0,1,0,0,13,1,1400,85.3,1,0,0,0,14,7,7,53,6,6,0,0,38.3,512,-12,2.4,0,0,0,0,0,1,0,0,0,0,8,1,1200,72.0,1,0,0,0,16,13,7,56,9,8,0,0,36.3,524,+4,1.0,0,0,0,0,0,1,0,0,0,0,7,1,1200,71.1,1,0,0,0,16,9,7,53,8,9,0,0,36.2,520,+26,0.8,0,0,0,0,0,0,0,0,1,0,9,1,1400,83.4,0,0,0,1,16,6,7,56,11,13,0,0,37.0,494,-2,1.2,0,0,0,1,0,0,0,0,0,0,9,1,1200,71.5,1,0,0,0,13,11,7,53,8,8,0,0,36.0,496,+4,0.8
