馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ペイシャラトゥール,7,45.8,1,1,3,486,-2,0,3,53.0,6,8,1,1800,1:59.2,0,16,5,13,53,9,9,12,10,40.3,488,+2,1.0,6,9,1,1800,1:59.7,0,16,13,14,52,9,10,14,14,40.5,486,-4,3.1,2,9,0,1800,1:51.9,0,12,12,12,54,4,7,8,9,37.7,490,+2,2.2,2,7,0,1000,1:01.5,1,7,7,7,54,7,7,0,0,35.9,488,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フーズサイド,2,4.6,1,2,1,464,-2,0,3,56.0,5,2,1,2100,2:18.0,0,15,12,1,56,13,13,9,7,38.8,466,+8,0.9,5,6,1,1600,1:39.8,0,16,1,4,55,13,14,0,0,37.7,458,-2,0.6,5,4,1,1600,1:39.5,1,16,2,6,55,14,12,0,0,37.6,460,+6,0.6,4,5,1,1800,1:56.9,1,15,15,2,55,11,11,8,7,39.1,454,-2,2.6,5,2,1,1600,1:41.2,0,16,11,6,55,16,13,0,0,37.1,456,+4,0.1
イリュージョニスト,15,201.4,2,3,1,478,+6,0,3,56.0,5,9,1,2100,2:20.4,0,15,7,10,56,11,12,14,13,40.1,472,-8,3.3,6,9,1,1800,1:58.0,0,16,5,12,55,11,10,10,10,40.1,480,+6,2.1,1,11,0,1500,1:33.7,0,14,1,13,54,9,9,9,0,37.1,474,-4,2.7,1,7,0,1800,1:53.6,0,7,1,7,54,4,5,4,3,39.2,478,0,2.5,4,10,0,1600,1:38.7,0,14,11,12,54,11,11,0,0,34.4,478,0,1.7
アービルビエント,13,20.0,2,4,1,516,+4,0,3,53.0,5,7,1,1600,1:42.4,0,16,15,5,55,1,1,0,0,40.7,512,0,2.5,6,8,0,1600,1:39.9,0,16,16,16,55,13,2,3,0,36.3,512,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ホワイトストーム,6,73.5,3,5,2,468,-4,0,3,56.0,6,7,1,1800,1:59.9,0,16,6,10,56,13,13,13,12,40.7,472,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タイセイフィクサー,14,46.0,3,6,2,488,+6,0,3,56.0,6,7,1,1800,1:59.3,0,16,8,6,56,10,10,7,7,40.6,482,+2,1.7,6,8,0,2000,2:02.9,0,17,4,11,55,12,12,12,10,35.6,480,+4,1.4,5,10,0,1600,1:39.0,0,11,5,4,55,8,7,0,0,35.2,476,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カフェプリンス,4,6.3,4,7,2,506,+2,0,3,56.0,6,4,1,1800,1:58.6,0,16,13,8,56,4,6,4,4,40.0,504,+2,1.0,5,16,0,2000,2:05.0,0,18,14,15,55,15,13,13,0,35.6,502,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミフリマ,11,36.0,4,8,3,456,-12,1,3,54.0,6,5,1,1800,2:00.1,0,15,7,10,54,10,10,8,8,40.5,468,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カリスマサンボス,12,59.6,5,9,2,546,-10,0,3,56.0,6,12,1,1800,2:00.4,0,16,6,7,56,12,12,10,12,41.4,556,0,2.8,6,4,1,1800,1:58.1,0,16,5,6,55,12,12,12,11,39.5,556,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タッチングムービー,10,3.5,5,10,6,518,-4,0,3,56.0,6,2,1,1800,1:57.2,0,16,13,4,55,10,11,10,9,39.1,522,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
