馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
マイネルザウバア,7,6.4,1,1,13,452,-4,1,0,0,5,57.0,0,0,0,0,0,0,0,0,0,1,2,0,1800,107.4,1,0,0,0,8,7,5,57,1,1,1,1,35.5,456,-4,0.0,0,0,0,0,0,0,0,0,0,1,3,0,1800,108.6,0,1,0,0,16,1,5,56,8,8,7,6,35.7,460,-4,0.4,0,0,0,0,0,1,0,0,0,0,7,0,2000,122.2,1,0,0,0,16,15,5,57,1,1,1,1,36.3,464,+18,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1800,107.8,1,0,0,0,11,3,5,57,1,1,1,1,36.8,446,-4,0.7
イルルーメ,9,116.3,2,2,3,490,+8,1,0,0,4,57.0,0,0,0,1,0,0,0,0,0,0,14,0,1400,83.4,1,0,0,0,16,10,4,57,16,16,0,0,35.0,482,-2,1.7,0,0,1,0,0,0,0,0,0,0,9,0,1800,110.0,1,0,0,0,16,6,4,57,15,14,1,1,37.7,484,-2,0.8,0,0,0,0,0,0,1,0,0,0,15,0,1600,95.8,1,0,0,0,16,12,4,57,16,14,15,0,35.1,486,-6,2.0,0,0,0,0,1,0,0,0,0,0,16,1,2100,137.6,0,0,1,0,16,6,4,56,15,16,12,13,42.7,492,0,4.3,0,0,0,0,0,1,0,0,0,0,6,0,2000,122.8,1,0,0,0,14,8,4,56,11,11,7,4,36.7,492,+4,0.8
ペルソナデザイン,2,9.9,3,3,8,476,+2,1,0,0,3,54.0,0,0,0,0,0,1,0,0,0,0,5,0,2200,135.1,1,0,0,0,8,8,3,56,4,5,2,3,35.3,474,-4,0.7,0,0,0,0,1,0,0,0,0,0,6,0,2400,147.0,1,0,0,0,10,7,3,56,5,6,6,6,34.2,478,+6,1.1,0,0,0,0,0,0,0,1,0,0,6,0,2000,122.5,1,0,0,0,9,4,3,55,3,3,3,2,35.2,472,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,2000,122.2,1,0,0,0,8,4,3,55,4,5,6,0,34.4,472,-2,0.0,0,0,0,0,0,1,0,0,0,0,8,0,2000,125.1,1,0,0,0,14,14,3,54,12,12,12,11,34.8,474,0,1.4
ヒドゥンパラメータ,8,11.9,4,4,3,472,-4,1,0,0,5,57.0,0,0,0,1,0,0,0,0,0,0,2,0,1800,107.4,1,0,0,0,15,12,5,57,3,3,0,0,33.7,476,+24,0.1,0,0,0,0,0,0,1,0,0,0,8,0,1600,95.1,1,0,0,0,14,2,5,57,9,8,10,0,34.6,452,+2,0.8,0,0,0,0,0,0,1,0,0,0,13,0,2000,123.3,1,0,0,0,18,8,5,57,18,18,16,17,33.9,450,+4,1.0,0,0,0,0,0,0,1,0,0,0,11,1,1800,115.4,0,1,0,0,16,7,5,57,11,10,9,9,39.2,446,-4,1.7,0,0,1,0,0,0,0,0,0,0,14,0,2000,121.8,1,0,0,0,16,12,5,57,9,5,4,4,36.8,450,-8,1.8
ナルハヤ,3,9.7,5,5,1,482,-2,0,1,0,5,55.0,0,0,0,1,0,0,0,0,0,0,3,0,1800,106.9,1,0,0,0,15,8,5,55,2,2,0,0,33.8,484,-6,0.0,0,0,0,1,0,0,0,0,0,0,11,0,2000,121.2,1,0,0,0,11,5,5,52,1,1,0,0,37.1,490,+4,1.8,0,0,1,0,0,0,0,0,0,0,7,0,2000,120.8,1,0,0,0,15,13,5,52,2,2,2,2,37.2,486,-18,0.7,0,0,0,0,0,0,0,0,1,0,12,0,2600,165.1,0,0,1,0,14,14,5,55,1,1,1,1,38.5,504,-2,2.5,0,0,0,0,0,0,0,0,1,0,3,0,2000,119.5,1,0,0,0,15,12,5,55,1,1,1,1,36.2,506,+6,0.4
ギャンブラー,4,39.3,6,6,2,514,-4,1,0,0,4,57.0,0,0,0,1,0,0,0,0,0,0,5,0,1600,97.0,1,0,0,0,11,8,4,57,1,1,0,0,33.4,518,+4,0.3,0,0,0,1,0,0,0,0,0,0,10,0,1800,107.3,1,0,0,0,14,8,4,55,7,7,0,0,35.1,514,-2,1.3,0,0,0,0,0,1,0,0,0,0,12,0,1800,109.4,1,0,0,0,15,10,4,54,10,10,12,10,34.7,516,+4,0.6,1,0,0,0,0,0,0,0,0,0,7,0,2000,125.5,0,1,0,0,16,5,4,54,16,16,11,8,37.4,512,+6,1.3,1,0,0,0,0,0,0,0,0,0,4,0,2000,122.9,1,0,0,0,13,5,4,54,12,12,12,12,35.5,506,-2,1.0
ミチビキ,5,11.0,7,7,3,468,0,0,1,0,3,52.0,0,0,0,0,1,0,0,0,0,0,4,0,1800,106.6,1,0,0,0,8,8,3,54,6,6,6,0,34.1,468,+6,0.4,0,0,0,0,0,1,0,0,0,0,7,0,1800,109.6,1,0,0,0,10,4,3,54,4,4,4,4,35.0,462,+4,0.4,0,0,0,0,0,1,0,0,0,0,9,0,1800,112.9,1,0,0,0,11,5,3,54,3,2,3,6,35.9,458,-4,1.2,0,0,0,0,0,1,0,0,0,0,3,0,1600,95.5,1,0,0,0,8,3,3,54,1,4,4,0,34.6,462,+2,0.6,0,0,0,1,0,0,0,0,0,0,1,0,1600,96.6,0,1,0,0,11,8,3,54,2,2,0,0,34.2,460,+8,0.0
ロードマイウェイ,1,1.6,7,8,4,464,0,1,0,0,3,54.0,0,0,0,0,0,0,0,1,0,0,2,0,1800,106.9,1,0,0,0,7,6,3,56,2,2,0,0,34.5,464,+2,0.0,0,0,0,0,0,0,0,1,0,0,6,0,2000,122.0,1,0,0,0,8,3,3,56,8,8,7,7,35.1,462,-2,1.3,0,0,0,0,0,0,0,0,1,0,4,0,1800,107.8,1,0,0,0,13,3,3,55,1,1,0,0,36.3,464,-8,0.4,0,0,0,0,0,0,0,1,0,0,1,0,1800,108.5,0,1,0,0,6,1,3,55,6,6,0,0,35.0,472,0,-0.1,0,0,0,1,0,0,0,0,0,0,4,0,1400,83.4,1,0,0,0,18,15,3,55,8,7,0,0,35.8,472,0,0.5
クリノオスマン,6,13.5,8,9,3,450,-4,0,0,1,5,57.0,0,0,0,1,0,0,0,0,0,0,3,0,1800,107.4,1,0,0,0,15,3,5,57,9,11,0,0,33.2,454,-4,0.1,0,0,0,0,1,0,0,0,0,0,3,0,2000,121.6,1,0,0,0,12,5,5,57,5,6,7,0,33.3,458,-2,0.2,0,0,0,0,0,1,0,0,0,0,10,1,1800,117.5,0,1,0,0,10,2,5,55,7,7,7,8,40.4,460,+8,3.6,0,0,0,0,0,1,0,0,0,0,8,0,2000,121.6,1,0,0,0,13,5,5,54,3,3,4,9,36.8,452,+4,1.6,0,0,0,0,0,0,0,0,1,0,6,1,1800,115.0,0,1,0,0,11,4,5,54,4,4,3,3,37.9,448,-14,1.0
スターフィールド,10,93.2,8,10,28,478,0,0,0,1,4,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,1700,109.7,1,0,0,0,15,8,4,55,14,14,14,13,39.0,478,+2,2.6,0,0,0,0,1,0,0,0,0,0,14,1,1600,101.4,1,0,0,0,16,3,4,55,12,13,0,0,39.6,476,+8,3.1,0,0,0,1,0,0,0,0,0,0,12,0,1800,107.4,1,0,0,0,18,14,4,54,11,11,0,0,34.2,468,-16,1.4,0,0,0,0,0,1,0,0,0,0,8,0,2000,124.4,0,1,0,0,9,2,4,56,5,5,5,6,38.0,484,-2,2.1
