馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ゲンパチカイナル,2,6.6,1,1,3,478,0,0,4,57.0,5,4,1,1600,0,0,16,13,4,57,14,12,0,0,37.5,478,+4,0.7,5,1,1,1600,0,0,14,10,4,56,2,2,0,0,37.0,474,0,-0.6,6,2,1,1800,0,1,11,10,4,56,4,3,3,4,38.7,474,-4,0.3,6,1,1,1800,0,1,15,3,4,56,1,1,1,1,39.4,478,-4,-1.2,6,2,1,1800,0,1,16,9,4,56,1,1,1,1,38.8,482,+4,0.0
ダウンザライン,10,21.4,1,2,5,478,-2,0,5,57.0,5,6,1,2100,0,0,11,7,5,57,9,9,9,7,37.9,480,0,1.5,6,1,1,1800,0,0,16,11,5,57,12,12,13,10,38.8,480,+4,-0.6,6,3,1,1800,0,0,16,12,5,57,11,11,9,9,38.7,476,+10,0.3,9,6,1,2000,0,0,11,11,5,57,11,11,11,10,38.4,466,-12,0.6,5,2,1,2100,0,1,13,1,5,57,12,11,11,11,36.2,478,+6,0.0
レッドフレイ,4,1.5,2,3,13,470,0,0,4,57.0,6,1,1,1800,0,0,15,15,4,56,2,2,3,3,37.4,470,0,-0.8,4,1,1,1800,0,0,15,15,4,56,3,3,2,2,38.3,470,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オールウェイズゼア,14,106.8,2,4,2,488,+2,0,5,54.0,5,1,1,1600,0,0,15,15,5,54,5,5,0,0,36.9,486,0,0.0,7,4,1,1800,0,1,12,3,5,54,3,3,3,3,37.2,486,+2,0.6,7,2,1,1800,0,0,14,2,5,55,6,6,5,4,38.5,484,+2,1.6,5,7,1,2100,0,1,13,12,5,57,9,9,9,7,37.7,482,+2,1.0,4,3,1,1800,0,1,9,5,5,55,5,5,6,5,39.0,480,-2,0.8
ダイワエトワール,15,7.7,3,5,38,520,+2,1,5,55.0,5,1,1,1600,0,0,16,14,5,55,2,1,0,0,36.2,518,+8,-0.2,5,2,1,1600,0,0,14,8,5,55,1,1,0,0,36.9,510,+6,0.1,6,2,1,1800,0,1,12,4,5,55,1,1,1,1,37.1,504,-24,0.0,6,1,1,1800,0,0,16,11,5,54,2,2,3,3,38.4,528,+6,0.0,6,2,1,1800,0,0,16,1,5,54,2,3,3,2,40.2,522,+16,0.1
ワカミヤオウジ,5,53.4,3,6,7,490,-6,0,4,57.0,6,8,1,1800,0,0,14,1,4,56,9,10,10,11,39.4,496,-2,1.2,6,14,1,1800,0,0,15,15,4,56,8,6,3,6,39.0,498,+14,2.0,2,9,1,1700,0,1,14,4,4,54,12,12,11,11,38.2,484,-2,2.3,5,7,1,2100,0,0,11,2,4,54,9,10,10,7,38.3,486,+16,2.3,6,4,1,1800,0,0,9,9,4,56,7,7,7,6,36.4,470,-6,0.6
プリエンプト,16,49.0,4,7,7,486,-4,1,5,55.0,6,1,1,1800,0,0,16,11,5,55,3,3,3,2,39.1,490,+14,0.0,1,9,1,1700,0,1,13,10,5,55,3,3,2,2,39.8,476,+6,2.1,5,3,1,1600,0,0,14,14,5,55,1,1,0,0,38.2,470,-2,0.5,4,4,1,1800,0,0,15,13,5,55,2,2,2,2,40.0,472,-4,0.8,6,2,1,1800,0,0,12,7,5,55,3,3,3,3,38.6,476,-6,0.1
ジュニエーブル,9,79.7,4,8,3,444,-2,0,5,57.0,5,12,1,2100,0,1,16,11,5,57,5,6,10,13,39.2,446,-2,2.1,6,4,1,1800,0,0,14,11,5,57,11,10,10,8,38.7,448,0,0.4,9,8,1,1800,0,1,16,7,5,56,5,5,3,5,36.7,448,-4,1.4,5,1,1,1600,0,0,15,10,5,57,14,13,0,0,36.0,452,+2,-0.1,5,6,0,1600,0,0,8,6,5,57,3,3,0,0,33.7,450,-4,0.8
ホノカ,8,80.5,5,9,2,476,-4,1,5,53.0,5,1,1,1400,0,0,16,6,5,53,2,2,0,0,37.5,480,0,-0.1,7,3,1,1800,0,0,10,2,5,53,1,1,1,1,38.0,480,-12,0.5,6,12,1,1800,0,0,16,5,5,55,1,1,1,1,40.7,492,+2,1.4,7,13,1,1400,0,0,16,2,5,54,12,13,0,0,39.2,490,+10,2.2,4,10,1,1200,0,2,15,13,5,53,8,8,0,0,38.1,480,+2,1.0
デルマカルヴァドス,11,62.1,5,10,2,494,-12,0,4,56.0,10,8,1,1700,0,1,16,2,4,56,16,16,16,14,37.7,506,+6,0.8,6,7,1,1800,0,0,14,8,4,53,11,11,12,12,38.5,500,+12,0.8,8,8,1,1800,0,0,13,9,4,54,11,11,9,10,37.6,488,+4,1.5,6,10,1,1800,0,1,16,3,4,54,7,7,8,8,38.5,484,-4,1.8,8,1,1,1800,0,0,16,4,4,56,6,6,6,4,38.0,488,+8,-0.1
ジュンスターホース,1,18.2,6,11,18,478,+10,0,5,57.0,5,10,1,1600,0,0,15,2,5,57,4,3,0,0,37.7,468,-4,1.0,5,5,1,1600,0,1,16,16,5,57,8,8,0,0,36.4,472,+2,0.7,4,1,1,1800,0,0,15,13,5,57,6,7,6,4,36.8,470,0,-0.5,5,2,1,1600,0,2,16,14,5,57,6,7,0,0,36.1,470,-2,0.1,5,3,1,1600,0,0,16,4,5,57,14,13,0,0,35.5,472,+4,0.1
レオアルティメット,7,16.1,6,12,0,546,+4,0,4,57.0,6,1,1,1800,0,1,16,11,4,57,1,1,1,1,38.7,542,+6,-0.1,6,3,1,1800,0,0,16,7,4,56,1,1,1,1,40.5,536,-2,0.6,6,3,1,1800,0,0,16,8,4,56,1,1,1,1,38.9,538,-2,0.2,6,3,1,1800,0,0,15,3,4,56,1,1,2,2,39.2,540,+4,1.3,3,9,1,1700,0,0,14,12,4,54,9,9,7,7,38.4,536,-2,1.1
エピックアン,13,34.1,7,13,3,506,0,0,4,57.0,5,7,1,1600,0,0,16,4,4,57,11,12,0,0,37.9,506,+4,1.1,6,10,1,1800,0,0,15,3,4,56,3,4,5,4,38.1,502,+14,1.2,5,4,1,1600,0,0,15,7,4,55,12,10,0,0,36.9,488,-12,0.7,1,2,1,1700,0,0,14,5,4,54,9,9,4,2,38.0,500,+4,0.0,3,4,1,1700,0,0,15,6,4,54,7,7,5,7,37.0,496,+10,0.8
ガウラミディ,12,130.6,7,14,10,514,+6,1,4,55.0,9,13,1,1800,0,1,16,9,4,54,9,9,10,11,37.4,508,0,2.4,9,1,1,1800,0,0,10,8,4,54,2,2,2,2,38.0,508,+12,-0.4,9,11,1,2000,0,3,16,11,4,52,15,15,16,15,37.9,496,0,2.4,9,14,1,1400,0,2,16,3,4,53,16,16,0,0,38.0,496,+6,2.8,7,8,1,1400,0,3,16,1,4,52,13,13,0,0,36.9,490,+2,1.4
ダイワインパルス,3,86.3,8,15,4,496,+2,0,7,55.0,5,12,1,1600,0,1,16,13,7,57,12,11,0,0,37.1,494,0,1.6,6,4,1,1800,0,0,14,4,7,57,10,10,10,8,40.0,494,+8,0.8,5,5,1,1600,0,0,15,9,7,57,6,6,0,0,37.3,486,+6,0.8,5,2,1,1600,0,1,16,6,7,57,5,5,0,0,36.5,480,+2,0.3,4,5,1,1800,0,0,15,3,7,56,7,9,9,8,36.6,478,-8,0.1
ペイシャボム,6,71.1,8,16,3,482,-4,0,5,54.0,5,1,1,1600,0,1,16,7,5,54,3,3,0,0,36.2,486,-10,0.0,5,11,1,1600,0,0,16,10,5,57,3,3,0,0,39.7,496,+4,2.0,4,7,1,1800,0,2,12,5,5,55,5,4,9,9,37.6,492,+6,0.7,5,5,1,1600,0,0,12,7,5,54,1,2,0,0,36.7,486,+6,0.5,6,3,1,1800,0,1,12,3,5,54,4,4,3,3,37.2,480,+10,0.9
