馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
スワーヴエドワード,1,13.0,1,1,8,500,-6,0,4,60.0,4,7,-1,2890,190.1,-1,14,9,4,59,8,6,4,4,13.2,506,-6,2.8,3,12,-1,2750,193.2,-1,14,4,4,59,1,1,5,9,14.1,512,+6,11.2,7,2,-1,3000,200.0,-1,13,9,4,59,2,2,2,2,13.3,506,0,1.1,7,17,0,1400,82.2,0,18,4,4,56,18,18,0,0,35.2,506,+2,1.2,5,10,0,1600,94.6,0,16,7,4,55,11,11,0,0,34.1,504,+2,0.8
ユノディエール,13,53.9,2,2,5,464,+6,0,5,60.0,8,13,1,1400,87.3,0,16,13,5,57,11,10,0,0,38.4,458,-8,1.7,-1,5,1,1400,90.6,2,10,6,5,57,5,5,3,0,39.8,466,+20,1.1,1,6,1,1700,107.4,1,14,12,5,57,10,10,10,9,37.9,446,+12,1.3,1,6,1,1700,106.8,0,12,12,5,57,12,12,8,3,37.4,434,-8,0.6,2,7,1,1700,106.8,1,11,5,5,57,10,10,9,9,37.5,442,+2,1.0
シンボリバーグ,4,5.5,3,3,5,512,+8,1,5,58.0,5,4,-1,3000,206.0,-1,14,7,5,58,3,3,7,7,13.7,504,+8,1.8,7,14,0,1400,83.2,1,17,4,5,55,2,3,0,0,36.3,496,-2,1.7,6,9,1,1200,71.5,0,16,10,5,55,5,5,0,0,38.1,498,+14,0.5,5,5,1,1300,78.0,1,16,2,5,55,2,2,0,0,37.0,484,-10,0.4,9,4,0,1200,70.2,2,16,5,5,55,7,7,0,0,34.8,494,-2,0.4
テイエムオスカー,6,3.9,3,4,6,504,+4,0,4,60.0,8,4,1,1800,113.7,0,16,8,4,57,2,2,3,3,37.3,500,+2,0.5,8,7,0,1600,93.8,0,7,2,4,57,7,6,0,0,33.7,498,-4,1.0,9,9,1,1800,113.2,1,15,1,4,54,3,2,3,4,37.9,502,+2,1.1,7,9,1,1900,122.6,0,14,9,4,56,14,14,14,11,39.8,500,-4,1.9,8,7,1,1800,113.3,0,16,8,4,53,7,7,7,7,39.3,504,+4,1.4
クリノペーテルス,12,245.8,4,5,8,490,+6,1,4,58.0,4,14,-1,2890,194.8,-1,14,9,4,57,14,14,14,14,13.5,484,+12,5.6,3,8,-1,2770,190.3,-1,11,8,4,57,4,4,6,7,13.7,472,-4,4.4,1,7,1,1700,109.1,1,14,14,4,54,10,10,11,10,39.5,476,+6,1.4,1,11,1,1700,110.0,0,14,2,4,54,5,5,4,6,41.0,470,-2,1.5,2,7,1,1700,111.9,1,14,3,4,54,11,12,10,8,42.2,472,-7,2.7
コウユーホクト,2,41.4,4,6,7,502,-8,0,4,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,-1,3000,203.3,-1,14,9,4,59,4,4,2,3,13.6,508,-14,3.8,6,14,1,1200,72.4,0,16,16,4,55,12,14,0,0,37.5,522,+8,1.8,6,11,1,1200,71.9,0,16,4,4,56,12,11,0,0,37.8,514,+4,0.9,6,10,1,1200,70.2,3,15,16,4,53,8,9,0,0,36.8,510,+2,1.0
アーネストホープ,10,60.5,5,7,16,486,-12,2,5,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1300,85.2,2,12,4,5,56,5,4,3,2,39.3,494,+3,-0.5,-1,4,1,1400,93.4,1,7,6,5,56,3,3,3,3,41.1,491,+4,1.2,-1,3,1,1600,108.4,2,10,1,5,56,5,5,3,2,42.1,487,+1,0.7,-1,3,1,1300,86.5,2,10,7,5,56,6,6,6,3,40.4,486,-8,0.9
シゲルタケノコ,8,97.0,5,8,3,474,0,2,4,60.0,5,10,-1,3000,205.5,-1,13,12,4,60,7,7,9,9,13.7,474,+10,4.2,4,12,-1,2890,191.5,-1,14,10,4,59,3,3,2,3,13.3,464,+8,2.3,8,12,-1,2910,208.5,-1,14,1,4,59,13,12,12,12,14.3,456,-16,7.6,-1,2,1,1500,101.0,2,12,3,4,56,8,8,7,5,42.2,472,-2,1.1,-1,5,1,1400,92.0,0,9,3,4,56,5,4,4,4,40.1,474,-6,0.4
サンライズルーク,11,8.2,6,9,11,506,+10,0,4,60.0,3,12,-1,2750,186.7,-1,13,13,4,59,1,1,2,7,13.6,496,-6,6.3,7,4,-1,3000,201.0,-1,14,10,4,59,4,6,6,5,13.4,502,-2,1.5,9,5,-1,2970,203.6,-1,14,10,4,59,3,4,4,4,13.7,504,+4,3.1,3,14,1,1700,111.0,0,15,2,4,55,2,2,12,15,42.2,500,-8,4.5,8,13,1,1400,87.7,0,16,9,4,55,1,1,0,0,40.1,508,+10,2.5
セネッティ,7,2.3,6,10,2,510,+4,0,6,60.0,5,2,-1,3000,213.4,-1,13,9,6,60,2,2,3,3,14.2,506,+2,0.0,5,3,-1,3000,205.5,-1,14,12,6,60,3,3,3,4,13.7,504,+6,1.3,4,7,-1,2890,192.9,-1,14,6,6,60,7,7,8,8,13.3,498,+2,2.1,9,12,1,1400,84.1,1,16,6,6,57,15,15,0,0,36.1,496,0,1.4,5,16,1,1400,86.0,1,16,13,6,54,10,11,0,0,36.7,496,-6,1.6
