馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ブレッザバラーレ,15,129.0,15.7,28.4,1200,1,1,21,430,+2,54.0,16,89.8,16,7,54,16,16,0,39.6,428,-2,4.2,13,76.6,16,15,9,14,41.2,430,+4,3.2,15,71.9,17,16,2,2,37.3,426,-4,1.6,5,71.5,11,2,36.4,430,0,0.3,0,0,0,0,0,0,0
メイショウラポール,11,272.8,36.6,66.6,1200,1,2,11,452,0,54.0,15,73.8,15,12,51,14,15,0,37.7,452,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スリーキーノート,7,242.7,31.0,56.3,1200,2,3,5,424,-2,54.0,14,82.8,16,7,54,16,16,0,38.4,426,+10,2.9,12,70.3,18,4,12,13,35.1,416,-4,1.4,16,91.2,16,1,8,8,41.6,420,-2,3.9,14,112.8,14,9,41.7,422,-12,4.1,16,96.6,2,35.6,434,0,1.0
ニシノアンジュ,2,15.1,2.6,4.3,1200,2,4,10,454,0,51.0,9,71.1,16,5,51,1,1,0,36.6,454,+4,0.8,10,74.6,16,2,4,4,40.0,450,+6,2.0,3,74.4,16,10,1,1,39.8,444,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペブルガーデン,6,4.0,1.3,2.0,1200,3,5,2,474,+2,54.0,5,95.5,18,16,54,4,3,0,34.5,472,-2,0.2,8,122.9,16,3,4,5,37.4,474,+2,0.7,4,112.6,16,7,4,3,34.9,472,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クリーミーボイス,5,8.0,1.6,2.5,1200,3,6,10,440,+8,54.0,8,73.7,16,11,54,2,2,0,39.5,432,+2,1.2,4,83.2,18,10,3,3,35.5,430,-4,0.5,4,83.6,18,11,4,3,35.3,434,0,0.4,4,82.7,10,9,34.3,434,-6,0.7,7,71.2,1,35.0,440,0,0.4
ペルセフォネ,8,29.6,4.0,6.9,1200,4,7,6,426,+12,54.0,6,83.4,16,15,54,11,10,0,36.9,414,-4,0.5,11,113.6,16,12,9,10,34.4,418,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハッピーノリチャン,1,3.0,1.1,1.5,1200,4,8,9,442,0,54.0,3,69.7,16,15,51,1,1,0,35.7,442,0,0.4,2,70.1,16,12,2,2,35.9,442,-2,0.0,10,70.6,16,3,1,1,36.5,444,-2,0.3,4,70.4,1,1,36.0,446,-2,0.2,2,69.5,13,35.5,448,+8,0.2
コウユーココロザシ,4,27.1,5.3,9.3,1200,5,9,7,492,-2,54.0,15,82.5,16,11,54,3,2,0,39.7,494,+2,2.2,11,89.0,16,10,9,11,39.1,492,0,2.5,7,74.0,16,10,2,2,39.3,492,0,1.0,9,60.2,4,13,35.9,492,-6,2.3,10,72.2,8,39.2,498,0,1.5
サークルワルツ,13,37.6,5.2,9.1,1200,5,10,7,464,+2,54.0,13,71.5,16,3,54,13,14,0,35.7,462,-6,0.6,3,70.8,16,6,10,10,35.2,468,+6,0.5,11,110.1,16,3,3,3,35.7,462,-4,1.0,15,112.7,15,15,37.7,466,0,2.6,16,84.6,4,35.6,466,+4,2.6
テセラレフィナード,3,2.9,1.2,1.8,1200,6,11,50,474,+30,54.0,2,69.5,14,12,54,3,3,0,35.3,444,0,0.1,2,98.4,16,6,2,2,35.3,444,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロッセーラ,12,270.7,35.7,65.0,1200,6,12,7,452,+2,51.0,13,74.2,15,13,54,13,14,0,37.6,450,+4,1.8,12,75.2,16,9,16,14,38.2,446,-10,1.4,6,89.3,11,11,1,1,39.2,456,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニホンピロラブリー,10,259.7,36.0,65.4,1200,7,13,8,416,+6,51.0,17,84.4,18,5,54,13,14,0,35.1,410,-2,1.7,14,75.4,16,16,13,13,38.8,412,-14,2.6,13,89.7,16,12,15,14,38.0,426,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グリーンアモーレ,16,243.6,43.2,78.6,1200,7,14,11,392,+8,54.0,16,73.6,16,2,54,16,16,0,35.8,384,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スガノデュランダル,14,48.6,6.1,10.7,1200,8,15,10,412,+8,54.0,15,75.2,16,10,54,8,8,0,40.2,404,-2,2.7,7,70.8,16,7,2,2,36.2,406,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴールデンワトル,9,242.7,31.7,57.6,1200,8,16,19,430,-6,54.0,12,82.7,16,14,54,9,8,0,38.7,436,+18,1.9,15,74.3,15,1,5,11,38.1,418,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
