馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
アヴァンギャルド,15,34.7,4.6,16.6,1700,1,1,3,498,+4,56.0,14,72.5,18,14,56,18,17,0,36.0,494,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エナジャイズ,2,12.7,1.8,5.8,1700,1,2,2,478,+4,51.0,4,115.4,16,15,51,5,5,4,38.3,474,0,0.9,5,113.9,16,7,8,8,38.6,474,+10,0.7,9,116.1,15,11,7,6,39.2,464,-8,1.0,7,115.9,2,6,39.3,472,+2,1.6,8,118.5,9,39.6,470,+6,2.1
ステージダイブ,11,42.6,6.8,25.1,1700,2,3,33,526,-2,56.0,9,97.5,18,6,55,10,10,0,34.9,528,0,0.8,9,99.5,12,1,12,12,34.5,528,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サントノーレ,4,15.4,2.8,9.5,1700,3,5,4,490,+6,54.0,8,114.3,16,3,51,3,3,3,40.9,484,+4,3.5,5,113.8,14,13,6,6,38.4,480,+10,1.5,3,108.9,15,12,2,2,39.9,470,-6,0.6,10,114.5,13,14,38.7,476,+4,2.1,12,117.2,3,41.8,472,-6,4.7
ウォーターボンド,13,213.9,28.0,108.1,1700,3,6,5,468,0,56.0,14,116.8,16,7,56,2,2,4,41.4,468,+2,3.6,8,115.8,15,10,5,5,40.3,466,-2,2.0,9,117.1,15,4,9,8,39.2,468,-4,1.6,13,87.7,6,12,38.8,472,0,2.0,0,0,0,0,0,0,0
ショウナンハルカス,3,1.5,1.1,1.1,1700,4,7,2,486,+4,56.0,2,120.4,16,12,56,1,1,1,39.7,482,+4,0.4,5,96.7,18,16,9,8,35.3,478,-4,0.8,10,125.2,14,14,2,3,38.1,482,-6,1.8,2,121.8,14,2,35.6,488,-2,0.1,8,96.4,1,35.8,490,+12,0.6
ユニヴァースパール,8,6.7,1.8,5.8,1700,4,8,41,462,-8,54.0,0,0,0,0,0,0,0,0,0,0,0,0,7,122.1,12,10,10,10,36.2,470,-8,1.3,6,99.1,12,1,4,6,33.6,478,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シゲルオカメマツリ,12,212.7,20.3,77.9,1700,5,9,3,544,+6,54.0,9,115.8,16,5,54,13,13,13,38.7,538,0,1.7,12,114.0,16,9,7,7,39.6,538,+6,2.3,5,115.1,15,1,11,12,38.9,532,+4,1.0,13,116.8,16,4,39.9,528,+6,2.1,6,118.0,7,39.1,522,-14,1.6
アウゲンパワー,7,171.7,16.3,62.3,1700,5,10,11,490,-8,56.0,13,118.0,15,11,56,11,11,12,39.9,498,-2,2.5,5,115.4,16,1,6,7,38.6,500,0,1.1,8,116.5,16,15,8,8,40.2,500,+2,2.3,7,117.0,11,11,39.2,498,0,2.6,0,0,0,0,0,0,0
タガノロブロイ,14,12.1,2.1,6.9,1700,6,11,17,484,-16,55.0,6,86.6,16,16,56,7,6,0,38.2,500,-6,0.6,5,86.6,16,7,15,12,37.6,506,+12,1.3,6,87.6,15,14,4,5,39.2,494,-2,1.5,4,70.7,11,4,35.1,496,0,0.5,0,0,0,0,0,0,0
エイダイサンデー,5,37.1,4.0,14.1,1700,6,12,3,434,+4,55.0,9,87.0,16,9,55,10,10,0,39.3,430,0,2.4,4,85.3,15,6,7,4,37.9,430,+2,0.2,4,84.5,16,3,11,11,36.3,428,+2,1.1,5,85.8,3,14,35.9,426,0,0.6,9,114.1,5,38.6,426,-26,2.1
フォースフィールド,1,18.1,2.2,7.1,1700,7,13,5,424,+8,56.0,6,114.6,16,7,56,14,13,12,37.6,416,-6,0.4,7,123.4,16,3,10,10,37.7,422,-2,1.5,10,117.2,15,12,5,7,39.2,424,0,1.7,3,114.3,1,14,38.4,424,-10,0.2,15,126.5,1,37.2,434,+2,2.9
ジェイポップ,9,33.5,4.4,15.6,1700,7,14,1,458,-2,56.0,5,115.4,16,7,56,16,16,13,38.5,460,+2,1.6,8,115.0,16,4,16,13,37.8,458,-4,0.8,7,115.7,15,3,14,13,39.9,462,-6,1.9,12,153.7,1,3,39.6,468,-4,3.4,18,140.7,6,42.1,472,+2,5.5
オランジェット,6,72.9,13.0,49.6,1700,8,15,9,464,+10,51.0,12,116.8,15,3,54,7,7,7,39.7,454,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウメイザン,10,46.4,5.7,21.0,1700,8,16,3,466,-2,56.0,11,138.4,18,8,56,2,2,2,38.9,468,+4,2.1,14,150.6,18,2,13,13,35.6,464,-10,1.6,7,115.6,15,7,11,11,38.9,474,+4,1.9,14,108.0,5,12,37.8,470,0,1.4,4,113.1,1,37.4,470,-4,0.5
